language,size_bucket,repository,commit,path,bytes_before,bytes_after,file_size,lines_added,lines_removed,loc_changed
Rust,large,vercel-next.js.git,91f2f354b2c9ece2e1f47e069f421a850976f5ec,crates/next-core/src/next_server/resolve.rs,15982,16001,16001,5,4,9
Rust,large,vercel-next.js.git,9404b901ab8c2fbc935c75258a48c08f3d192391,crates/next-api/src/middleware.rs,14342,14390,14390,3,1,4
Rust,large,vercel-next.js.git,95e92c73983066f1177257069bd6fff9273dd52d,turbopack/crates/turbo-tasks-macros/src/value_macro.rs,14881,14243,14881,4,19,23
Rust,large,vercel-next.js.git,a57e4e809b0f39668a57280a55bac1a4b20e6e2f,turbopack/crates/turbopack-css/src/asset.rs,12166,11961,12166,0,9,9
Rust,large,vercel-next.js.git,b067991e591f4965b873d4eef9a18ea1f321ca9b,turbopack/crates/turbopack/src/module_options/module_rule.rs,8559,11005,11005,89,37,126
Rust,large,vercel-next.js.git,b690af094678622f03670348e627d6f9f53ff036,turbopack/crates/turbopack-ecmascript/src/typescript/mod.rs,10438,10309,10438,2,5,7
Rust,large,vercel-next.js.git,baad064fd1c509fa0c7ff2dfdaec5412ded20766,turbopack/crates/turbopack-ecmascript/src/references/esm/base.rs,38756,39159,39159,24,11,35
Rust,large,vercel-next.js.git,c1f13e48b0ddd9887a99d486f2c9b190584d4a0e,turbopack/crates/turbopack/src/module_options/mod.rs,40619,40584,40619,7,7,14
Rust,large,vercel-next.js.git,c28948e0b3c199bff9123f91970906e80e4b1f08,turbopack/crates/turbopack-ecmascript/src/references/esm/base.rs,38638,38506,38638,9,15,24
Rust,large,vercel-next.js.git,c5b2cf1e32ff2668e77f02e739b612f142772ce5,turbopack/crates/turbopack-cli/src/dev/mod.rs,18632,18750,18750,8,3,11
Rust,large,vercel-next.js.git,cbc4888b188f19b1f0c8f18a5c8dd9951a55c469,turbopack/crates/turbopack-core/src/source_map/mod.rs,24687,25742,25742,32,15,47
Rust,large,vercel-next.js.git,d41c50b82833a4c53a726e1e2044bb453db9e9f6,crates/next-napi-bindings/src/next_api/turbopack_ctx.rs,14486,14490,14490,1,1,2
Rust,large,vercel-next.js.git,d52877efbe747ce3e86f05f47e3c1f33b09481fa,turbopack/crates/turbo-persistence/src/static_sorted_file_builder.rs,27115,23037,27115,18,125,143
Rust,large,vercel-next.js.git,d7de6f105ce82e9ec6561bbb94655ee8bcf61421,turbopack/crates/turbopack/src/module_options/mod.rs,40584,40570,40584,1,1,2
Rust,large,vercel-next.js.git,de1add253901ab3a7bbcfe09bfeac2a79f4d39c7,crates/next-api/src/app.rs,87039,86633,87039,0,12,12
Rust,large,vercel-next.js.git,de1add253901ab3a7bbcfe09bfeac2a79f4d39c7,turbopack/crates/turbopack-dev-server/src/source/mod.rs,17740,17298,17740,0,17,17
Rust,large,vercel-next.js.git,df88058f5eaee58771385534d10b5f75b8689f7d,turbopack/crates/turbopack-core/src/ident.rs,15663,15663,15663,5,5,10
Rust,large,vercel-next.js.git,e4cae3708480366826d8a6f42865f73072f9f760,turbopack/crates/turbopack-core/src/chunk/chunking_context.rs,25380,25263,25380,9,11,20
Rust,large,vercel-next.js.git,e4cae3708480366826d8a6f42865f73072f9f760,turbopack/crates/turbopack-core/src/module_graph/chunk_group_info.rs,30630,30606,30630,15,18,33
Rust,large,vercel-next.js.git,e4cae3708480366826d8a6f42865f73072f9f760,turbopack/crates/turbopack-css/src/asset.rs,11858,11843,11858,5,6,11
Rust,large,vercel-next.js.git,e4cae3708480366826d8a6f42865f73072f9f760,turbopack/crates/turbopack-resolve/src/node_native_binding.rs,15888,15966,15966,3,1,4
Rust,large,vercel-next.js.git,e78d35b35d527b1c8ebb7d5c18d5e223e1cfd37b,turbopack/crates/turbopack-core/src/chunk/chunking_context.rs,25099,25800,25800,39,24,63
Rust,large,vercel-next.js.git,f93a867d7741214ed6544a0ff673f498ca69234b,crates/next-custom-transforms/src/transforms/fonts/font_imports_generator.rs,10889,10266,10889,113,113,226
Rust,large,zed-industries-zed.git,01fe4f694eb4fea282c5132b0c0667cea9a85666,crates/livekit_client/src/livekit_client.rs,18361,19317,19317,29,0,29
Rust,large,zed-industries-zed.git,0698eccebb3ddd89e00081af3a8aab540478d220,crates/workspace/src/tasks.rs,4568,11735,11735,215,21,236
Rust,large,zed-industries-zed.git,090ef79bb1f8202dce473168210380470c8af6e6,crates/edit_prediction/src/example_spec.rs,32393,33391,33391,33,0,33
Rust,large,zed-industries-zed.git,0b557a5f5c366b65be0bb9fa60f1197ee37a4ee0,crates/command_palette/src/command_palette.rs,40669,40732,40732,5,1,6
Rust,large,zed-industries-zed.git,14f37ed5024bbccff2200797d1d9bf69aee01d66,crates/gpui_linux/src/linux/text_system.rs,19475,44,19475,1,538,539
Rust,large,zed-industries-zed.git,14f37ed5024bbccff2200797d1d9bf69aee01d66,crates/gpui_wgpu/src/wgpu_renderer.rs,50598,52386,52386,56,6,62
Rust,large,zed-industries-zed.git,1c7563c241916bcba937e28351b74815b2571ef6,crates/git_ui/src/stash_picker.rs,22260,22289,22289,1,0,1
Rust,large,zed-industries-zed.git,1d443f69f6cb4914ff0ca3309a5b5bac1af0e934,crates/gpui_wgpu/src/wgpu_renderer.rs,55634,56601,56601,26,1,27
Rust,large,zed-industries-zed.git,224be87fc3086961fd1e91bba77b2d475b2ba48d,crates/agent_ui/src/thread_metadata_store.rs,21469,22807,22807,72,33,105
Rust,large,zed-industries-zed.git,23ac4fd9d23eb3b8847b4c5f84073d34b9c609d5,crates/title_bar/src/collab.rs,30481,30440,30481,20,18,38
Rust,large,zed-industries-zed.git,23ac4fd9d23eb3b8847b4c5f84073d34b9c609d5,crates/title_bar/src/title_bar.rs,53424,52260,53424,105,125,230
Rust,large,zed-industries-zed.git,26f81c481872c9f3a52e584eeb8140e76b1b6f85,crates/ui/src/components/ai/thread_item.rs,16809,16808,16809,3,3,6
Rust,large,zed-industries-zed.git,2757aa41402c24a5b815b87fea7f7ba8c1db5184,crates/gpui_linux/src/linux/wayland/window.rs,53304,53667,53667,6,0,6
Rust,large,zed-industries-zed.git,2c59990135f299a976b5d9cd4664b787f04bc451,crates/editor/src/folding_ranges.rs,44200,44202,44202,1,1,2
Rust,large,zed-industries-zed.git,33e53019463427af991a1ccb70639935d50f2b18,crates/gpui_macros/src/gpui_macros.rs,8193,11706,11706,74,0,74
Rust,large,zed-industries-zed.git,3714f3173e8e08293a28764cd01e08f21dace747,tooling/xtask/src/tasks/workflows/extension_bump.rs,13977,13975,13977,1,1,2
Rust,large,zed-industries-zed.git,376d410b83cd20acd156230fa55ca003e55da301,crates/edit_prediction_cli/src/format_prompt.rs,20278,29485,29485,266,4,270
Rust,large,zed-industries-zed.git,47cc0bac418c9b7ab63e4116961301fd51c745fb,crates/settings_content/src/agent.rs,27799,28436,28436,21,0,21
Rust,large,zed-industries-zed.git,4bc324ccdce1d71a41104718ee5737c93937bc5a,crates/copilot/src/copilot_edit_prediction_delegate.rs,43441,43782,43782,10,2,12
Rust,large,zed-industries-zed.git,4e8937b62d8b14e22d82a0ea4a06f4fc280f1491,crates/git_ui/src/blame_ui.rs,18100,18188,18188,10,8,18
Rust,large,zed-industries-zed.git,4e8937b62d8b14e22d82a0ea4a06f4fc280f1491,crates/git_ui/src/file_history_view.rs,20237,20271,20271,5,4,9
Rust,large,zed-industries-zed.git,4e8937b62d8b14e22d82a0ea4a06f4fc280f1491,crates/title_bar/src/title_bar.rs,44575,44552,44575,13,12,25
Rust,large,zed-industries-zed.git,4e8937b62d8b14e22d82a0ea4a06f4fc280f1491,crates/ui/src/components/button/icon_button.rs,14419,14666,14666,30,19,49
Rust,large,zed-industries-zed.git,5e9ee9ea4ac856ebd34bbf5f1319ac9b0a0a3d60,crates/agent/src/edit_agent.rs,52831,53362,53362,48,36,84
Rust,large,zed-industries-zed.git,61c2a4334ca884ed0070bde239902ae3c81aba21,crates/zed/src/zed/app_menus.rs,14922,14897,14922,30,29,59
Rust,large,zed-industries-zed.git,67d7f99891a7bf1b2f83d47fe3bbdaf02af13ba0,crates/terminal_view/src/terminal_view.rs,95733,95845,95845,14,13,27
Rust,large,zed-industries-zed.git,68d96077f319dea338adfef9f789a4952273dde8,crates/language_models/src/provider/anthropic.rs,45432,47446,47446,68,17,85
Rust,large,zed-industries-zed.git,6a749380aa45d2c2e6eb3307e67ab6739cc0a1ce,crates/language_models/src/provider/anthropic.rs,45336,45432,45432,3,0,3
Rust,large,zed-industries-zed.git,7cca7bc6d62ce3821ee95c831c937410d4bf8225,crates/remote/src/transport/ssh.rs,65533,69689,69689,155,16,171
Rust,large,zed-industries-zed.git,7f09bff76a51a337efe1bcac7a68ed517734f5f4,crates/gpui/src/app/test_context.rs,34265,34126,34265,1,7,8
Rust,large,zed-industries-zed.git,81da953acfdcba1951875abb9664cd371d4c7f86,crates/vim/src/vim.rs,82653,82677,82677,1,1,2
Rust,large,zed-industries-zed.git,866ec42371b091c3a4d451a8d62182c9e40bdc14,crates/ui/src/components/callout.rs,13777,13779,13779,1,1,2
Rust,large,zed-industries-zed.git,87bc2aac5cc99e8425e1c29c1af6bb7bc15e280f,crates/language_models/src/provider/open_ai_compatible.rs,18858,18927,18927,4,0,4
Rust,large,zed-industries-zed.git,8d4913168c4ea3ac6a4d6cc1b70d3e7d006d8639,crates/acp_thread/src/connection.rs,25045,25085,25085,5,1,6
Rust,large,zed-industries-zed.git,90cf81cb00a85204bffeb28b9aae1b3493731399,crates/agent_ui/src/thread_history.rs,59002,58940,59002,23,23,46
Rust,large,zed-industries-zed.git,96a9397c1622044475b66bd5c45e542930c2599b,crates/ui/src/components/ai/thread_item.rs,22852,23215,23215,29,15,44
Rust,large,zed-industries-zed.git,977cd6ac7e18ae0d0c4d528bb6bb1e987fd7b9d0,crates/agent_ui/src/agent_ui.rs,25882,25873,25882,2,3,5
Rust,large,zed-industries-zed.git,9973a349a4b758912919bccde7ac652feefbfa45,crates/settings/src/vscode_import.rs,42942,42982,42982,1,0,1
Rust,large,zed-industries-zed.git,a18b7727eec635dda18ed25ff3e0ee96cb32f3ab,crates/language_models/src/provider/open_ai.rs,70912,71029,71029,6,2,8
Rust,large,zed-industries-zed.git,a1d40370cfbcc086a89350cc798125d055773947,crates/edit_prediction/src/zeta.rs,21932,22355,22355,13,0,13
Rust,large,zed-industries-zed.git,a2e34cb7bff8121a3b195bc3d5d1fbfe668ef5a5,crates/language_models/src/provider/open_ai.rs,71029,71073,71073,1,0,1
Rust,large,zed-industries-zed.git,a5a1977e985fbabcac2aacd7786f460df28c7eba,crates/edit_prediction_ui/src/edit_prediction_button.rs,69562,69795,69795,7,1,8
Rust,large,zed-industries-zed.git,aabc967b1c3217380346c07e4c6b244664ac46e6,crates/rope/src/chunk.rs,40811,40938,40938,11,7,18
Rust,large,zed-industries-zed.git,abec0efce8de9388506ea92341ded605c1e37e03,tooling/xtask/src/tasks/workflows/steps.rs,15894,16165,16165,9,2,11
Rust,large,zed-industries-zed.git,ac2f097559ecbaab6f55ca5a519f53b80ac54afb,crates/gpui_macos/src/events.rs,23623,24578,24578,23,2,25
Rust,large,zed-industries-zed.git,b32067d24868600b3b64f9bdc4656053fd5be0ba,crates/gpui/src/text_system/line.rs,21758,36606,36606,402,3,405
Rust,large,zed-industries-zed.git,bbbe7239afa0eecaa3682395ebaac024428df91c,crates/settings_content/src/settings_content.rs,36382,36543,36543,5,0,5
Rust,large,zed-industries-zed.git,c091c90fafa165eee0123e3670efdefe2f8a1fad,crates/util/src/shell.rs,35017,36233,36233,36,0,36
Rust,large,zed-industries-zed.git,c7870cb93d050840f5fb8ffba0e50f7786a4091c,crates/editor/src/actions.rs,33241,33337,33337,2,0,2
Rust,large,zed-industries-zed.git,e9ffef0bfa1ed1e668b550b0889c993fbcbe89ac,crates/editor/src/hover_links.rs,72164,74907,74907,78,2,80
Rust,large,zed-industries-zed.git,f8b74acc0fdff0cbfb233f24088592db1cefba1f,crates/agent/src/tools/create_directory_tool.rs,14707,14951,14951,8,2,10
Rust,large,zed-industries-zed.git,fb01b1953a32f7ce64aaca8b77f7ad5b04dda2b8,crates/edit_prediction/src/edit_prediction_tests.rs,81783,87636,87636,175,1,176
Rust,medium,GyulyVGC-sniffnet.git,043f03dc6334ef45e4042188023920919bf4dc33,src/notifications/types/notifications.rs,9033,9033,9033,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,0616118e30fccb497a2bda94e1cb9fb2992e5c37,src/gui/components/modal.rs,4250,4244,4250,4,5,9
Rust,medium,GyulyVGC-sniffnet.git,0616118e30fccb497a2bda94e1cb9fb2992e5c37,src/main.rs,4053,3993,4053,0,1,1
Rust,medium,GyulyVGC-sniffnet.git,0c7964551c34ccffcc29cbf447a1a9debfc9e17f,src/networking/types/info_traffic.rs,3178,3295,3295,3,0,3
Rust,medium,GyulyVGC-sniffnet.git,0eb4b53974b0028882bc2232142715804a474c1a,src/notifications/notify_and_log.rs,6148,6362,6362,26,22,48
Rust,medium,GyulyVGC-sniffnet.git,1338d872fc8f2ce0872995f18ea7a505350eec23,src/gui/components/header.rs,6201,6067,6201,12,13,25
Rust,medium,GyulyVGC-sniffnet.git,1338d872fc8f2ce0872995f18ea7a505350eec23,src/gui/pages/thumbnail_page.rs,7844,7802,7844,3,4,7
Rust,medium,GyulyVGC-sniffnet.git,14cc566deaf95b2b59799e4b939332cf5be62c12,src/notifications/types/logged_notification.rs,3692,3082,3692,12,29,41
Rust,medium,GyulyVGC-sniffnet.git,1a70be36eb3d50a2b7248a76056fe9b3c2f71c82,src/gui/types/conf.rs,3073,3084,3084,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,1adb50922772559724b79933d15768553bf6b929,src/gui/styles/style_constants.rs,5353,5453,5453,4,0,4
Rust,medium,GyulyVGC-sniffnet.git,1b200d189f51afcb12ec630ccec4884610e64121,src/gui/types/message.rs,5961,6120,6120,5,3,8
Rust,medium,GyulyVGC-sniffnet.git,1b29f86737e7efd3cb29d29c55bd5d25b703aca5,src/gui/pages/types/running_page.rs,2727,2726,2727,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,1b75284afb9e4e676fd399d7854e70d8b77c7aa9,src/networking/traffic_preview.rs,4022,3742,4022,41,34,75
Rust,medium,GyulyVGC-sniffnet.git,241c5abcecff16acfb8bd1d58c6a0050f7036521,src/networking/types/info_traffic.rs,5570,5929,5929,15,9,24
Rust,medium,GyulyVGC-sniffnet.git,29d42b4ac2244a62bdc4b7410bb94c432414a088,src/utils/types/icon.rs,2875,2887,2887,4,4,8
Rust,medium,GyulyVGC-sniffnet.git,2b05125ab49eb28aa1c099ed1d8fa41a7de91ae9,src/notifications/notify_and_log.rs,5710,5363,5710,4,15,19
Rust,medium,GyulyVGC-sniffnet.git,2b128e50f3018db3d942d963d0ed39a2ced19699,src/networking/types/capture_context.rs,5747,5749,5749,2,2,4
Rust,medium,GyulyVGC-sniffnet.git,2c15942305d48a737c6d6583a1b1ecdde758515b,src/configs/types/config_window.rs,3778,4070,4070,22,17,39
Rust,medium,GyulyVGC-sniffnet.git,2d9c9a06482ff40b759501ba53c1caf73b80e097,src/networking/types/protocol.rs,1330,1531,1531,5,1,6
Rust,medium,GyulyVGC-sniffnet.git,2fff18d0aae37504936b377e5041bb84d38871d4,src/translations/translations_4.rs,1183,1657,1657,16,0,16
Rust,medium,GyulyVGC-sniffnet.git,3355d1fe7cf10f924c83b0a6fc241293561a8966,src/gui/styles/text.rs,2525,2947,2947,14,0,14
Rust,medium,GyulyVGC-sniffnet.git,37d1cdfcce921dc9f1cf956ff913bf9722ffd086,src/gui/styles/text.rs,2454,2605,2605,19,11,30
Rust,medium,GyulyVGC-sniffnet.git,38febe3213fc9720511ebb4d9a2c539ce3bfa0d6,src/networking/types/program.rs,2783,2839,2839,2,2,4
Rust,medium,GyulyVGC-sniffnet.git,40add2e0ddc3cc556a641b0d11ec12420c866a6d,src/utils/error_logger.rs,1812,1787,1812,2,3,5
Rust,medium,GyulyVGC-sniffnet.git,44ccf528543f81a833f3d2f75b006f7c5289deb0,src/cli/mod.rs,4188,4608,4608,26,13,39
Rust,medium,GyulyVGC-sniffnet.git,4a34e7559785e2b3fda8f1945d73c66b41687b62,src/report/get_report_entries.rs,4351,3625,4351,7,19,26
Rust,medium,GyulyVGC-sniffnet.git,4c5239b643f3637fe7056f7934aae20720fdf3d1,src/gui/styles/custom_themes/nord.rs,1233,1358,1358,14,14,28
Rust,medium,GyulyVGC-sniffnet.git,4c5239b643f3637fe7056f7934aae20720fdf3d1,src/notifications/notify_and_log.rs,4950,4950,4950,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,4c5239b643f3637fe7056f7934aae20720fdf3d1,src/notifications/types/notifications.rs,9058,9058,9058,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,4eb0d44c3dd88f19f0eeebb59383cc5d5f62f7c7,src/utils/formatted_strings.rs,8281,8430,8430,7,4,11
Rust,medium,GyulyVGC-sniffnet.git,50c4af5bd1a23a647046a0212d7232841a5977ce,src/notifications/notify_and_log.rs,4264,4784,4784,48,37,85
Rust,medium,GyulyVGC-sniffnet.git,57504706585ae7a5ba4134d06ce690894e996e79,src/chart/types/preview_chart.rs,6132,4228,6132,0,69,69
Rust,medium,GyulyVGC-sniffnet.git,6029ab1a3e4b1af2753d28b4f6e16816136a21be,src/report/get_report_entries.rs,3620,3564,3620,1,5,6
Rust,medium,GyulyVGC-sniffnet.git,70ffc02fe73e233a3b65528ee02740dfb2d86750,src/utils/check_updates.rs,3005,2868,3005,7,10,17
Rust,medium,GyulyVGC-sniffnet.git,71d0cb4b773adf241ef8b75129d9a0cfe0975050,src/networking/types/my_device.rs,1565,1572,1572,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,7449a7315ae641ba2ba6932313312958a2f551c5,src/chart/types/donut_chart.rs,4438,4359,4438,1,6,7
Rust,medium,GyulyVGC-sniffnet.git,76bfcd3f188a0317e10f941023101046e88bd363,src/gui/styles/text_input.rs,6590,6279,6590,10,15,25
Rust,medium,GyulyVGC-sniffnet.git,784a64ccb0d702b7a4471d9cd145cf5a93b42ce6,src/networking/types/info_traffic.rs,5929,5844,5929,8,8,16
Rust,medium,GyulyVGC-sniffnet.git,7b3b235667cc320c785c87c0711ed5ad3b3707db,src/gui/styles/toggler.rs,2340,2395,2395,3,1,4
Rust,medium,GyulyVGC-sniffnet.git,8591aed6440530bb9ce543af68b9ae275eea8d22,src/gui/pages/types/running_page.rs,2726,2593,2726,4,8,12
Rust,medium,GyulyVGC-sniffnet.git,8fd9e394ff0b0aff192184aeb48b91d9e378ccbf,src/report/types/search_parameters.rs,9230,9202,9230,9,12,21
Rust,medium,GyulyVGC-sniffnet.git,8fd9e394ff0b0aff192184aeb48b91d9e378ccbf,src/translations/translations_5.rs,1476,1724,1724,8,0,8
Rust,medium,GyulyVGC-sniffnet.git,90146717b78b4384ece1ddb22b0464c52da9b1a1,src/gui/types/timing_events.rs,3459,3271,3459,9,17,26
Rust,medium,GyulyVGC-sniffnet.git,91b2fd4a0a92b2fbbd618e7c6576d8d3159074f8,src/gui/types/conf.rs,4094,4195,4195,23,22,45
Rust,medium,GyulyVGC-sniffnet.git,91b2fd4a0a92b2fbbd618e7c6576d8d3159074f8,src/gui/types/config_window.rs,2954,2954,2954,2,2,4
Rust,medium,GyulyVGC-sniffnet.git,92276d54fba7ec5c61bf00619bef13aab16ca82a,src/main.rs,4618,4629,4629,2,2,4
Rust,medium,GyulyVGC-sniffnet.git,96b5ac553e944f6432fa016d93682e4cd2f461ed,src/networking/types/address_port_pair.rs,1366,1372,1372,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,996c1f6d5e65121b20bb0b70d81e12ffab5099b5,src/gui/pages/thumbnail_page.rs,7657,7641,7657,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,a0ebe291fe0c3feb00f1867575720622d068679b,src/gui/types/conf.rs,1496,2945,2945,49,1,50
Rust,medium,GyulyVGC-sniffnet.git,a0ebe291fe0c3feb00f1867575720622d068679b,src/gui/types/export_pcap.rs,4445,4541,4541,2,0,2
Rust,medium,GyulyVGC-sniffnet.git,aa89be9971931e49cb4949e6497b657a211b6ac7,src/networking/types/program_lookup.rs,3319,3323,3323,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,ae068d228bda8e8341fe56dd7960e14371fbbfd7,src/report/get_report_entries.rs,4669,4746,4746,8,13,21
Rust,medium,GyulyVGC-sniffnet.git,b713e5c02fc954c4458db26e381424443284d55a,src/notifications/notify_and_log.rs,8486,8666,8666,15,9,24
Rust,medium,GyulyVGC-sniffnet.git,bc5bb0ae219e9b4cbc16ea31162739dda6da5936,src/networking/types/info_traffic.rs,3664,3674,3674,3,3,6
Rust,medium,GyulyVGC-sniffnet.git,c276536fa9c073d5b6d770155996cfce36d86748,src/chart/types/donut_chart.rs,4660,4438,4660,3,14,17
Rust,medium,GyulyVGC-sniffnet.git,c7784c698f6df83fc05befe1173f07b94e30020e,src/gui/components/modal.rs,4244,3777,4244,7,31,38
Rust,medium,GyulyVGC-sniffnet.git,c7784c698f6df83fc05befe1173f07b94e30020e,src/gui/styles/style_constants.rs,5894,5353,5894,0,17,17
Rust,medium,GyulyVGC-sniffnet.git,cc1285257b960439cb07f9b1d7e811be2bd6e6e2,src/gui/types/message.rs,4404,4404,4404,2,2,4
Rust,medium,GyulyVGC-sniffnet.git,cc50ea274aca081d57b115bb9490e4332bd1d776,src/utils/check_updates.rs,3650,3663,3663,2,2,4
Rust,medium,GyulyVGC-sniffnet.git,cf7c622331344f32c4bfc824dd643a537f81b170,src/cli/mod.rs,6689,6690,6690,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,d4d3fbb97f1bbabae73117a57e0ed9297de85914,build.rs,5901,5901,5901,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,d8aae02fb06b9063db08a322171e568f0bf75086,src/report/types/search_parameters.rs,9202,9810,9810,18,1,19
Rust,medium,GyulyVGC-sniffnet.git,da7e17c5ac0bf0639370bdbcbbb0bcffbf9a5848,src/gui/types/message.rs,5091,5175,5175,2,0,2
Rust,medium,GyulyVGC-sniffnet.git,e3377a0e4f19c3c143b3f388f8472b18831b2ce4,src/notifications/notify_and_log.rs,4539,4345,4539,1,6,7
Rust,medium,GyulyVGC-sniffnet.git,e4827db81934eb4c3da7e31c4a991c25b40e7db2,src/networking/types/program_lookup.rs,8858,8882,8882,24,20,44
Rust,medium,GyulyVGC-sniffnet.git,e50266e57fb700e67517b46c24f6d3c387d3db88,src/gui/components/tab.rs,5201,5181,5201,6,6,12
Rust,medium,GyulyVGC-sniffnet.git,e50266e57fb700e67517b46c24f6d3c387d3db88,src/networking/types/capture_context.rs,6138,6142,6142,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,e5be9a52969a01c268465d3e8fdc0aca9748ef89,src/networking/types/my_link_type.rs,1974,2091,2091,6,2,8
Rust,medium,GyulyVGC-sniffnet.git,e62875ce4db0482c0eef7ef6ff014a8c4871f902,src/gui/styles/types/custom_palette.rs,4841,4878,4878,1,0,1
Rust,medium,GyulyVGC-sniffnet.git,e9af2218b387978281fa107acf590e67bca6a294,src/networking/types/info_traffic.rs,3157,3178,3178,4,4,8
Rust,medium,GyulyVGC-sniffnet.git,eb013e0eb686384f7e7b426b3341748327f472e8,src/main.rs,4156,4099,4156,2,3,5
Rust,medium,GyulyVGC-sniffnet.git,fb206ced59b903cc3213d65641a72dc44f578438,src/gui/styles/types/color_remote.rs,6042,6053,6053,1,1,2
Rust,medium,GyulyVGC-sniffnet.git,fba11c62750f23b8844916295a2ce945a7501b8a,src/notifications/notify_and_log.rs,8921,8387,8921,11,22,33
Rust,medium,LadybirdBrowser-ladybird.git,30f108ba3646a03ca82a183ed8e9b6f26b82b030,Libraries/LibJS/Rust/src/token.rs,7949,7979,7979,2,0,2
Rust,medium,mozilla-firefox-firefox.git,7271bf9808edb293d3c8b19b08127d1fe86839e0,gfx/wr/webrender/src/pattern/mod.rs,4051,4100,4100,2,1,3
Rust,medium,mozilla-firefox-firefox.git,aacf6307c3918c1e361038fe1d9d23e2ea09658c,servo/components/style/stylesheets/view_transition_rule.rs,2322,2961,2961,21,4,25
Rust,medium,mozilla-firefox-firefox.git,d1449213bf2385a6ab0a5628bede70e808944f7f,servo/components/style/stylesheets/view_transition_rule.rs,2961,2973,2973,1,0,1
Rust,medium,protocolbuffers-protobuf.git,9f7e904c9f9ec958e1acbd834c504eeb06f56e8a,rust/internal.rs,6844,6836,6844,3,4,7
Rust,medium,protocolbuffers-protobuf.git,cdbfaf118e9906c8ca7c27b641a8abafbd129b0b,rust/internal.rs,6839,6844,6844,3,5,8
Rust,medium,rust-lang-rust.git,0c3435c3e1125e8f876fd6d653783a3cf39fcfb9,src/doc/rustc-dev-guide/ci/sembr/src/main.rs,7777,7776,7777,1,1,2
Rust,medium,rust-lang-rust.git,1fa1611e9fa6315254c9202ab2874e67b65f68b1,compiler/rustc_middle/src/hooks/mod.rs,5898,5569,5898,1,6,7
Rust,medium,rust-lang-rust.git,34ef9a6146a26d3c3cfef42202b0f1d6dd2fe053,compiler/rustc_attr_parsing/src/attributes/must_not_suspend.rs,1261,1186,1261,0,1,1
Rust,medium,rust-lang-rust.git,34ef9a6146a26d3c3cfef42202b0f1d6dd2fe053,compiler/rustc_attr_parsing/src/attributes/proc_macro_attrs.rs,5800,5650,5800,0,2,2
Rust,medium,rust-lang-rust.git,3a62e89822c21fa437c870e197966f60ecc3c416,compiler/rustc_middle/src/query/modifiers.rs,3403,3261,3403,0,5,5
Rust,medium,rust-lang-rust.git,40ebcc031da647d6a76deaf05c471b7a1d4aa228,compiler/rustc_target/src/spec/targets/armv7_unknown_linux_uclibceabi.rs,998,1008,1008,2,2,4
Rust,medium,rust-lang-rust.git,40ebcc031da647d6a76deaf05c471b7a1d4aa228,compiler/rustc_target/src/spec/targets/loongarch32_unknown_none_softfloat.rs,1066,1076,1076,2,2,4
Rust,medium,rust-lang-rust.git,40ebcc031da647d6a76deaf05c471b7a1d4aa228,compiler/rustc_target/src/spec/targets/thumbv7em_nuttx_eabihf.rs,1839,1849,1849,2,2,4
Rust,medium,rust-lang-rust.git,4f10c640d16e79e17924cfe6f2f60f45d43b1cac,library/stdarch/crates/core_arch/src/aarch64/mte.rs,6460,5938,6460,6,24,30
Rust,medium,rust-lang-rust.git,52dfa94cdcd3ed16f31c6afbf406826e2c5688dd,tests/assembly-llvm/x86_64-windows-float-abi.rs,1006,901,1006,1,2,3
Rust,medium,rust-lang-rust.git,52dfa94cdcd3ed16f31c6afbf406826e2c5688dd,tests/run-make/repr128-dwarf/main.rs,1169,1061,1169,1,7,8
Rust,medium,rust-lang-rust.git,59dfb9ef46bd43cbd26bba5de463fbaf77e39fac,tests/ui/where-clauses/cfg_attribute.rs,6039,6014,6039,0,1,1
Rust,medium,rust-lang-rust.git,6699c13683a302e6457be7f9fb930ef8102b1982,compiler/rustc_query_impl/src/lib.rs,2462,2343,2462,5,9,14
Rust,medium,rust-lang-rust.git,681750bd4606b0142fdf7e4b6013c508506bfb24,src/tools/miri/src/intrinsics/math.rs,8486,8597,8597,2,0,2
Rust,medium,rust-lang-rust.git,6a0ce1665407d1a194fb389408e45854c47c9c7b,tests/ui/const-ptr/forbidden_slices.rs,3967,4016,4016,1,1,2
Rust,medium,rust-lang-rust.git,6a0ce1665407d1a194fb389408e45854c47c9c7b,tests/ui/consts/const-eval/read_partial_ptr.rs,1437,1485,1485,1,1,2
Rust,medium,rust-lang-rust.git,6a0ce1665407d1a194fb389408e45854c47c9c7b,tests/ui/consts/miri_unleashed/static-no-inner-mut.rs,1700,1748,1748,1,1,2
