fixture,preset,total_bytes,real_bytes,renderer_bytes,matcher_bytes,paintings,breaks_invariants
rust-rust-lang-rust-change-use,minimal,2383,153,162,26,2,1
rust-rust-lang-rust-one-comment-line-into-two,full,1453,12,182,182,2,0
rust-rust-lang-rust-one-comment-line-into-two,minimal,1453,12,170,182,2,0
rust-rust-lang-rust-remove-min-version-comment,full,969,0,0,0,1,0
rust-rust-lang-rust-remove-min-version-comment,minimal,969,0,0,0,1,0
rust-rust-lang-rust-remove-path-from-using,full,17418,0,6,6,1,0
rust-rust-lang-rust-remove-path-from-using,minimal,17418,0,4,4,1,0
rust-rust-lang-rust-remove-starting-comment,full,1980,0,0,0,1,0
rust-rust-lang-rust-remove-starting-comment,minimal,1980,1,0,1,1,0
rust-rust-lang-rust-remove-warn-comment,full,507,0,0,0,1,0
rust-rust-lang-rust-remove-warn-comment,minimal,507,0,0,0,1,0
rust-rust-lang-rust-remove-warn-comment-2,full,1322,0,0,0,1,0
rust-rust-lang-rust-remove-warn-comment-2,minimal,1322,0,0,0,1,0
rust-rust-lang-rust-remove-warn-comment-3,full,1702,0,0,0,1,0
rust-rust-lang-rust-remove-warn-comment-3,minimal,1702,0,0,0,1,0
rust-rust-lang-rust-remove-warn-comments,full,1157,0,0,0,1,0
rust-rust-lang-rust-remove-warn-comments,minimal,1157,0,0,0,1,0
rust-rust-lang-rust-update-comment,full,1556,70,70,0,2,0
rust-rust-lang-rust-update-comment,minimal,1556,3,3,0,2,0
rust-rustdesk-rustdesk-add-one-token,full,116912,0,0,0,2,0
rust-rustdesk-rustdesk-add-one-token,minimal,116912,0,0,0,2,0
rust-rustdesk-rustdesk-move-list-item-with-insert,full,108072,80,80,0,2,0
rust-rustdesk-rustdesk-move-list-item-with-insert,minimal,108072,76,76,0,2,0
rust-small-addition-with-reuse-of-binary-expressions,full,326831,181,135,86,2,0
rust-small-addition-with-reuse-of-binary-expressions,minimal,326831,140,132,52,2,0
rust-sniffnet-protocol,full,2861,4,4,0,2,0
rust-sniffnet-protocol,minimal,2861,0,0,0,2,0
rust-tauri-api-build-1,full,3538,0,0,0,2,0
rust-tauri-api-build-1,minimal,3538,0,0,0,2,0
rust-tauri-api-build-2,full,3550,33,33,0,2,0
rust-tauri-api-build-2,minimal,3550,0,0,0,2,0
rust-tauri-apps-tauri-add-doccomment-empty-line,full,230325,0,0,0,2,0
rust-tauri-apps-tauri-add-doccomment-empty-line,minimal,230325,0,0,0,2,0
rust-tauri-apps-tauri-add-path-to-const-string,full,17456,0,0,0,1,0
rust-tauri-apps-tauri-add-path-to-const-string,minimal,17456,0,0,0,1,0
rust-tauri-apps-tauri-add-pub-to-mod,full,15566,0,0,0,1,0
rust-tauri-apps-tauri-add-pub-to-mod,minimal,15566,0,0,0,1,0
rust-tauri-apps-tauri-add-to-list,full,15971,188,188,0,2,0
rust-tauri-apps-tauri-add-to-list,minimal,15971,11,11,0,2,0
rust-tauri-apps-tauri-add-use-and-function,full,1508,37,37,0,2,0
rust-tauri-apps-tauri-add-use-and-function,minimal,1508,0,0,0,2,0
rust-tauri-apps-tauri-fix-typo-in-string-constant,full,19260,0,0,0,1,0
rust-tauri-apps-tauri-fix-typo-in-string-constant,minimal,19260,0,0,0,1,0
rust-tauri-apps-tauri-rename-mod,full,340,6,6,0,2,1
rust-tauri-apps-tauri-rename-mod,minimal,340,0,0,0,2,1
rust-tauri-cli-ios-dev,full,20617,0,0,0,1,0
rust-tauri-cli-ios-dev,minimal,20617,0,0,0,1,0
rust-turbopack-module-rule,full,19564,4177,3289,948,1,1
rust-turbopack-module-rule,minimal,19564,3116,2487,687,1,1
rust-turbopack-persistence-tools-main,full,4291,36,36,0,2,0
rust-turbopack-persistence-tools-main,minimal,4291,58,58,0,2,0
rust-vercel-next-add-mode,full,207,0,0,0,1,0
rust-vercel-next-add-mode,minimal,207,0,0,0,1,0
rust-vercel-next-remove-mod,full,52,0,0,0,1,0
rust-vercel-next-remove-mod,minimal,52,0,0,0,1,0
rust-vercel-next-simple-identifier-change,full,21511,0,0,0,1,0
rust-vercel-next-simple-identifier-change,minimal,21511,0,0,0,1,0
rust-zed-git-panel-settings,full,5442,0,0,0,2,0
rust-zed-git-panel-settings,minimal,5442,0,0,0,2,0
rust-zed-industries-zed-add-mod,full,228,0,0,0,1,0
rust-zed-industries-zed-add-mod,minimal,228,0,0,0,1,0
rust-zed-industries-zed-change-mod-and-use,full,259,0,0,0,1,0
rust-zed-industries-zed-change-mod-and-use,minimal,259,0,0,0,1,0
rust-zed-industries-zed-change-mods,full,347,0,0,0,1,0
rust-zed-industries-zed-change-mods,minimal,347,0,0,0,1,0
scala-ymnk-jzlib-interesting-probably-has-no-optimal-solution,full,2036,50,50,0,2,0
scala-ymnk-jzlib-interesting-probably-has-no-optimal-solution,minimal,2036,3,3,0,2,0
shellscript-ansible-ansible-a-small-add,full,640,114,114,0,1,0
shellscript-ansible-ansible-a-small-add,minimal,640,4,4,0,1,0
shellscript-ansible-ansible-add-commadn,full,242,0,0,0,1,0
shellscript-ansible-ansible-add-commadn,minimal,242,0,0,0,1,0
shellscript-ansible-ansible-only-insert,full,988,0,0,0,1,0
shellscript-ansible-ansible-only-insert,minimal,988,0,0,0,1,0
shellscript-ansible-ansible-small-add,full,186,0,0,0,1,0
shellscript-ansible-ansible-small-add,minimal,186,0,0,0,1,0
shellscript-ansible-ansible-small-change,full,1260,2,2,0,1,0
shellscript-ansible-ansible-small-change,minimal,1260,2,2,0,1,0
shellscript-genymobile-scrcpy-insert-only,full,595,2,2,0,2,0
shellscript-genymobile-scrcpy-insert-only,minimal,595,2,2,0,2,0
shellscript-genymobile-scrcpy-version,full,1350,0,0,0,1,0
shellscript-genymobile-scrcpy-version,minimal,1350,0,0,0,1,0
shellscript-genymobile-scrcpy-version-2,full,1358,0,0,0,1,0
shellscript-genymobile-scrcpy-version-2,minimal,1358,0,0,0,1,0
shellscript-jesseduffield-lazygit-version,full,366,0,0,0,1,0
shellscript-jesseduffield-lazygit-version,minimal,366,0,0,0,1,0
shellscript-microsoft-playwright-version,full,252,0,0,0,1,0
shellscript-microsoft-playwright-version,minimal,252,0,0,0,1,0
shellscript-mongodb-mongo-small-change,full,814,4,4,0,2,0
shellscript-mongodb-mongo-small-change,minimal,814,14,14,0,2,0
shellscript-nvm-sh-nvm-add-one-line,full,4774,0,0,0,1,0
shellscript-nvm-sh-nvm-add-one-line,minimal,4774,0,0,0,1,0
shellscript-openhands-openhands-update-string-value,full,179,0,0,0,1,0
shellscript-openhands-openhands-update-string-value,minimal,179,0,0,0,1,0
shellscript-paddlepaddle-paddleocr-insert-inside-a-string,full,598,12,12,0,1,0
shellscript-paddlepaddle-paddleocr-insert-inside-a-string,minimal,598,12,12,0,1,0
shellscript-pandas-dev-pandas-remove-one-line,full,10550,15,2,13,2,0
shellscript-pandas-dev-pandas-remove-one-line,minimal,10550,7,2,5,2,0
shellscript-pi-hole-pi-hole-add-comment,full,620,0,0,0,1,0
shellscript-pi-hole-pi-hole-add-comment,minimal,620,0,0,0,1,0
shellscript-scikit-learn-scikit-learn-version,full,1168,0,0,0,1,0
shellscript-scikit-learn-scikit-learn-version,minimal,1168,0,0,0,1,0
shellscript-stgpetrovic-stacuist-pure-add,full,389,154,154,0,2,0
shellscript-stgpetrovic-stacuist-pure-add,minimal,389,67,67,0,2,0
shellscript-stgpetrovic-stacuist-pure-add-2,full,611,0,0,0,1,0
shellscript-stgpetrovic-stacuist-pure-add-2,minimal,611,0,0,0,1,0
shellscript-vercel-next-change-command-params,full,437,0,0,0,1,0
shellscript-vercel-next-change-command-params,minimal,437,0,0,0,1,0
swift-nextcloud-ios-add-one-log-line,full,37041,0,0,0,2,0
swift-nextcloud-ios-add-one-log-line,minimal,37041,0,0,0,2,0
swift-nextcloud-ios-different-func,full,599,0,0,0,1,0
swift-nextcloud-ios-different-func,minimal,599,0,0,0,1,0
swift-swiftlang-swift-add-target-comment,full,2090,0,0,0,1,0
swift-swiftlang-swift-add-target-comment,minimal,2090,2,2,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment,full,914,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment,minimal,914,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-1,full,605,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-1,minimal,605,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-2,full,1451,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-2,minimal,1451,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-4,full,629,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-4,minimal,629,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-5,full,945,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-5,minimal,945,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-6,full,759,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-6,minimal,759,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-7,full,982,0,0,0,1,0
swift-swiftlang-swift-add-to-typecheck-comment-7,minimal,982,0,0,0,1,0
swift-swiftlang-swift-constraint-comment,full,1265,0,0,0,1,0
swift-swiftlang-swift-constraint-comment,minimal,1265,0,0,0,1,0
swift-swiftlang-swift-delete-and-insert-in-the-typecheck-comment,full,709,471,471,0,2,0
swift-swiftlang-swift-delete-and-insert-in-the-typecheck-comment,minimal,709,469,469,0,2,0
swift-swiftlang-swift-insert-delete-comment,full,940,0,0,0,1,0
swift-swiftlang-swift-insert-delete-comment,minimal,940,0,0,0,1,0
swift-swiftlang-swift-insert-only,full,1646,9,2,7,2,0
swift-swiftlang-swift-insert-only,minimal,1646,7,0,7,2,0
swift-swiftlang-swift-signature-next-comment,full,1356,0,0,0,1,0
swift-swiftlang-swift-signature-next-comment,minimal,1356,0,0,0,1,0
swift-swiftlang-swift-signature-next-comment-2,full,795,0,0,0,1,0
swift-swiftlang-swift-signature-next-comment-2,minimal,795,0,0,0,1,0
swift-swiftlang-swift-small-change-mostly-add,full,1280,0,0,0,1,0
swift-swiftlang-swift-small-change-mostly-add,minimal,1280,0,0,0,1,0
swift-swiftlang-swift-target-comment,full,1046,0,0,0,1,0
swift-swiftlang-swift-target-comment,minimal,1046,2,2,0,1,0
swift-swiftlang-swift-target-comment-2,full,1028,0,0,0,1,0
swift-swiftlang-swift-target-comment-2,minimal,1028,1,1,0,1,0
swift-swiftlang-swift-update-leading-comment,full,471,0,0,0,1,0
swift-swiftlang-swift-update-leading-comment,minimal,471,0,0,0,1,0
swift-swiftlang-swift-update-typecheck-comment,full,1032,0,0,0,1,0
swift-swiftlang-swift-update-typecheck-comment,minimal,1032,0,0,0,1,0
tsx-excalidraw-excalidraw-add-type-to-import,full,395,0,0,0,1,0
tsx-excalidraw-excalidraw-add-type-to-import,minimal,395,0,0,0,1,0
tsx-greenbone-gsa-add-import-and-use-it,full,18410,139,101,38,2,0
tsx-greenbone-gsa-add-import-and-use-it,minimal,18410,80,42,38,2,0
tsx-langflow-ai-langflow-add-type-to-import,full,471,0,0,0,1,0
tsx-langflow-ai-langflow-add-type-to-import,minimal,471,0,0,0,1,0
tsx-langflow-ai-langflow-insert-only,full,740,10,10,0,2,0
tsx-langflow-ai-langflow-insert-only,minimal,740,2,76,74,2,0
tsx-langflow-ai-langflow-split-import,full,487,46,108,93,2,0
tsx-langflow-ai-langflow-split-import,minimal,487,68,59,37,2,0
tsx-langflow-ai-langflow-split-import-2,full,471,48,105,93,2,0
tsx-langflow-ai-langflow-split-import-2,minimal,471,68,59,37,2,0
tsx-langflow-ai-langflow-split-import-3,full,601,48,105,93,2,0
tsx-langflow-ai-langflow-split-import-3,minimal,601,68,59,37,2,0
tsx-microsoft-typescript-delete-only,full,955,0,0,0,1,0
tsx-microsoft-typescript-delete-only,minimal,955,0,0,0,1,0
tsx-microsoft-typescript-libpath-to-lib,full,625,4,4,0,2,0
tsx-microsoft-typescript-libpath-to-lib,minimal,625,2,2,0,2,0
tsx-mui-material-ui-add-attribute,full,464,0,0,0,1,0
tsx-mui-material-ui-add-attribute,minimal,464,0,0,0,1,0
tsx-mui-material-ui-add-to-empty-block,full,104,29,6,28,2,0
tsx-mui-material-ui-add-to-empty-block,minimal,104,21,0,21,2,0
tsx-mui-material-ui-delete-only,full,662,0,0,0,1,0
tsx-mui-material-ui-delete-only,minimal,662,0,0,0,1,0
tsx-mui-material-ui-move-import,full,1971,137,94,160,1,0
tsx-mui-material-ui-move-import,minimal,1971,132,94,148,1,0
tsx-mui-material-ui-remove-import,full,194,0,0,0,1,0
tsx-mui-material-ui-remove-import,minimal,194,0,0,0,1,0
tsx-mui-material-ui-remove-import-2,full,288,0,0,0,1,0
tsx-mui-material-ui-remove-import-2,minimal,288,0,0,0,1,0
tsx-mui-material-ui-remove-import-3,full,346,0,0,0,1,0
tsx-mui-material-ui-remove-import-3,minimal,346,0,0,0,1,0
tsx-mui-material-ui-remove-import-4,full,460,0,0,0,1,0
tsx-mui-material-ui-remove-import-4,minimal,460,0,0,0,1,0
tsx-mui-material-ui-remove-one-import,full,2910,0,0,0,1,0
tsx-mui-material-ui-remove-one-import,minimal,2910,0,0,0,1,0
tsx-shadcn-ui-ui-order-of-class-names,full,1116,36,36,0,2,0
tsx-shadcn-ui-ui-order-of-class-names,minimal,1116,36,36,0,2,0
typescript-add-error-handling,full,410,8,8,0,2,0
typescript-add-error-handling,minimal,410,0,0,0,2,0
typescript-add-generics,full,655,62,56,24,2,1
typescript-add-generics,minimal,655,58,52,24,2,1
typescript-add-type-annotations,full,454,226,226,0,2,0
typescript-add-type-annotations,minimal,454,10,10,0,2,0
typescript-async-await,full,443,48,48,0,2,0
typescript-async-await,minimal,443,12,12,0,2,0
typescript-microsoft-typescript-add-es-target,full,274,0,0,0,1,0
typescript-microsoft-typescript-add-es-target,minimal,274,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-2,full,198,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-2,minimal,198,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-3,full,234,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-3,minimal,234,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-4,full,186,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-4,minimal,186,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-5,full,62,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-5,minimal,62,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-6,full,396,0,0,0,1,0
typescript-microsoft-typescript-add-es-target-6,minimal,396,0,0,0,1,0
typescript-microsoft-typescript-add-eslint,full,366,0,0,0,1,0
typescript-microsoft-typescript-add-eslint,minimal,366,0,0,0,1,0
typescript-microsoft-typescript-add-lib-comment,full,1094,0,0,0,1,0
typescript-microsoft-typescript-add-lib-comment,minimal,1094,0,0,0,1,0
typescript-microsoft-typescript-add-module-and-target-comment,full,415,0,0,0,1,0
typescript-microsoft-typescript-add-module-and-target-comment,minimal,415,0,0,0,1,0
typescript-microsoft-typescript-add-one-item,full,363494,0,0,0,2,0
typescript-microsoft-typescript-add-one-item,minimal,363494,0,0,0,2,0
typescript-microsoft-typescript-add-one-line,full,1163049,0,0,0,2,0
typescript-microsoft-typescript-add-one-line,minimal,1163049,0,0,0,2,0
typescript-microsoft-typescript-add-strict,full,237,0,0,0,1,0
typescript-microsoft-typescript-add-strict,minimal,237,0,0,0,1,0
typescript-microsoft-typescript-add-strict-2,full,461,0,0,0,1,0
typescript-microsoft-typescript-add-strict-2,minimal,461,0,0,0,1,0
typescript-microsoft-typescript-add-strict-false,full,91,0,0,0,1,0
typescript-microsoft-typescript-add-strict-false,minimal,91,0,0,0,1,0
typescript-microsoft-typescript-add-target,full,680,0,0,0,1,0
typescript-microsoft-typescript-add-target,minimal,680,0,0,0,1,0
typescript-microsoft-typescript-add-target-2,full,1000,0,0,0,1,0
typescript-microsoft-typescript-add-target-2,minimal,1000,0,0,0,1,0
typescript-microsoft-typescript-add-target-3,full,252,22,22,0,1,0
typescript-microsoft-typescript-add-target-3,minimal,252,0,0,0,1,0
typescript-microsoft-typescript-add-target-4,full,4206,0,0,0,1,0
typescript-microsoft-typescript-add-target-4,minimal,4206,0,0,0,1,0
typescript-microsoft-typescript-add-target-comment-2,full,422,0,0,0,1,0
typescript-microsoft-typescript-add-target-comment-2,minimal,422,0,0,0,1,0
typescript-microsoft-typescript-expand-target,full,502,0,0,0,1,0
typescript-microsoft-typescript-expand-target,minimal,502,0,0,0,1,0
typescript-microsoft-typescript-expand-target-2,full,608,0,0,0,1,0
typescript-microsoft-typescript-expand-target-2,minimal,608,0,0,0,1,0
typescript-microsoft-typescript-expand-target-3,full,528,0,0,0,1,0
typescript-microsoft-typescript-expand-target-3,minimal,528,0,0,0,1,0
typescript-microsoft-typescript-extend-target-comment,full,412,0,0,0,1,0
typescript-microsoft-typescript-extend-target-comment,minimal,412,0,0,0,1,0
typescript-refactor-interface,full,950,0,716,716,2,0
typescript-refactor-interface,minimal,950,0,0,0,2,0
typescript-vercel-next-whitespace-only,full,152143,0,0,0,1,0
typescript-vercel-next-whitespace-only,minimal,152143,0,0,0,1,0
vimscript-neovim-neovim-add-one-dict-entry,full,230174,6,6,0,2,0
vimscript-neovim-neovim-add-one-dict-entry,minimal,230174,2,2,0,2,0
vimscript-neovim-neovim-add-one-dict-item,full,230084,6,6,0,2,0
vimscript-neovim-neovim-add-one-dict-item,minimal,230084,2,2,0,2,0
vimscript-neovim-neovim-add-one-line-to-dict,full,225560,6,6,0,2,0
vimscript-neovim-neovim-add-one-line-to-dict,minimal,225560,2,2,0,2,0
vimscript-neovim-neovim-add-one-line-to-test,full,58758,0,0,0,2,0
vimscript-neovim-neovim-add-one-line-to-test,minimal,58758,0,0,0,2,0
vimscript-neovim-neovim-comment-only-insert,full,1030,0,0,0,1,0
vimscript-neovim-neovim-comment-only-insert,minimal,1030,0,0,0,1,0
vimscript-neovim-neovim-date-update-plus-bugfix,full,1280,1,1,0,1,0
vimscript-neovim-neovim-date-update-plus-bugfix,minimal,1280,1,1,0,1,0
vimscript-neovim-neovim-expand-author-comment,full,636,0,0,0,1,0
vimscript-neovim-neovim-expand-author-comment,minimal,636,0,0,0,1,0
vimscript-neovim-neovim-insert-only,full,1926,3,3,0,1,0
vimscript-neovim-neovim-insert-only,minimal,1926,3,3,0,1,0
vimscript-neovim-neovim-insert-only-3,full,1414,2,2,0,2,0
vimscript-neovim-neovim-insert-only-3,minimal,1414,0,0,0,2,0
vimscript-neovim-neovim-only-delete,full,1853,1,1,0,2,0
vimscript-neovim-neovim-only-delete,minimal,1853,0,0,0,2,0
vimscript-neovim-neovim-small-change,full,968,0,0,0,2,0
vimscript-neovim-neovim-small-change,minimal,968,0,0,0,2,0
vimscript-neovim-neovim-small-change-2,full,678,37,37,0,2,0
vimscript-neovim-neovim-small-change-2,minimal,678,3,3,0,2,0
xml-genymobile-scrcpy-remove-package-attribute,full,207,21,0,21,1,0
xml-genymobile-scrcpy-remove-package-attribute,minimal,207,21,0,21,1,0
xml-godotengine-godot-update-element-value,full,77893,258,258,0,2,0
xml-godotengine-godot-update-element-value,minimal,77893,254,254,0,2,0
xml-jellyfin-jellyfin-update-attribute-values,full,394,88,88,0,2,0
xml-jellyfin-jellyfin-update-attribute-values,minimal,394,0,0,0,2,0
xml-libreoffice-add-one-menu-item,full,72049,23,10,33,2,0
xml-libreoffice-add-one-menu-item,minimal,72049,23,0,23,2,0
xml-libreoffice-unicode,full,1140,18,18,0,1,0
xml-libreoffice-unicode,minimal,1140,18,18,0,1,0
xml-microsoft-terminal-add-one-element,full,2878,40,2,38,2,0
xml-microsoft-terminal-add-one-element,minimal,2878,38,0,38,2,0
xml-nextcloud-android-add-one-element,full,199583,26,4,22,2,0
xml-nextcloud-android-add-one-element,minimal,199583,22,0,22,2,0
xml-nextcloud-android-add-translation,full,218364,33,4,29,2,0
xml-nextcloud-android-add-translation,minimal,218364,29,0,29,2,0
xml-nextcloud-android-add-translation-2,full,214474,31,4,27,2,0
xml-nextcloud-android-add-translation-2,minimal,214474,27,0,27,2,0
xml-odoo-odoo-add-attribute-2,full,9862,11,0,11,2,0
xml-odoo-odoo-add-attribute-2,minimal,9862,11,0,11,2,0
xml-odoo-odoo-insert-only,full,441,26,1,25,2,0
xml-odoo-odoo-insert-only,minimal,441,25,0,25,2,0
yaml-ansible-ansible-add-block-sequence,full,191,0,0,0,2,0
yaml-ansible-ansible-add-block-sequence,minimal,191,0,0,0,2,0
yaml-ansible-ansible-add-item-to-sequence,full,218,0,0,0,1,0
yaml-ansible-ansible-add-item-to-sequence,minimal,218,0,0,0,1,0
yaml-ansible-ansible-add-item-to-sequence-2,full,244,0,0,0,1,0
yaml-ansible-ansible-add-item-to-sequence-2,minimal,244,0,0,0,1,0
yaml-ansible-ansible-add-mapping-pair,full,150,0,0,0,1,0
yaml-ansible-ansible-add-mapping-pair,minimal,150,0,0,0,1,0
yaml-ansible-ansible-change-in-string-scalar,full,199,0,0,0,1,0
yaml-ansible-ansible-change-in-string-scalar,minimal,199,0,0,0,1,0
yaml-ansible-ansible-rename-string-scalar,full,260,0,0,0,1,0
yaml-ansible-ansible-rename-string-scalar,minimal,260,0,0,0,1,0
yaml-ansible-ansible-version,full,166,0,0,0,1,0
yaml-ansible-ansible-version,minimal,166,0,0,0,1,0
yaml-gyulyvgc-sniffnet-version,full,341,23,23,0,2,0
yaml-gyulyvgc-sniffnet-version,minimal,341,0,0,0,2,0
yaml-jekyll-jekyll-true-to-false,full,321,2,2,0,1,0
yaml-jekyll-jekyll-true-to-false,minimal,321,2,2,0,1,0
yaml-mastodon-mastodon-delete-one-pair,full,60623,0,0,0,2,0
yaml-mastodon-mastodon-delete-one-pair,minimal,60623,0,0,0,2,0
yaml-mastodon-mastodon-remove-one-translation,full,47797,0,0,0,2,0
yaml-mastodon-mastodon-remove-one-translation,minimal,47797,0,0,0,2,0
yaml-mastodon-mastodon-remove-translation,full,178590,0,0,0,2,0
yaml-mastodon-mastodon-remove-translation,minimal,178590,0,0,0,2,0
yaml-puppeteer-puppeteer-false-to-true,full,597,2,2,0,1,0
yaml-puppeteer-puppeteer-false-to-true,minimal,597,2,2,0,1,0
