fixture,preset,total_bytes,real_bytes,renderer_bytes,matcher_bytes,paintings,breaks_invariants
html-prettier-prettier-not-pure-html-includes-yaml-as-well,minimal,181,71,71,0,2,0
html-twbs-bootstrap-not-html-template-extract-two-vars,full,659,159,198,139,2,0
html-twbs-bootstrap-not-html-template-extract-two-vars,minimal,659,151,182,139,2,0
html-twbs-bootstrap-remove-one-line-in-yaml-metadata-preamble,full,2504,17,17,0,1,0
html-twbs-bootstrap-remove-one-line-in-yaml-metadata-preamble,minimal,2504,17,17,0,1,0
java-add-exception-handling,full,1094,52,44,44,2,0
java-add-exception-handling,minimal,1094,4,0,4,2,0
java-add-interface,full,602,2,2,0,2,0
java-add-interface,minimal,602,0,0,0,2,0
java-add-logging,full,750,0,0,0,2,0
java-add-logging,minimal,750,0,0,0,2,0
java-defects4j-chart-1-abstractcategoryitemrenderer,full,151608,2,2,0,1,0
java-defects4j-chart-1-abstractcategoryitemrenderer,minimal,151608,2,2,0,1,0
java-defects4j-chart-10-standardtooltiptagfragmentgenerator,full,4821,0,0,0,2,0
java-defects4j-chart-10-standardtooltiptagfragmentgenerator,minimal,4821,0,0,0,2,0
java-defects4j-chart-11-shapeutilities,full,39702,0,0,0,1,0
java-defects4j-chart-11-shapeutilities,minimal,39702,0,0,0,1,0
java-defects4j-chart-12-multiplepieplot,full,42839,19,1,18,2,0
java-defects4j-chart-12-multiplepieplot,minimal,42839,33,15,20,2,0
java-defects4j-chart-13-borderarrangement,full,41109,0,0,0,2,0
java-defects4j-chart-13-borderarrangement,minimal,41109,0,0,0,2,0
java-defects4j-chart-14-categoryplot,full,291252,0,0,0,2,0
java-defects4j-chart-14-categoryplot,minimal,291252,0,0,0,2,0
java-defects4j-chart-14-xyplot,full,360900,0,0,0,2,0
java-defects4j-chart-14-xyplot,minimal,360900,0,0,0,2,0
java-defects4j-chart-15-pieplot,full,220293,0,0,0,2,0
java-defects4j-chart-15-pieplot,minimal,220293,0,0,0,2,0
java-defects4j-chart-16-defaultintervalcategorydataset,full,55004,0,0,0,1,0
java-defects4j-chart-16-defaultintervalcategorydataset,minimal,55004,0,0,0,1,0
java-defects4j-chart-17-timeseries,full,74560,4,4,0,2,0
java-defects4j-chart-17-timeseries,minimal,74560,14,14,0,2,0
java-defects4j-chart-18-defaultkeyedvalues,full,29871,6,1,5,2,0
java-defects4j-chart-18-defaultkeyedvalues,minimal,29871,2,0,2,2,0
java-defects4j-chart-18-defaultkeyedvalues2d,full,36261,0,0,0,2,0
java-defects4j-chart-18-defaultkeyedvalues2d,minimal,36261,0,0,0,2,0
java-defects4j-chart-19-categoryplot,full,271892,0,0,0,2,0
java-defects4j-chart-19-categoryplot,minimal,271892,0,0,0,2,0
java-defects4j-chart-2-datasetutilities,full,175152,0,0,0,2,0
java-defects4j-chart-2-datasetutilities,minimal,175152,0,0,0,2,0
java-defects4j-chart-20-valuemarker,full,9968,20,20,0,2,0
java-defects4j-chart-20-valuemarker,minimal,9968,32,32,0,2,0
java-defects4j-chart-21-defaultboxandwhiskercategorydataset,full,49571,0,0,0,2,0
java-defects4j-chart-21-defaultboxandwhiskercategorydataset,minimal,49571,0,0,0,2,0
java-defects4j-chart-22-keyedobjects2d,full,29772,308,168,158,2,1
java-defects4j-chart-22-keyedobjects2d,minimal,29772,219,117,102,2,1
java-defects4j-chart-23-minmaxcategoryrenderer,full,40014,0,0,0,2,0
java-defects4j-chart-23-minmaxcategoryrenderer,minimal,40014,0,0,0,2,0
java-defects4j-chart-24-graypaintscale,full,10682,2,2,0,2,0
java-defects4j-chart-24-graypaintscale,minimal,10682,4,4,0,2,0
java-defects4j-chart-25-statisticalbarrenderer,full,42436,192,80,172,2,0
java-defects4j-chart-25-statisticalbarrenderer,minimal,42436,146,0,146,2,0
java-defects4j-chart-26-axis,full,94921,0,0,0,2,0
java-defects4j-chart-26-axis,minimal,94921,0,0,0,2,0
java-defects4j-chart-3-timeseries,full,92698,0,0,0,2,0
java-defects4j-chart-3-timeseries,minimal,92698,0,0,0,2,0
java-defects4j-chart-4-xyplot,full,419037,0,0,0,2,0
java-defects4j-chart-4-xyplot,minimal,419037,0,0,0,2,0
java-defects4j-chart-5-xyseries,full,51489,676,676,0,2,0
java-defects4j-chart-5-xyseries,minimal,51489,53,53,0,2,0
java-defects4j-chart-6-shapelist,full,9466,112,71,43,1,0
java-defects4j-chart-6-shapelist,minimal,9466,35,0,35,1,0
java-defects4j-chart-7-timeperiodvalues,full,37306,0,0,0,1,0
java-defects4j-chart-7-timeperiodvalues,minimal,37306,0,0,0,1,0
java-defects4j-chart-8-week,full,43809,21,0,21,1,0
java-defects4j-chart-8-week,minimal,43809,21,0,21,1,0
java-defects4j-chart-9-timeseries,full,74736,0,5,5,4,0
java-defects4j-chart-9-timeseries,minimal,74736,2,3,5,4,0
java-defects4j-cli-1-commandline,full,16954,647,130,545,4,1
java-defects4j-cli-1-commandline,minimal,16954,522,40,504,4,1
java-defects4j-cli-10-parser,full,26625,2,2,0,2,0
java-defects4j-cli-10-parser,minimal,26625,0,56,56,2,0
java-defects4j-cli-11-helpformatter,full,60826,15,15,0,2,0
java-defects4j-cli-11-helpformatter,minimal,60826,14,14,0,2,0
java-defects4j-cli-12-gnuparser,full,7793,201,194,183,2,0
java-defects4j-cli-12-gnuparser,minimal,7793,92,86,90,2,0
java-defects4j-cli-13-argumentimpl,full,24782,0,0,0,1,0
java-defects4j-cli-13-argumentimpl,minimal,24782,0,0,0,1,0
java-defects4j-cli-13-writeablecommandline,full,6160,0,0,0,2,0
java-defects4j-cli-13-writeablecommandline,minimal,6160,0,0,0,2,0
java-defects4j-cli-13-writeablecommandlineimpl,full,14708,0,0,0,2,0
java-defects4j-cli-13-writeablecommandlineimpl,minimal,14708,0,0,0,2,0
java-defects4j-cli-14-groupimpl,full,32709,243,269,222,2,0
java-defects4j-cli-14-groupimpl,minimal,32709,119,155,121,2,0
java-defects4j-cli-15-writeablecommandlineimpl,full,17680,632,428,533,2,0
java-defects4j-cli-15-writeablecommandlineimpl,minimal,17680,369,110,325,2,0
java-defects4j-cli-16-groupimpl,full,32732,0,0,0,2,0
java-defects4j-cli-16-groupimpl,minimal,32732,0,0,0,2,0
java-defects4j-cli-16-option,full,14251,0,0,0,2,0
java-defects4j-cli-16-option,minimal,14251,0,0,0,2,0
java-defects4j-cli-16-optionimpl,full,10311,0,0,0,2,0
java-defects4j-cli-16-optionimpl,minimal,10311,0,0,0,2,0
java-defects4j-cli-16-writeablecommandlineimpl,full,18404,0,0,0,2,0
java-defects4j-cli-16-writeablecommandlineimpl,minimal,18404,0,0,0,2,0
java-defects4j-cli-17-posixparser,full,21173,0,0,0,2,0
java-defects4j-cli-17-posixparser,minimal,21173,0,0,0,2,0
java-defects4j-cli-18-posixparser,full,20560,25,48,73,2,1
java-defects4j-cli-18-posixparser,minimal,20560,27,18,41,2,1
java-defects4j-cli-19-posixparser,full,20456,82,86,102,2,0
java-defects4j-cli-19-posixparser,minimal,20456,54,54,18,2,0
java-defects4j-cli-2-posixparser,full,21043,8,0,8,2,0
java-defects4j-cli-2-posixparser,minimal,21043,8,0,8,2,0
java-defects4j-cli-20-posixparser,full,20598,405,92,432,2,0
java-defects4j-cli-20-posixparser,minimal,20598,135,81,164,2,0
java-defects4j-cli-21-groupimpl,full,35050,0,0,0,2,0
java-defects4j-cli-21-groupimpl,minimal,35050,0,0,0,2,0
java-defects4j-cli-21-writeablecommandline,full,7828,0,0,0,2,0
java-defects4j-cli-21-writeablecommandline,minimal,7828,0,0,0,2,0
java-defects4j-cli-21-writeablecommandlineimpl,full,20615,0,0,0,2,0
java-defects4j-cli-21-writeablecommandlineimpl,minimal,20615,8,8,0,2,0
java-defects4j-cli-22-posixparser,full,18975,14,14,0,2,0
java-defects4j-cli-22-posixparser,minimal,18975,6,6,0,2,0
java-defects4j-cli-23-helpformatter,full,59488,67,37,81,3,0
java-defects4j-cli-23-helpformatter,minimal,59488,28,29,48,3,0
java-defects4j-cli-24-helpformatter,full,60145,65,15,50,2,0
java-defects4j-cli-24-helpformatter,minimal,60145,38,0,38,2,0
java-defects4j-cli-25-helpformatter,full,59988,0,0,0,1,0
java-defects4j-cli-25-helpformatter,minimal,59988,0,0,0,1,0
java-defects4j-cli-26-optionbuilder,full,20015,171,76,124,2,0
java-defects4j-cli-26-optionbuilder,minimal,20015,69,0,69,2,0
java-defects4j-cli-27-optiongroup,full,9144,0,0,0,1,0
java-defects4j-cli-27-optiongroup,minimal,9144,0,0,0,1,0
java-defects4j-cli-28-parser,full,26071,40,53,13,3,0
java-defects4j-cli-28-parser,minimal,26071,0,13,13,3,0
java-defects4j-cli-29-util,full,4539,14,14,0,2,0
java-defects4j-cli-29-util,minimal,4539,38,38,0,2,0
java-defects4j-cli-31-helpformatter,full,62704,97,60,60,2,0
java-defects4j-cli-31-helpformatter,minimal,62704,98,57,60,2,0
java-defects4j-cli-31-option,full,37142,0,0,0,1,0
java-defects4j-cli-31-option,minimal,37142,0,0,0,1,0
java-defects4j-cli-31-optionbuilder,full,20237,0,0,0,1,0
java-defects4j-cli-31-optionbuilder,minimal,20237,0,0,0,1,0
java-defects4j-cli-34-option,full,37141,0,0,0,1,0
java-defects4j-cli-34-option,minimal,37141,0,0,0,1,0
java-defects4j-cli-34-optionbuilder,full,20474,0,0,0,1,0
java-defects4j-cli-34-optionbuilder,minimal,20474,0,0,0,1,0
java-defects4j-cli-35-options,full,19277,0,0,0,2,0
java-defects4j-cli-35-options,minimal,19277,0,0,0,2,0
java-defects4j-cli-40-typehandler,full,16323,24,26,26,2,0
java-defects4j-cli-40-typehandler,minimal,16323,0,2,2,2,0
java-defects4j-cli-5-util,full,4314,0,0,0,2,0
java-defects4j-cli-5-util,minimal,4314,0,0,0,2,0
java-defects4j-cli-8-helpformatter,full,58958,0,16,16,1,0
java-defects4j-cli-8-helpformatter,minimal,58958,0,16,16,1,0
java-defects4j-closure-1-removeunusedvars,full,69630,0,0,0,2,0
java-defects4j-closure-1-removeunusedvars,minimal,69630,0,0,0,2,0
java-defects4j-closure-10-nodeutil,full,190790,26,26,0,2,0
java-defects4j-closure-10-nodeutil,minimal,190790,2,2,0,2,0
java-defects4j-closure-102-normalize,full,35796,8,8,0,2,0
java-defects4j-closure-102-normalize,minimal,35796,0,0,0,2,0
java-defects4j-closure-103-controlflowanalysis,full,66141,53,0,53,2,0
java-defects4j-closure-103-controlflowanalysis,minimal,66141,40,0,40,2,0
java-defects4j-closure-104-uniontype,full,28618,1,1,0,2,0
java-defects4j-closure-104-uniontype,minimal,28618,0,0,0,2,0
java-defects4j-closure-106-jsdocinfobuilder,full,43022,0,0,0,2,0
java-defects4j-closure-106-jsdocinfobuilder,minimal,43022,0,0,0,2,0
java-defects4j-closure-107-commandlinerunner,full,74211,0,0,0,2,0
java-defects4j-closure-107-commandlinerunner,minimal,74211,0,0,0,2,0
java-defects4j-closure-11-typecheck,full,134513,0,10,10,2,0
java-defects4j-closure-11-typecheck,minimal,134513,0,10,10,2,0
java-defects4j-closure-113-processclosureprimitives,full,83632,0,0,0,1,0
java-defects4j-closure-113-processclosureprimitives,minimal,83632,0,0,0,1,0
java-defects4j-closure-114-nameanalyzer,full,124439,0,0,0,1,0
java-defects4j-closure-114-nameanalyzer,minimal,124439,0,0,0,1,0
java-defects4j-closure-119-globalnamespace,full,83202,0,0,0,2,0
java-defects4j-closure-119-globalnamespace,minimal,83202,0,0,0,2,0
java-defects4j-closure-123-codegenerator,full,79977,32,0,32,1,0
java-defects4j-closure-123-codegenerator,minimal,79977,32,0,32,1,0
java-defects4j-closure-124-exploitassigns,full,15753,0,0,0,2,0
java-defects4j-closure-124-exploitassigns,minimal,15753,0,0,0,2,0
java-defects4j-closure-125-typecheck,full,149046,0,0,0,1,0
java-defects4j-closure-125-typecheck,minimal,149046,0,0,0,1,0
java-defects4j-closure-13-peepholeoptimizationspass,full,11088,0,0,0,2,0
java-defects4j-closure-13-peepholeoptimizationspass,minimal,11088,0,0,0,2,0
java-defects4j-closure-130-collapseproperties,full,69389,0,0,0,1,0
java-defects4j-closure-130-collapseproperties,minimal,69389,0,0,0,1,0
java-defects4j-closure-133-jsdocinfoparser,full,158963,0,0,0,2,0
java-defects4j-closure-133-jsdocinfoparser,minimal,158963,0,0,0,2,0
java-defects4j-closure-135-devirtualizeprototypemethods,full,23542,0,0,0,2,0
java-defects4j-closure-135-devirtualizeprototypemethods,minimal,23542,0,0,0,2,0
java-defects4j-closure-137-normalize,full,39440,8,8,0,2,0
java-defects4j-closure-137-normalize,minimal,39440,0,0,0,2,0
java-defects4j-closure-138-closurereverseabstractinterpreter,full,16925,0,27,27,2,1
java-defects4j-closure-138-closurereverseabstractinterpreter,minimal,16925,0,2,2,2,1
java-defects4j-closure-14-controlflowanalysis,full,70037,0,0,0,1,0
java-defects4j-closure-14-controlflowanalysis,minimal,70037,0,0,0,1,0
java-defects4j-closure-144-functiontype,full,55056,10,0,10,1,0
java-defects4j-closure-144-functiontype,minimal,55056,10,0,10,1,0
java-defects4j-closure-147-checkglobalthis,full,11956,64,64,0,2,0
java-defects4j-closure-147-checkglobalthis,minimal,11956,0,0,0,2,0
java-defects4j-closure-149-commandlinerunner,full,43279,0,0,0,2,0
java-defects4j-closure-149-commandlinerunner,minimal,43279,0,0,0,2,0
java-defects4j-closure-165-recordtypebuilder,full,7059,4,4,0,2,0
java-defects4j-closure-165-recordtypebuilder,minimal,7059,0,0,0,2,0
java-defects4j-closure-168-typedscopecreator,full,152908,0,0,0,1,0
java-defects4j-closure-168-typedscopecreator,minimal,152908,0,0,0,1,0
java-defects4j-closure-18-compiler,full,150403,0,0,0,1,0
java-defects4j-closure-18-compiler,minimal,150403,0,0,0,1,0
java-defects4j-closure-19-chainablereverseabstractinterpreter,full,42662,0,0,0,2,0
java-defects4j-closure-19-chainablereverseabstractinterpreter,minimal,42662,0,0,0,2,0
java-defects4j-closure-28-inlinecostestimator,full,5431,0,0,0,2,0
java-defects4j-closure-28-inlinecostestimator,minimal,5431,0,0,0,2,0
java-defects4j-closure-30-flowsensitiveinlinevariables,full,32952,27,27,0,2,0
java-defects4j-closure-30-flowsensitiveinlinevariables,minimal,32952,5,5,0,2,0
java-defects4j-closure-31-compiler,full,147302,0,7,7,2,0
java-defects4j-closure-31-compiler,minimal,147302,0,5,5,2,0
java-defects4j-closure-34-codeprinter,full,44271,1,1,0,2,0
java-defects4j-closure-34-codeprinter,minimal,44271,0,0,0,2,0
java-defects4j-closure-37-nodetraversal,full,38472,0,0,0,1,0
java-defects4j-closure-37-nodetraversal,minimal,38472,0,0,0,1,0
java-defects4j-closure-38-codeconsumer,full,14136,10,10,0,1,0
java-defects4j-closure-38-codeconsumer,minimal,14136,0,0,0,1,0
java-defects4j-closure-77-codegenerator,full,72752,0,0,0,2,0
java-defects4j-closure-77-codegenerator,minimal,72752,0,0,0,2,0
java-defects4j-closure-79-varcheck,full,20111,0,0,0,2,0
java-defects4j-closure-79-varcheck,minimal,20111,0,0,0,2,0
java-defects4j-closure-80-nodeutil,full,175922,12,12,0,1,0
java-defects4j-closure-80-nodeutil,minimal,175922,0,0,0,1,0
java-defects4j-codec-1-soundexutils,full,8496,0,0,0,1,0
java-defects4j-codec-1-soundexutils,minimal,8496,0,0,0,1,0
java-defects4j-codec-8-base64inputstream,full,14789,0,0,0,2,0
java-defects4j-codec-8-base64inputstream,minimal,14789,0,0,0,2,0
java-defects4j-compress-1-cpioarchiveoutputstream,full,28035,0,0,0,2,0
java-defects4j-compress-1-cpioarchiveoutputstream,minimal,28035,0,0,0,2,0
java-defects4j-compress-25-ziparchiveinputstream,full,77560,0,0,0,2,0
java-defects4j-compress-25-ziparchiveinputstream,minimal,77560,0,0,0,2,0
java-defects4j-compress-26-ioutils,full,13303,0,0,0,2,0
java-defects4j-compress-26-ioutils,minimal,13303,0,0,0,2,0
java-defects4j-compress-33-deflatecompressorinputstream,full,6946,0,0,0,2,0
java-defects4j-compress-33-deflatecompressorinputstream,minimal,6946,0,0,0,2,0
java-defects4j-compress-4-changesetperformer,full,13076,0,0,0,2,0
java-defects4j-compress-4-changesetperformer,minimal,13076,0,0,0,2,0
java-defects4j-compress-4-cpioarchiveoutputstream,full,27003,0,0,0,2,0
java-defects4j-compress-4-cpioarchiveoutputstream,minimal,27003,0,0,0,2,0
java-defects4j-compress-4-tararchiveoutputstream,full,23040,0,0,0,2,0
java-defects4j-compress-4-tararchiveoutputstream,minimal,23040,0,0,0,2,0
java-defects4j-compress-4-ziparchiveoutputstream,full,57950,0,0,0,2,0
java-defects4j-compress-4-ziparchiveoutputstream,minimal,57950,0,0,0,2,0
java-defects4j-compress-42-unixstat,full,3874,0,0,0,2,0
java-defects4j-compress-42-unixstat,minimal,3874,0,0,0,2,0
java-defects4j-compress-44-checksumcalculatinginputstream,full,6102,0,0,0,2,0
java-defects4j-compress-44-checksumcalculatinginputstream,minimal,6102,0,0,0,2,0
java-defects4j-csv-1-extendedbufferedreader,full,9397,1,1,0,2,0
java-defects4j-csv-1-extendedbufferedreader,minimal,9397,1,21,20,2,0
java-defects4j-csv-2-csvrecord,full,10430,0,0,0,2,0
java-defects4j-csv-2-csvrecord,minimal,10430,0,0,0,2,0
java-defects4j-gson-11-typeadapters,full,62231,42,0,42,2,0
java-defects4j-gson-11-typeadapters,minimal,62231,30,0,30,2,0
java-defects4j-gson-5-iso8601utils,full,29052,0,0,0,2,0
java-defects4j-gson-5-iso8601utils,minimal,29052,0,0,0,2,0
java-defects4j-gson-6-jsonadapterannotationtypeadapterfactory,full,5587,0,0,0,2,0
java-defects4j-gson-6-jsonadapterannotationtypeadapterfactory,minimal,5587,4,4,0,2,0
java-defects4j-jacksoncore-11-bytequadscanonicalizer,full,88970,0,0,0,2,0
java-defects4j-jacksoncore-11-bytequadscanonicalizer,minimal,88970,0,0,0,2,0
java-defects4j-jacksoncore-13-jsongeneratorimpl,full,12050,56,56,0,1,0
java-defects4j-jacksoncore-13-jsongeneratorimpl,minimal,12050,0,0,0,1,0
java-defects4j-jacksoncore-26-nonblockingjsonparser,full,214794,0,0,0,2,0
java-defects4j-jacksoncore-26-nonblockingjsonparser,minimal,214794,0,0,0,2,0
java-defects4j-jacksondatabind-1-beanpropertywriter,full,48682,0,0,0,2,0
java-defects4j-jacksondatabind-1-beanpropertywriter,minimal,48682,0,0,0,2,0
java-defects4j-jacksondatabind-105-jdkdeserializers,full,3629,1,1,0,2,0
java-defects4j-jacksondatabind-105-jdkdeserializers,minimal,3629,0,0,0,2,0
java-defects4j-jacksondatabind-111-atomicreferencedeserializer,full,4557,0,0,0,1,0
java-defects4j-jacksondatabind-111-atomicreferencedeserializer,minimal,4557,0,0,0,1,0
java-defects4j-jacksondatabind-15-javatype,full,31227,0,0,0,2,0
java-defects4j-jacksondatabind-15-javatype,minimal,31227,0,0,0,2,0
java-defects4j-jacksondatabind-16-annotationmap,full,6933,0,0,0,1,0
java-defects4j-jacksondatabind-16-annotationmap,minimal,6933,0,0,0,1,0
java-defects4j-jacksondatabind-25-simpleabstracttyperesolver,full,7123,45,7,38,2,0
java-defects4j-jacksondatabind-25-simpleabstracttyperesolver,minimal,7123,34,4,38,2,0
java-defects4j-jacksondatabind-34-numberserializer,full,6444,0,0,0,1,0
java-defects4j-jacksondatabind-34-numberserializer,minimal,6444,0,0,0,1,0
java-defects4j-jacksondatabind-39-nullifyingdeserializer,full,3534,57,91,63,2,0
java-defects4j-jacksondatabind-39-nullifyingdeserializer,minimal,3534,51,51,17,2,0
java-defects4j-jacksondatabind-49-writableobjectid,full,4834,0,0,0,2,0
java-defects4j-jacksondatabind-49-writableobjectid,minimal,4834,0,0,0,2,0
java-defects4j-jacksondatabind-59-typefactory,full,113994,0,0,0,2,0
java-defects4j-jacksondatabind-59-typefactory,minimal,113994,0,0,0,2,0
java-defects4j-jacksondatabind-79-objectidinfo,full,6128,20,20,0,1,0
java-defects4j-jacksondatabind-79-objectidinfo,minimal,6128,0,0,0,1,0
java-defects4j-jacksondatabind-94-subtypevalidator,full,10158,801,829,827,2,1
java-defects4j-jacksondatabind-94-subtypevalidator,minimal,10158,608,608,606,2,1
java-defects4j-jacksondatabind-99-referencetype,full,17846,0,0,0,2,0
java-defects4j-jacksondatabind-99-referencetype,minimal,17846,0,0,0,2,0
java-defects4j-jsoup-16-documenttype,full,2596,107,86,21,2,0
java-defects4j-jsoup-16-documenttype,minimal,2596,25,4,21,2,0
java-defects4j-jsoup-17-treebuilderstate,full,136194,0,14,14,1,0
java-defects4j-jsoup-17-treebuilderstate,minimal,136194,0,14,14,1,0
java-defects4j-jsoup-2-parser,full,19676,0,0,0,2,0
java-defects4j-jsoup-2-parser,minimal,19676,0,0,0,2,0
java-defects4j-jsoup-24-tokeniserstate,full,122293,0,0,0,2,0
java-defects4j-jsoup-24-tokeniserstate,minimal,122293,0,0,0,2,0
java-defects4j-jsoup-26-cleaner,full,10663,0,0,0,2,0
java-defects4j-jsoup-26-cleaner,minimal,10663,0,0,0,2,0
java-defects4j-jsoup-31-token,full,13163,0,0,0,2,0
java-defects4j-jsoup-31-token,minimal,13163,0,0,0,2,0
java-defects4j-jsoup-31-tokeniserstate,full,123612,0,0,0,2,0
java-defects4j-jsoup-31-tokeniserstate,minimal,123612,0,0,0,2,0
java-defects4j-jsoup-33-htmltreebuilder,full,48956,0,0,0,2,0
java-defects4j-jsoup-33-htmltreebuilder,minimal,48956,0,0,0,2,0
java-defects4j-jsoup-35-htmltreebuilderstate,full,137046,0,0,0,2,0
java-defects4j-jsoup-35-htmltreebuilderstate,minimal,137046,0,0,0,2,0
java-defects4j-jsoup-39-datautil,full,16276,0,0,0,2,0
java-defects4j-jsoup-39-datautil,minimal,16276,0,0,0,2,0
java-defects4j-jsoup-40-documenttype,full,2799,0,0,0,2,0
java-defects4j-jsoup-40-documenttype,minimal,2799,0,0,0,2,0
java-defects4j-jsoup-52-xmldeclaration,full,3934,305,306,96,2,0
java-defects4j-jsoup-52-xmldeclaration,minimal,3934,197,198,52,2,0
java-defects4j-jsoup-54-w3cdom,full,13700,0,0,0,2,0
java-defects4j-jsoup-54-w3cdom,minimal,13700,0,0,0,2,0
java-defects4j-jsoup-55-tokeniserstate,full,118651,0,0,0,2,0
java-defects4j-jsoup-55-tokeniserstate,minimal,118651,0,0,0,2,0
java-defects4j-jsoup-56-documenttype,full,4948,83,83,0,2,0
java-defects4j-jsoup-56-documenttype,minimal,4948,1,1,0,2,0
java-defects4j-jsoup-79-leafnode,full,4481,43,18,59,2,0
java-defects4j-jsoup-79-leafnode,minimal,4481,39,4,43,2,0
java-defects4j-jsoup-86-comment,full,4694,10,10,0,2,0
java-defects4j-jsoup-86-comment,minimal,4694,0,0,0,2,0
java-defects4j-jsoup-91-uncheckedioexception,full,659,0,0,0,2,0
java-defects4j-jsoup-91-uncheckedioexception,minimal,659,0,0,0,2,0
java-defects4j-jsoup-92-parsesettings,full,3945,0,0,0,2,0
java-defects4j-jsoup-92-parsesettings,minimal,3945,0,0,0,2,0
java-defects4j-jsoup-92-xmltreebuilder,full,10569,0,0,0,2,0
java-defects4j-jsoup-92-xmltreebuilder,minimal,10569,0,0,0,2,0
java-defects4j-jsoup-93-formelement,full,8602,0,0,0,2,0
java-defects4j-jsoup-93-formelement,minimal,8602,0,0,0,2,0
java-defects4j-jxpath-15-unioncontext,full,4948,0,0,0,2,0
java-defects4j-jxpath-15-unioncontext,minimal,4948,0,0,0,2,0
java-defects4j-jxpath-18-attributecontext,full,6447,396,174,265,2,0
java-defects4j-jxpath-18-attributecontext,minimal,6447,274,112,162,2,0
java-defects4j-jxpath-7-coreoperationgreaterthan,full,2944,132,0,132,2,0
java-defects4j-jxpath-7-coreoperationgreaterthan,minimal,2944,100,0,100,2,0
java-defects4j-jxpath-7-coreoperationgreaterthanorequal,full,2994,134,0,134,2,0
java-defects4j-jxpath-7-coreoperationgreaterthanorequal,minimal,2994,102,0,102,2,0
java-defects4j-jxpath-7-coreoperationlessthan,full,2932,132,0,132,2,0
java-defects4j-jxpath-7-coreoperationlessthan,minimal,2932,100,0,100,2,0
java-defects4j-jxpath-7-coreoperationlessthanorequal,full,2982,134,0,134,2,0
java-defects4j-jxpath-7-coreoperationlessthanorequal,minimal,2982,102,0,102,2,0
java-defects4j-jxpath-7-coreoperationrelationalexpression,full,5040,0,0,0,2,0
java-defects4j-jxpath-7-coreoperationrelationalexpression,minimal,5040,0,0,0,2,0
java-defects4j-lang-14-stringutils,full,533801,0,0,0,2,0
java-defects4j-lang-14-stringutils,minimal,533801,0,0,0,2,0
java-defects4j-lang-17-charsequencetranslator,full,10076,287,287,0,2,0
java-defects4j-lang-17-charsequencetranslator,minimal,10076,12,0,12,2,0
java-defects4j-lang-19-numericentityunescaper,full,6139,180,209,140,2,0
java-defects4j-lang-19-numericentityunescaper,minimal,6139,110,123,140,2,0
java-defects4j-lang-28-numericentityunescaper,full,4800,78,78,0,2,0
java-defects4j-lang-28-numericentityunescaper,minimal,4800,46,46,0,2,0
java-defects4j-lang-38-fastdateformat,full,113921,0,0,0,2,0
java-defects4j-lang-38-fastdateformat,minimal,113921,0,0,0,2,0
java-defects4j-lang-4-lookuptranslator,full,5988,0,0,0,1,0
java-defects4j-lang-4-lookuptranslator,minimal,5988,0,0,0,1,0
java-defects4j-lang-43-extendedmessageformat,full,34121,0,0,0,2,0
java-defects4j-lang-43-extendedmessageformat,minimal,34121,0,0,0,2,0
java-defects4j-lang-51-booleanutils,full,72808,0,0,0,2,0
java-defects4j-lang-51-booleanutils,minimal,72808,0,0,0,2,0
java-defects4j-lang-6-charsequencetranslator,full,9895,0,0,0,1,0
java-defects4j-lang-6-charsequencetranslator,minimal,9895,0,0,0,1,0
java-defects4j-lang-64-valuedenum,full,15189,0,0,0,2,0
java-defects4j-lang-64-valuedenum,minimal,15189,0,0,0,2,0
java-defects4j-math-10-dscompiler,full,151387,0,0,0,2,0
java-defects4j-math-10-dscompiler,minimal,151387,0,0,0,2,0
java-defects4j-math-103-normaldistributionimpl,full,13343,246,0,246,2,0
java-defects4j-math-103-normaldistributionimpl,minimal,13343,4,0,4,2,0
java-defects4j-math-14-weight,full,4686,31,0,31,2,0
java-defects4j-math-14-weight,minimal,4686,31,0,31,2,0
java-defects4j-math-22-fdistribution,full,20197,2,2,0,1,0
java-defects4j-math-22-fdistribution,minimal,20197,2,2,0,1,0
java-defects4j-math-22-uniformrealdistribution,full,12781,2,2,0,1,0
java-defects4j-math-22-uniformrealdistribution,minimal,12781,2,2,0,1,0
java-defects4j-math-35-elitisticlistpopulation,full,8842,54,2,52,2,0
java-defects4j-math-35-elitisticlistpopulation,minimal,8842,98,46,56,2,0
java-defects4j-math-6-baseoptimizer,full,15148,0,0,0,1,0
java-defects4j-math-6-baseoptimizer,minimal,15148,0,0,0,1,0
java-defects4j-math-6-cmaesoptimizer,full,101565,0,0,0,2,0
java-defects4j-math-6-cmaesoptimizer,minimal,101565,0,0,0,2,0
java-defects4j-math-70-bisectionsolver,full,7269,0,0,0,1,0
java-defects4j-math-70-bisectionsolver,minimal,7269,0,0,0,1,0
java-defects4j-math-95-fdistributionimpl,full,13897,1,1,0,2,0
java-defects4j-math-95-fdistributionimpl,minimal,13897,0,0,0,2,0
java-defects4j-mockito-11-delegatingmethod,full,3341,74,74,0,2,0
java-defects4j-mockito-11-delegatingmethod,minimal,3341,48,48,0,2,0
java-defects4j-mockito-12-genericmaster,full,1865,0,0,0,2,0
java-defects4j-mockito-12-genericmaster,minimal,1865,0,0,0,2,0
java-defects4j-mockito-15-finalmockcandidatefilter,full,3170,168,168,0,2,0
java-defects4j-mockito-15-finalmockcandidatefilter,minimal,3170,0,0,0,2,0
