fixture,preset,side,class,verdict,kind,row,row_drift,drift_matches_neighbours,clean_in_class
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,",",1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,string_content,1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,",",1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,string_content,1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,",",1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,string_content,1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,",",1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,string_content,1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,",",1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,string_content,1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,",",1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,string_content,1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,",",1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,string_content,1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,",",1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,string_content,1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+-+edited,painted:Move,',1,0,true,18
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,),1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,",",1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,=>,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,array,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,(,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,array,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,(,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,=>,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,",",1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,=>,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,),1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,",",1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,array,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,(,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,=>,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,",",1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,=>,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,),1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,",",1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,array,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,(,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,=>,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,",",1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,=>,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,),1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,),1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,",",1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,string_content,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,=>,1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,',1,0,true,2
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,Full,after,-+col+edited,painted:Move,),1,0,true,2
python-added-if-block,Full,before,row+col+edited,painted:Move,identifier,21,1,false,0
python-added-if-block,Full,before,row+col+edited,painted:Move,(,21,1,true,0
python-added-if-block,Full,before,row+col+edited,painted:Move,string_start,21,1,true,0
python-added-if-block,Full,before,row+col+edited,painted:Move,string_content,21,1,true,0
python-added-if-block,Full,before,row+col+edited,painted:Move,{,21,1,true,0
python-added-if-block,Full,before,row+col+edited,painted:Move,identifier,21,1,true,0
python-added-if-block,Full,before,row+col+edited,painted:Move,},21,1,true,0
python-added-if-block,Full,before,row+col+edited,painted:Move,string_end,21,1,true,0
python-added-if-block,Full,before,row+col+edited,painted:Move,),21,1,true,0
python-added-if-block,Full,after,row+col+edited,painted:Move,identifier,22,1,false,0
python-added-if-block,Full,after,row+col+edited,painted:Move,(,22,1,true,0
python-added-if-block,Full,after,row+col+edited,painted:Move,string_start,22,1,true,0
python-added-if-block,Full,after,row+col+edited,painted:Move,string_content,22,1,true,0
python-added-if-block,Full,after,row+col+edited,painted:Move,{,22,1,true,0
python-added-if-block,Full,after,row+col+edited,painted:Move,identifier,22,1,true,0
python-added-if-block,Full,after,row+col+edited,painted:Move,},22,1,true,0
python-added-if-block,Full,after,row+col+edited,painted:Move,string_end,22,1,true,0
python-added-if-block,Full,after,row+col+edited,painted:Move,),22,1,true,0
python-added-if-block-small,Full,before,row+col+edited,painted:Move,identifier,3,1,false,0
python-added-if-block-small,Full,before,row+col+edited,painted:Move,(,3,1,true,0
python-added-if-block-small,Full,before,row+col+edited,painted:Move,string_start,3,1,true,0
python-added-if-block-small,Full,before,row+col+edited,painted:Move,string_content,3,1,true,0
python-added-if-block-small,Full,before,row+col+edited,painted:Move,string_end,3,1,true,0
python-added-if-block-small,Full,before,row+col+edited,painted:Move,),3,1,true,0
python-added-if-block-small,Full,after,row+col+edited,painted:Move,identifier,4,1,false,0
python-added-if-block-small,Full,after,row+col+edited,painted:Move,(,4,1,true,0
python-added-if-block-small,Full,after,row+col+edited,painted:Move,string_start,4,1,true,0
python-added-if-block-small,Full,after,row+col+edited,painted:Move,string_content,4,1,true,0
python-added-if-block-small,Full,after,row+col+edited,painted:Move,string_end,4,1,true,0
python-added-if-block-small,Full,after,row+col+edited,painted:Move,),4,1,true,0
python-api-change,Minimal,before,row+col+edited,painted:Move,identifier,6,3,false,12
python-api-change,Minimal,before,row+col+edited,painted:Move,=,6,3,true,12
python-api-change,Minimal,before,row+col+edited,painted:Move,identifier,6,3,true,12
python-api-change,Minimal,before,row+col+edited,painted:Move,.,6,3,true,12
python-api-change,Minimal,before,row+col+edited,painted:Move,identifier,6,3,true,12
python-api-change,Minimal,before,row+col+edited,painted:Move,(,6,3,true,12
python-api-change,Minimal,before,row+col+edited,painted:Move,identifier,6,3,true,12
python-api-change,Minimal,before,row+col+edited,painted:Move,),6,3,false,12
python-api-change,Minimal,after,row+col+edited,painted:Move,identifier,9,3,false,12
python-api-change,Minimal,after,row+col+edited,painted:Move,=,9,3,true,12
python-api-change,Minimal,after,row+col+edited,painted:Move,identifier,9,3,true,12
python-api-change,Minimal,after,row+col+edited,painted:Move,.,9,3,true,12
python-api-change,Minimal,after,row+col+edited,painted:Move,identifier,9,3,true,12
python-api-change,Minimal,after,row+col+edited,painted:Move,(,9,3,true,12
python-api-change,Minimal,after,row+col+edited,painted:Move,identifier,9,3,true,12
python-api-change,Minimal,after,row+col+edited,painted:Move,),9,3,false,12
python-api-change,Full,before,row+-+edited,painted:Move,(,3,1,true,16
python-api-change,Full,before,row+-+edited,painted:Move,identifier,3,1,true,16
python-api-change,Full,before,row+col+edited,painted:Move,),3,1,true,8
python-api-change,Full,before,row+-+edited,partial,string_start,5,1,true,16
python-api-change,Full,before,row+-+edited,painted:Move,{,5,1,true,16
python-api-change,Full,before,row+-+edited,painted:Move,identifier,5,1,true,16
python-api-change,Full,before,row+-+edited,painted:Move,},5,1,true,16
python-api-change,Full,before,row+-+edited,painted:Move,string_end,5,1,false,16
python-api-change,Full,before,row+col+edited,painted:Move,identifier,6,3,false,8
python-api-change,Full,before,row+col+edited,painted:Move,=,6,3,true,8
python-api-change,Full,before,row+col+edited,painted:Move,identifier,6,3,true,8
python-api-change,Full,before,row+col+edited,painted:Move,.,6,3,true,8
python-api-change,Full,before,row+col+edited,painted:Move,identifier,6,3,true,8
python-api-change,Full,before,row+col+edited,painted:Move,(,6,3,true,8
python-api-change,Full,before,row+col+edited,painted:Move,identifier,6,3,true,8
python-api-change,Full,before,row+col+edited,painted:Move,),6,3,false,8
python-api-change,Full,before,row+-+edited,painted:Move,(,13,3,true,16
python-api-change,Full,before,row+-+edited,painted:Move,identifier,13,3,true,16
python-api-change,Full,before,row+col+edited,painted:Move,),13,3,true,8
python-api-change,Full,after,row+-+edited,painted:Move,(,4,1,true,16
python-api-change,Full,after,row+-+edited,painted:Move,identifier,4,1,true,16
python-api-change,Full,after,row+col+edited,painted:Move,),4,1,true,8
python-api-change,Full,after,row+-+edited,partial,string_start,6,1,true,16
python-api-change,Full,after,row+-+edited,painted:Move,{,6,1,true,16
python-api-change,Full,after,row+-+edited,painted:Move,identifier,6,1,true,16
python-api-change,Full,after,row+-+edited,painted:Move,},6,1,true,16
python-api-change,Full,after,row+-+edited,painted:Move,string_end,6,1,false,16
python-api-change,Full,after,row+col+edited,painted:Move,identifier,9,3,false,8
python-api-change,Full,after,row+col+edited,painted:Move,=,9,3,true,8
python-api-change,Full,after,row+col+edited,painted:Move,identifier,9,3,true,8
python-api-change,Full,after,row+col+edited,painted:Move,.,9,3,true,8
python-api-change,Full,after,row+col+edited,painted:Move,identifier,9,3,true,8
python-api-change,Full,after,row+col+edited,painted:Move,(,9,3,true,8
python-api-change,Full,after,row+col+edited,painted:Move,identifier,9,3,true,8
python-api-change,Full,after,row+col+edited,painted:Move,),9,3,false,8
python-api-change,Full,after,row+-+edited,painted:Move,(,16,3,true,16
python-api-change,Full,after,row+-+edited,painted:Move,identifier,16,3,true,16
python-api-change,Full,after,row+col+edited,painted:Move,),16,3,true,8
python-bugfix-loop,Minimal,before,row+col+edited,painted:Move,identifier,5,1,true,4
python-bugfix-loop,Minimal,after,row+col+edited,painted:Move,identifier,6,1,true,4
python-bugfix-loop,Full,before,row+-+edited,painted:Move,for,5,1,false,0
python-bugfix-loop,Full,before,row+col+edited,painted:Move,in,5,1,true,2
python-bugfix-loop,Full,before,row+col+edited,painted:Move,identifier,5,1,true,2
python-bugfix-loop,Full,after,row+-+edited,painted:Move,for,6,1,false,0
python-bugfix-loop,Full,after,row+col+edited,painted:Move,in,6,1,true,2
python-bugfix-loop,Full,after,row+col+edited,painted:Move,identifier,6,1,true,2
python-refactoring,Full,before,row+col+edited,painted:Move,identifier,15,5,true,0
python-refactoring,Full,before,row+col+edited,painted:Move,identifier,16,5,false,0
python-refactoring,Full,after,row+col+edited,painted:Move,identifier,10,5,true,0
python-refactoring,Full,after,row+col+edited,painted:Move,identifier,11,5,false,0
python-refactoring,Minimal,before,row+col+edited,painted:Move,identifier,15,5,true,0
python-refactoring,Minimal,before,row+col+edited,painted:Move,identifier,16,5,false,0
python-refactoring,Minimal,after,row+col+edited,painted:Move,identifier,10,5,true,0
python-refactoring,Minimal,after,row+col+edited,painted:Move,identifier,11,5,false,0
ruby-mastodon-mastodon-move,Minimal,before,row+-+same,partial,comment,7,2,false,4
ruby-mastodon-mastodon-move,Minimal,after,row+-+same,partial,comment,9,2,false,4
ruby-mastodon-mastodon-move,Full,before,row+-+same,painted:Move,comment,7,2,false,4
ruby-mastodon-mastodon-move,Full,after,row+-+same,painted:Move,comment,9,2,false,4
ruby-mastodon-mastodon-normal-change,Full,before,-+col+edited,painted:Move,",",8,0,true,2
ruby-mastodon-mastodon-normal-change,Full,before,-+col+edited,painted:Move,hash_key_symbol,8,0,true,2
ruby-mastodon-mastodon-normal-change,Full,before,-+col+edited,painted:Move,:,8,0,true,2
ruby-mastodon-mastodon-normal-change,Full,before,-+col+edited,painted:Move,simple_symbol,8,0,true,2
ruby-mastodon-mastodon-normal-change,Full,after,-+col+edited,painted:Move,",",8,0,true,2
ruby-mastodon-mastodon-normal-change,Full,after,-+col+edited,painted:Move,hash_key_symbol,8,0,true,2
ruby-mastodon-mastodon-normal-change,Full,after,-+col+edited,painted:Move,:,8,0,true,2
ruby-mastodon-mastodon-normal-change,Full,after,-+col+edited,painted:Move,simple_symbol,8,0,true,2
ruby-mastodon-mastodon-rare-example-of-true-move,Minimal,before,row+-+same,partial,comment,11,2,false,4
ruby-mastodon-mastodon-rare-example-of-true-move,Minimal,after,row+-+same,partial,comment,9,2,false,4
ruby-mastodon-mastodon-rare-example-of-true-move,Full,before,row+-+same,painted:Move,comment,11,2,false,4
ruby-mastodon-mastodon-rare-example-of-true-move,Full,after,row+-+same,painted:Move,comment,9,2,false,4
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,identifier,154,14,false,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,.,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,field_identifier,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,(,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,integer_literal,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,),154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,.,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,field_identifier,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,(,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,"""",154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,"""",154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,),154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,.,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,field_identifier,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,(,154,14,true,2
rust-add-comments-and-real-new-logic,Minimal,before,row+col+edited,painted:Move,),154,14,false,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,identifier,168,14,false,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,.,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,field_identifier,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,(,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,integer_literal,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,),168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,.,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,field_identifier,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,(,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,"""",168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,"""",168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,),168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,.,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,field_identifier,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,(,168,14,true,2
rust-add-comments-and-real-new-logic,Minimal,after,row+col+edited,painted:Move,),168,14,false,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,identifier,154,14,false,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,.,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,field_identifier,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,(,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,integer_literal,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,),154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,.,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,field_identifier,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,(,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,"""",154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,"""",154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,),154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,.,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,field_identifier,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,(,154,14,true,2
rust-add-comments-and-real-new-logic,Full,before,row+col+edited,painted:Move,),154,14,false,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,identifier,168,14,false,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,.,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,field_identifier,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,(,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,integer_literal,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,),168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,.,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,field_identifier,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,(,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,"""",168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,"""",168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,),168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,.,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,field_identifier,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,(,168,14,true,2
rust-add-comments-and-real-new-logic,Full,after,row+col+edited,painted:Move,),168,14,false,2
rust-add-if,Full,before,row+col+edited,painted:Move,if,3,2,false,0
rust-add-if,Full,before,row+col+edited,painted:Move,identifier,3,2,true,0
rust-add-if,Full,before,row+col+edited,painted:Move,%,3,2,true,0
rust-add-if,Full,before,row+col+edited,painted:Move,integer_literal,3,2,true,0
rust-add-if,Full,before,row+col+edited,painted:Move,==,3,2,true,0
rust-add-if,Full,before,row+col+edited,painted:Move,integer_literal,3,2,true,0
rust-add-if,Full,before,row+col+edited,painted:Move,{,3,2,true,0
rust-add-if,Full,before,row+-+same,painted:Move,identifier,4,2,true,2
rust-add-if,Full,before,row+-+same,painted:Move,!,4,2,true,2
rust-add-if,Full,before,row+-+same,painted:Move,(,4,2,true,2
rust-add-if,Full,before,row+-+same,painted:Move,"""",4,2,true,2
rust-add-if,Full,before,row+-+same,painted:Move,string_content,4,2,true,2
