fixture,preset,side,class,verdict,kind,row,row_drift,drift_matches_neighbours,clean_in_class
c-freeciv-add-parameter-to-function,Full,before,row+col+edited,painted:Move,struct,24,1,false,0
c-freeciv-add-parameter-to-function,Full,before,row+col+edited,painted:Move,type_identifier,24,1,true,0
c-freeciv-add-parameter-to-function,Full,before,row+col+edited,painted:Move,*,24,1,true,0
c-freeciv-add-parameter-to-function,Full,before,row+col+edited,painted:Move,identifier,24,1,true,0
c-freeciv-add-parameter-to-function,Full,before,row+col+edited,painted:Move,",",24,1,true,0
c-freeciv-add-parameter-to-function,Full,after,row+col+edited,painted:Move,struct,25,1,false,0
c-freeciv-add-parameter-to-function,Full,after,row+col+edited,painted:Move,type_identifier,25,1,true,0
c-freeciv-add-parameter-to-function,Full,after,row+col+edited,painted:Move,*,25,1,true,0
c-freeciv-add-parameter-to-function,Full,after,row+col+edited,painted:Move,identifier,25,1,true,0
c-freeciv-add-parameter-to-function,Full,after,row+col+edited,painted:Move,",",25,1,true,0
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,Full,before,row+-+edited,painted:Move,#include,8,1,false,0
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,Full,before,row+-+edited,painted:Move,"""",8,1,true,0
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,Full,before,row+col+edited,painted:Move,"""",8,1,false,0
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,Full,after,row+-+edited,painted:Move,#include,9,1,false,0
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,Full,after,row+-+edited,painted:Move,"""",9,1,true,0
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,Full,after,row+col+edited,painted:Move,"""",9,1,false,0
c-genymobile-scrcpy-big-change,Minimal,before,row+col+edited,painted:Update,=,7,5,true,6
c-genymobile-scrcpy-big-change,Minimal,after,row+col+edited,painted:Update,=,12,5,true,6
c-genymobile-scrcpy-big-change,Full,before,row+-+edited,painted:Move,(,6,4,true,2
c-genymobile-scrcpy-big-change,Full,before,row+-+edited,painted:Move,struct,6,4,true,2
c-genymobile-scrcpy-big-change,Full,before,row+-+edited,painted:Move,type_identifier,6,4,true,2
c-genymobile-scrcpy-big-change,Full,before,row+-+edited,painted:Move,*,6,4,true,2
c-genymobile-scrcpy-big-change,Full,before,row+-+edited,painted:Move,identifier,6,4,false,2
c-genymobile-scrcpy-big-change,Full,before,row+col+edited,painted:Move,),6,5,false,2
c-genymobile-scrcpy-big-change,Full,before,row+col+edited,painted:Move,{,6,5,true,2
c-genymobile-scrcpy-big-change,Full,before,row+-+edited,painted:Move,identifier,7,5,true,2
c-genymobile-scrcpy-big-change,Full,before,row+-+edited,painted:Move,->,7,5,true,2
c-genymobile-scrcpy-big-change,Full,before,row+col+edited,painted:Update,=,7,5,true,2
c-genymobile-scrcpy-big-change,Full,before,row+-+same,painted:Move,},8,5,true,2
c-genymobile-scrcpy-big-change,Full,after,row+-+edited,painted:Move,(,10,4,true,2
c-genymobile-scrcpy-big-change,Full,after,row+-+edited,painted:Move,struct,10,4,true,2
c-genymobile-scrcpy-big-change,Full,after,row+-+edited,painted:Move,type_identifier,10,4,true,2
c-genymobile-scrcpy-big-change,Full,after,row+-+edited,painted:Move,*,10,4,true,2
c-genymobile-scrcpy-big-change,Full,after,row+-+edited,painted:Move,identifier,10,4,false,2
c-genymobile-scrcpy-big-change,Full,after,row+col+edited,painted:Move,),11,5,false,2
c-genymobile-scrcpy-big-change,Full,after,row+col+edited,painted:Move,{,11,5,true,2
c-genymobile-scrcpy-big-change,Full,after,row+-+edited,painted:Move,identifier,12,5,true,2
c-genymobile-scrcpy-big-change,Full,after,row+-+edited,painted:Move,->,12,5,true,2
c-genymobile-scrcpy-big-change,Full,after,row+col+edited,painted:Update,=,12,5,true,2
c-genymobile-scrcpy-big-change,Full,after,row+-+same,painted:Move,},13,5,true,2
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,348,14,false,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,|=,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,.,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,field_identifier,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,?,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,(,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,",",348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,),348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,:,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,(,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,",",348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,),348,14,true,8
c-linux-small-bugfix,Minimal,before,row+col+edited,painted:Move,;,348,14,false,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,362,14,false,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,|=,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,.,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,field_identifier,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,?,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,(,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,",",362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,),362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,:,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,(,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,",",362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,),362,14,true,8
c-linux-small-bugfix,Minimal,after,row+col+edited,painted:Move,;,362,14,false,8
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,348,14,false,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,|=,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,.,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,field_identifier,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,?,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,(,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,",",348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,),348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,:,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,(,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,",",348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,),348,14,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,;,348,14,false,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,351,2,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,.,351,2,true,2
c-linux-small-bugfix,Full,before,row+col+edited,painted:Move,field_identifier,351,2,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,349,2,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,.,349,2,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,field_identifier,349,2,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,362,14,false,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,|=,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,.,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,field_identifier,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,?,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,(,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,",",362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,),362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,:,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,(,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,",",362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,identifier,362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,),362,14,true,2
c-linux-small-bugfix,Full,after,row+col+edited,painted:Move,;,362,14,false,2
c-neovim-neovim-small-change,Minimal,before,row+-+same,painted:Move,#include,8,3,false,0
c-neovim-neovim-small-change,Minimal,before,row+-+same,painted:Move,"""",8,3,true,0
c-neovim-neovim-small-change,Minimal,before,row+-+same,painted:Move,string_content,8,3,true,0
c-neovim-neovim-small-change,Minimal,before,row+-+same,painted:Move,"""",8,3,true,0
c-neovim-neovim-small-change,Minimal,after,row+-+same,painted:Move,#include,5,3,false,0
c-neovim-neovim-small-change,Minimal,after,row+-+same,painted:Move,"""",5,3,true,0
c-neovim-neovim-small-change,Minimal,after,row+-+same,painted:Move,string_content,5,3,true,0
c-neovim-neovim-small-change,Minimal,after,row+-+same,painted:Move,"""",5,3,false,0
c-neovim-neovim-small-change,Full,before,row+col+edited,painted:Update,extern,5,2,false,0
c-neovim-neovim-small-change,Full,before,row+col+edited,painted:Update,*,5,2,true,0
c-neovim-neovim-small-change,Full,before,row+col+edited,painted:Update,identifier,5,2,true,0
c-neovim-neovim-small-change,Full,before,row+col+edited,painted:Update,;,5,2,true,0
c-neovim-neovim-small-change,Full,before,row+col+edited,painted:Update,extern,6,2,true,0
c-neovim-neovim-small-change,Full,before,row+col+edited,painted:Update,*,6,2,true,0
c-neovim-neovim-small-change,Full,before,row+col+edited,painted:Update,identifier,6,2,true,0
c-neovim-neovim-small-change,Full,before,row+col+edited,painted:Update,;,6,2,false,0
c-neovim-neovim-small-change,Full,before,row+-+same,painted:Move,#include,8,3,false,0
c-neovim-neovim-small-change,Full,before,row+-+same,painted:Move,"""",8,3,true,0
c-neovim-neovim-small-change,Full,before,row+-+same,painted:Move,string_content,8,3,true,0
c-neovim-neovim-small-change,Full,before,row+-+same,painted:Move,"""",8,3,true,0
c-neovim-neovim-small-change,Full,after,row+-+same,painted:Move,#include,5,3,false,0
c-neovim-neovim-small-change,Full,after,row+-+same,painted:Move,"""",5,3,true,0
c-neovim-neovim-small-change,Full,after,row+-+same,painted:Move,string_content,5,3,true,0
c-neovim-neovim-small-change,Full,after,row+-+same,painted:Move,"""",5,3,false,0
c-neovim-neovim-small-change,Full,after,row+col+edited,painted:Update,extern,7,2,false,0
c-neovim-neovim-small-change,Full,after,row+col+edited,painted:Update,*,7,2,true,0
c-neovim-neovim-small-change,Full,after,row+col+edited,painted:Update,identifier,7,2,true,0
c-neovim-neovim-small-change,Full,after,row+col+edited,painted:Update,;,7,2,true,0
c-neovim-neovim-small-change,Full,after,row+col+edited,painted:Update,extern,8,2,true,0
c-neovim-neovim-small-change,Full,after,row+col+edited,painted:Update,*,8,2,true,0
c-neovim-neovim-small-change,Full,after,row+col+edited,painted:Update,identifier,8,2,true,0
c-neovim-neovim-small-change,Full,after,row+col+edited,painted:Update,;,8,2,true,0
c-openssl-openssl-format-only-change,Full,before,-+-+edited,painted:Move,#define,27,0,true,0
c-openssl-openssl-format-only-change,Full,before,-+-+edited,painted:Move,identifier,27,0,true,0
c-openssl-openssl-format-only-change,Full,before,-+-+edited,painted:Move,(,27,0,true,0
c-openssl-openssl-format-only-change,Full,before,-+-+edited,painted:Move,identifier,27,0,true,0
c-openssl-openssl-format-only-change,Full,before,-+-+edited,painted:Move,",",27,0,true,0
c-openssl-openssl-format-only-change,Full,before,-+-+edited,painted:Move,identifier,27,0,true,0
c-openssl-openssl-format-only-change,Full,before,-+-+edited,painted:Move,),27,0,true,0
c-openssl-openssl-format-only-change,Full,before,-+col+edited,painted:Move,primitive_type,34,0,true,2
c-openssl-openssl-format-only-change,Full,before,-+col+edited,painted:Move,identifier,34,0,true,2
c-openssl-openssl-format-only-change,Full,after,-+-+edited,painted:Move,#define,27,0,true,0
c-openssl-openssl-format-only-change,Full,after,-+-+edited,painted:Move,identifier,27,0,true,0
c-openssl-openssl-format-only-change,Full,after,-+-+edited,painted:Move,(,27,0,true,0
c-openssl-openssl-format-only-change,Full,after,-+-+edited,painted:Move,identifier,27,0,true,0
c-openssl-openssl-format-only-change,Full,after,-+-+edited,painted:Move,",",27,0,true,0
c-openssl-openssl-format-only-change,Full,after,-+-+edited,painted:Move,identifier,27,0,true,0
c-openssl-openssl-format-only-change,Full,after,-+-+edited,painted:Move,),27,0,true,0
c-openssl-openssl-format-only-change,Full,after,-+col+edited,painted:Move,primitive_type,34,0,true,2
c-openssl-openssl-format-only-change,Full,after,-+col+edited,painted:Move,identifier,34,0,true,2
c-postgres-postgres-tiny-but-interesting,Full,before,-+col+edited,painted:Move,(,181,0,true,2
c-postgres-postgres-tiny-but-interesting,Full,before,-+-+edited,painted:Move,identifier,181,0,true,4
c-postgres-postgres-tiny-but-interesting,Full,before,-+col+edited,painted:Move,),181,0,true,2
c-postgres-postgres-tiny-but-interesting,Full,after,-+col+edited,painted:Move,(,181,0,true,2
c-postgres-postgres-tiny-but-interesting,Full,after,-+-+edited,painted:Move,identifier,181,0,true,4
c-postgres-postgres-tiny-but-interesting,Full,after,-+col+edited,painted:Move,),181,0,true,2
cpp-add-const-correctness,Full,before,-+col+edited,painted:Move,namespace_identifier,4,0,true,46
cpp-add-const-correctness,Full,before,-+col+edited,painted:Move,::,4,0,true,46
cpp-add-const-correctness,Full,before,-+col+edited,painted:Move,type_identifier,4,0,true,46
cpp-add-const-correctness,Full,before,-+col+edited,painted:Move,<,4,0,true,46
cpp-add-const-correctness,Full,before,-+col+edited,painted:Move,primitive_type,4,0,true,46
cpp-add-const-correctness,Full,before,-+col+edited,painted:Move,>,4,0,true,46
cpp-add-const-correctness,Full,after,-+col+edited,painted:Move,namespace_identifier,4,0,true,46
cpp-add-const-correctness,Full,after,-+col+edited,painted:Move,::,4,0,true,46
cpp-add-const-correctness,Full,after,-+col+edited,painted:Move,type_identifier,4,0,true,46
cpp-add-const-correctness,Full,after,-+col+edited,painted:Move,<,4,0,true,46
cpp-add-const-correctness,Full,after,-+col+edited,painted:Move,primitive_type,4,0,true,46
cpp-add-const-correctness,Full,after,-+col+edited,painted:Move,>,4,0,true,46
cpp-add-memory-management,Full,before,row+col+edited,painted:Move,type_identifier,10,1,true,6
cpp-add-memory-management,Full,before,row+col+edited,painted:Move,identifier,10,1,true,6
cpp-add-memory-management,Full,before,row+col+edited,painted:Move,=,10,1,true,6
cpp-add-memory-management,Full,before,row+col+edited,painted:Move,type_identifier,10,1,true,6
cpp-add-memory-management,Full,after,row+col+edited,painted:Move,type_identifier,11,1,true,6
cpp-add-memory-management,Full,after,row+col+edited,painted:Move,identifier,11,1,true,6
cpp-add-memory-management,Full,after,row+col+edited,painted:Move,=,11,1,true,6
cpp-add-memory-management,Full,after,row+col+edited,painted:Move,type_identifier,11,1,true,6
cpp-add-templates,Full,before,row+col+edited,painted:Move,field_identifier,4,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,;,4,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,(,6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,identifier,6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,),6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,:,6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,field_identifier,6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,(,6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,identifier,6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,),6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,{,6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,},6,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,field_identifier,7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,(,7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,),7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,const,7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,{,7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,return,7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,identifier,7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,;,7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,},7,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,identifier,11,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,(,11,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,number_literal,11,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,),11,1,true,2
cpp-add-templates,Full,before,row+col+edited,painted:Move,;,11,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,field_identifier,5,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,;,5,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,(,7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,identifier,7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,),7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,:,7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,field_identifier,7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,(,7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,identifier,7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,),7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,{,7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,},7,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,field_identifier,8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,(,8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,),8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,const,8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,{,8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,return,8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,identifier,8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,;,8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,},8,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,identifier,12,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,(,12,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,number_literal,12,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,),12,1,true,2
cpp-add-templates,Full,after,row+col+edited,painted:Move,;,12,1,true,2
cpp-godot-small-bugfix,Minimal,before,-+-+edited,painted:Move,(,120,0,true,2
cpp-godot-small-bugfix,Minimal,before,-+-+edited,painted:Move,identifier,120,0,true,2
cpp-godot-small-bugfix,Minimal,before,-+-+edited,painted:Move,.,120,0,true,2
cpp-godot-small-bugfix,Minimal,before,-+-+edited,painted:Move,field_identifier,120,0,true,2
cpp-godot-small-bugfix,Minimal,before,-+-+edited,painted:Move,==,120,0,true,2
cpp-godot-small-bugfix,Minimal,before,-+-+edited,painted:Move,"""",120,0,true,2
cpp-godot-small-bugfix,Minimal,before,-+-+edited,painted:Move,string_content,120,0,true,2
cpp-godot-small-bugfix,Minimal,before,-+-+edited,painted:Move,"""",120,0,false,2
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,120,1,false,0
cpp-godot-small-bugfix,Minimal,before,-+col+edited,painted:Move,),120,0,false,0
cpp-godot-small-bugfix,Minimal,before,-+col+edited,painted:Move,{,120,0,false,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,121,1,false,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,.,121,1,true,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,field_identifier,121,1,true,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,=,121,1,true,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,121,1,true,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,|,121,1,true,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,identifier,121,1,true,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,;,121,1,false,0
cpp-godot-small-bugfix,Minimal,before,row+-+same,painted:Move,},122,3,false,6636
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,return,123,1,false,0
cpp-godot-small-bugfix,Minimal,before,row+col+edited,painted:Move,;,123,1,false,0
cpp-godot-small-bugfix,Minimal,after,-+-+edited,painted:Move,(,120,0,true,2
cpp-godot-small-bugfix,Minimal,after,-+-+edited,painted:Move,identifier,120,0,true,2
cpp-godot-small-bugfix,Minimal,after,-+-+edited,painted:Move,.,120,0,true,2
cpp-godot-small-bugfix,Minimal,after,-+-+edited,painted:Move,field_identifier,120,0,true,2
cpp-godot-small-bugfix,Minimal,after,-+-+edited,painted:Move,==,120,0,true,2
cpp-godot-small-bugfix,Minimal,after,-+-+edited,painted:Move,"""",120,0,true,2
cpp-godot-small-bugfix,Minimal,after,-+-+edited,painted:Move,string_content,120,0,true,2
cpp-godot-small-bugfix,Minimal,after,-+-+edited,painted:Move,"""",120,0,true,2
cpp-godot-small-bugfix,Minimal,after,-+col+edited,painted:Move,),120,0,true,0
cpp-godot-small-bugfix,Minimal,after,-+col+edited,painted:Move,{,120,0,false,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,121,1,false,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,122,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,.,122,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,field_identifier,122,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,=,122,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,122,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,|,122,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,identifier,122,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,;,122,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,return,124,1,true,0
cpp-godot-small-bugfix,Minimal,after,row+col+edited,painted:Move,;,124,1,false,0
cpp-godot-small-bugfix,Minimal,after,row+-+same,painted:Move,},125,3,false,6636
cpp-godot-small-bugfix,Full,before,-+-+edited,painted:Move,(,120,0,true,2
cpp-godot-small-bugfix,Full,before,-+-+edited,painted:Move,identifier,120,0,true,2
cpp-godot-small-bugfix,Full,before,-+-+edited,painted:Move,.,120,0,true,2
cpp-godot-small-bugfix,Full,before,-+-+edited,painted:Move,field_identifier,120,0,true,2
cpp-godot-small-bugfix,Full,before,-+-+edited,painted:Move,==,120,0,true,2
cpp-godot-small-bugfix,Full,before,-+-+edited,painted:Move,"""",120,0,true,2
cpp-godot-small-bugfix,Full,before,-+-+edited,painted:Move,string_content,120,0,true,2
cpp-godot-small-bugfix,Full,before,-+-+edited,painted:Move,"""",120,0,false,2
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,120,1,false,0
cpp-godot-small-bugfix,Full,before,-+col+edited,painted:Move,),120,0,false,0
cpp-godot-small-bugfix,Full,before,-+col+edited,painted:Move,{,120,0,false,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,121,1,false,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,.,121,1,true,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,field_identifier,121,1,true,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,=,121,1,true,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,121,1,true,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,|,121,1,true,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,identifier,121,1,true,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,;,121,1,false,0
cpp-godot-small-bugfix,Full,before,row+-+same,painted:Move,},122,3,false,6636
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,return,123,1,false,0
cpp-godot-small-bugfix,Full,before,row+col+edited,painted:Move,;,123,1,false,0
cpp-godot-small-bugfix,Full,after,-+-+edited,painted:Move,(,120,0,true,2
cpp-godot-small-bugfix,Full,after,-+-+edited,painted:Move,identifier,120,0,true,2
cpp-godot-small-bugfix,Full,after,-+-+edited,painted:Move,.,120,0,true,2
cpp-godot-small-bugfix,Full,after,-+-+edited,painted:Move,field_identifier,120,0,true,2
cpp-godot-small-bugfix,Full,after,-+-+edited,painted:Move,==,120,0,true,2
