fixture,side,visible,expected_op,actual_op,reason,reason_argument,kind,parent_kind,named_leaf
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,{,compound_statement,false
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,type_identifier,declaration,true
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,=,init_declarator,false
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,;,declaration,false
c-cpython-autogenerated-code,after,true,InsertWithChildren,Identical,IdenticalHashOfAncestor,,),argument_list,false
c-cpython-autogenerated-code,after,true,InsertWithChildren,Identical,IdenticalHashOfAncestor,,identifier,argument_list,true
c-cpython-autogenerated-code,after,true,InsertWithChildren,Identical,IdenticalHashOfAncestor,,",",argument_list,false
c-cpython-autogenerated-code,after,true,InsertWithChildren,Identical,IdenticalHashOfAncestor,,identifier,argument_list,true
c-cpython-autogenerated-code,after,true,InsertWithChildren,Identical,IdenticalHashOfAncestor,,(,argument_list,false
c-cpython-autogenerated-code,after,true,InsertWithChildren,Identical,IdenticalHashOfAncestor,,identifier,call_expression,true
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,if,if_statement,false
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,(,parenthesized_expression,false
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,>=,binary_expression,false
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,number_literal,binary_expression,true
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,),parenthesized_expression,false
c-cpython-autogenerated-code,before,true,Identical,Delete,APTED,greedy_anchor_block,},compound_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Delete,APTED,greedy_anchor_block,compound_statement,case_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Delete,APTED,greedy_anchor_block,declaration,compound_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Delete,APTED,greedy_anchor_block,init_declarator,declaration,false
c-cpython-autogenerated-code,after,false,InsertWithChildren,Identical,IdenticalHash,,call_expression,expression_statement,false
c-cpython-autogenerated-code,after,false,InsertWithChildren,Identical,IdenticalHashOfAncestor,,argument_list,call_expression,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Delete,APTED,greedy_anchor_block,if_statement,compound_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Delete,APTED,greedy_anchor_block,parenthesized_expression,if_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Delete,APTED,greedy_anchor_block,binary_expression,parenthesized_expression,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Identical,GreedyAnchorBlock,,if_statement,compound_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Identical,APTED,greedy_anchor_block,compound_statement,if_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Identical,APTED,greedy_anchor_block,expression_statement,compound_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Identical,APTED,greedy_anchor_block,call_expression,expression_statement,false
c-cpython-autogenerated-code,before,false,MatchButNotIdentical,Identical,APTED,greedy_anchor_block,argument_list,call_expression,false
c-ffmpeg-added-typedef-to-enum,before,true,MatchButNotIdentical,Delete,APTED,large_flat_subtree,unsigned,sized_type_specifier,false
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,before,true,Identical,Identical,StructurallyIdenticalAncestor,,#include,preproc_include,false
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,before,true,Identical,Identical,StructurallyIdenticalAncestor,,"""",string_literal,false
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,before,true,Update,Update,StructurallyIdenticalAncestor,,string_content,string_literal,true
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,before,true,Identical,Identical,StructurallyIdenticalAncestor,,"""",string_literal,false
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,before,false,MatchButNotIdentical,MatchButNotIdentical,StructurallyIdenticalAncestor,,preproc_include,preproc_ifdef,false
c-genymobile-scrcpy-add-to-import-path-and-move-imports-around,before,false,MatchButNotIdentical,MatchButNotIdentical,StructurallyIdenticalAncestor,,string_literal,preproc_include,false
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,primitive_type,function_definition,true
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,identifier,function_declarator,true
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,(,parameter_list,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Update,StructurallyIdenticalAncestor,,type_identifier,struct_specifier,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,StructurallyIdenticalAncestor,,struct,struct_specifier,false
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,),parameter_list,false
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,{,compound_statement,false
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,identifier,field_expression,true
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,->,field_expression,false
c-genymobile-scrcpy-big-change,before,true,Update,Delete,APTED,qualified_name,field_identifier,field_expression,true
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,=,assignment_expression,false
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,;,expression_statement,false
c-genymobile-scrcpy-big-change,before,true,Identical,Delete,APTED,qualified_name,},compound_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,",",parameter_list,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,identifier,pointer_declarator,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,*,pointer_declarator,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,IdenticalHashOfAncestor,,type_identifier,struct_specifier,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,IdenticalHashOfAncestor,,struct,struct_specifier,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,(,parameter_list,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Update,APTED,fast_fallback,identifier,function_declarator,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,primitive_type,function_definition,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,},compound_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,},compound_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,},compound_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,;,return_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,{,compound_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,),parenthesized_expression,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Update,APTED,fast_fallback,field_identifier,field_expression,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,->,field_expression,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,identifier,field_expression,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,(,parenthesized_expression,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,if,if_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,{,compound_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Update,APTED,fast_fallback,identifier,field_expression,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,<,binary_expression,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Update,APTED,fast_fallback,identifier,binary_expression,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,{,compound_statement,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,),parameter_list,false
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,identifier,parameter_declaration,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,primitive_type,parameter_declaration,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Update,StructurallyIdenticalAncestor,,type_identifier,struct_specifier,true
c-genymobile-scrcpy-big-change,before,true,DeleteWithChildren,Identical,StructurallyIdenticalAncestor,,struct,struct_specifier,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,},compound_statement,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,},compound_statement,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,},compound_statement,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,;,expression_statement,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,{,compound_statement,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,),parenthesized_expression,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Update,APTED,fast_fallback,field_identifier,field_expression,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,->,field_expression,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,identifier,field_expression,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,(,parenthesized_expression,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,if,if_statement,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,{,compound_statement,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Update,APTED,fast_fallback,identifier,binary_expression,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,==,binary_expression,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Update,APTED,fast_fallback,identifier,binary_expression,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,{,compound_statement,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,),parameter_list,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,identifier,parameter_declaration,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,primitive_type,parameter_declaration,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,",",parameter_list,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,identifier,pointer_declarator,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,*,pointer_declarator,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,IdenticalHashOfAncestor,,type_identifier,struct_specifier,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,IdenticalHashOfAncestor,,struct,struct_specifier,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,(,parameter_list,false
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Update,APTED,fast_fallback,identifier,function_declarator,true
c-genymobile-scrcpy-big-change,after,true,InsertWithChildren,Identical,APTED,fast_fallback,primitive_type,function_definition,true
c-genymobile-scrcpy-big-change,before,false,MatchButNotIdentical,Delete,APTED,qualified_name,function_definition,translation_unit,false
c-genymobile-scrcpy-big-change,before,false,MatchButNotIdentical,Delete,APTED,qualified_name,function_declarator,function_definition,false
c-genymobile-scrcpy-big-change,before,false,MatchButNotIdentical,Delete,APTED,qualified_name,parameter_list,function_declarator,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,StructurallyIdenticalSubtrees,,struct_specifier,parameter_declaration,false
c-genymobile-scrcpy-big-change,before,false,MatchButNotIdentical,Delete,APTED,qualified_name,compound_statement,function_definition,false
c-genymobile-scrcpy-big-change,before,false,MatchButNotIdentical,Delete,APTED,qualified_name,expression_statement,compound_statement,false
c-genymobile-scrcpy-big-change,before,false,MatchButNotIdentical,Delete,APTED,qualified_name,assignment_expression,expression_statement,false
c-genymobile-scrcpy-big-change,before,false,MatchButNotIdentical,Delete,APTED,qualified_name,field_expression,assignment_expression,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,BottomUpPropagation,,function_declarator,function_definition,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,Identical,BottomUpPropagation,,parameter_declaration,parameter_list,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,Identical,APTED,fast_fallback,pointer_declarator,parameter_declaration,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,Identical,IdenticalHash,,struct_specifier,parameter_declaration,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,compound_statement,function_definition,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,compound_statement,for_statement,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,if_statement,compound_statement,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,compound_statement,if_statement,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,parenthesized_expression,if_statement,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,field_expression,subscript_expression,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,binary_expression,for_statement,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,Identical,APTED,fast_fallback,parameter_declaration,parameter_list,false
c-genymobile-scrcpy-big-change,before,false,DeleteWithChildren,MatchButNotIdentical,StructurallyIdenticalSubtrees,,struct_specifier,parameter_declaration,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,compound_statement,function_definition,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,compound_statement,if_statement,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,if_statement,compound_statement,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,compound_statement,if_statement,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,parenthesized_expression,if_statement,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,field_expression,parenthesized_expression,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,binary_expression,parenthesized_expression,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,MatchButNotIdentical,BottomUpPropagation,,function_declarator,function_definition,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,Identical,APTED,fast_fallback,parameter_declaration,parameter_list,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,Identical,BottomUpPropagation,,parameter_declaration,parameter_list,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,Identical,APTED,fast_fallback,pointer_declarator,parameter_declaration,false
c-genymobile-scrcpy-big-change,after,false,InsertWithChildren,Identical,IdenticalHash,,struct_specifier,parameter_declaration,false
c-ladybirdbrowser-ladybird-small-parse-errors,before,false,MatchButNotIdentical,Delete,APTED,qualified_name,ERROR,compound_statement,false
c-linux-small-change-struct-to-char,before,true,Identical,Identical,APTED,qualified_name,->,field_expression,false
c-linux-small-change-struct-to-char,after,true,Insert,Identical,APTED,qualified_name,->,field_expression,false
c-nginx-add-typedef,before,true,MatchButNotIdentical,Delete,APTED,qualified_name,NULL,null,false
c-nginx-add-typedef,before,true,Delete,Identical,MovedSubtree,,type_identifier,declaration,true
c-nginx-add-typedef,before,true,Delete,Identical,MovedSubtree,,*,pointer_declarator,false
c-nginx-add-typedef,before,true,Delete,Identical,MovedSubtree,,identifier,pointer_declarator,true
c-nginx-add-typedef,before,true,Delete,Identical,MovedSubtree,,;,declaration,false
c-nginx-add-typedef,before,true,Identical,Update,APTED,qualified_name,identifier,assignment_expression,true
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,=,assignment_expression,false
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,identifier,field_expression,true
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,->,field_expression,false
c-nginx-add-typedef,before,true,Identical,Update,APTED,qualified_name,field_identifier,field_expression,true
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,;,expression_statement,false
c-nginx-add-typedef,after,true,Insert,Update,APTED,qualified_name,identifier,field_expression,true
c-nginx-add-typedef,before,true,MatchButNotIdentical,Update,APTED,qualified_name,identifier,assignment_expression,true
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,=,assignment_expression,false
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,identifier,field_expression,true
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,->,field_expression,false
c-nginx-add-typedef,before,true,Identical,Update,APTED,qualified_name,field_identifier,field_expression,true
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,;,expression_statement,false
c-nginx-add-typedef,after,true,Insert,Update,APTED,qualified_name,identifier,field_expression,true
c-nginx-add-typedef,before,true,MatchButNotIdentical,Update,APTED,qualified_name,identifier,update_expression,true
c-nginx-add-typedef,after,true,InsertWithChildren,Update,APTED,qualified_name,type_identifier,declaration,true
c-nginx-add-typedef,after,true,InsertWithChildren,Identical,APTED,qualified_name,identifier,init_declarator,true
c-nginx-add-typedef,after,true,InsertWithChildren,Identical,APTED,qualified_name,=,init_declarator,false
c-nginx-add-typedef,after,true,InsertWithChildren,Update,APTED,qualified_name,identifier,pointer_declarator,true
c-nginx-add-typedef,after,true,InsertWithChildren,Identical,APTED,qualified_name,*,pointer_declarator,false
c-nginx-add-typedef,after,true,Insert,Identical,APTED,qualified_name,;,declaration,false
c-nginx-add-typedef,before,true,Identical,Update,APTED,qualified_name,type_identifier,declaration,true
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,*,pointer_declarator,false
c-nginx-add-typedef,before,true,Identical,Update,APTED,qualified_name,identifier,pointer_declarator,true
c-nginx-add-typedef,before,true,Delete,Identical,APTED,qualified_name,=,init_declarator,false
c-nginx-add-typedef,before,true,Delete,Identical,APTED,qualified_name,identifier,init_declarator,true
c-nginx-add-typedef,before,true,Identical,Identical,APTED,qualified_name,;,declaration,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,Identical,APTED,qualified_name,declaration,compound_statement,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,Identical,APTED,qualified_name,declaration,compound_statement,false
c-nginx-add-typedef,before,false,Delete,Identical,MovedSubtree,,declaration,compound_statement,false
c-nginx-add-typedef,before,false,Delete,Identical,MovedSubtree,,pointer_declarator,declaration,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,Identical,APTED,qualified_name,declaration,compound_statement,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,Identical,APTED,qualified_name,declaration,compound_statement,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,MatchButNotIdentical,APTED,qualified_name,expression_statement,compound_statement,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,MatchButNotIdentical,APTED,qualified_name,assignment_expression,expression_statement,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,MatchButNotIdentical,APTED,qualified_name,field_expression,assignment_expression,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,MatchButNotIdentical,APTED,qualified_name,expression_statement,compound_statement,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,MatchButNotIdentical,APTED,qualified_name,assignment_expression,expression_statement,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,MatchButNotIdentical,APTED,qualified_name,field_expression,assignment_expression,false
c-nginx-add-typedef,after,false,Insert,MatchButNotIdentical,APTED,qualified_name,declaration,compound_statement,false
c-nginx-add-typedef,after,false,InsertWithChildren,MatchButNotIdentical,APTED,qualified_name,init_declarator,declaration,false
c-nginx-add-typedef,after,false,InsertWithChildren,MatchButNotIdentical,APTED,qualified_name,pointer_declarator,init_declarator,false
c-nginx-add-typedef,before,false,MatchButNotIdentical,MatchButNotIdentical,APTED,qualified_name,declaration,compound_statement,false
c-nginx-add-typedef,before,false,Identical,MatchButNotIdentical,APTED,qualified_name,pointer_declarator,init_declarator,false
c-nginx-add-typedef,before,false,Delete,MatchButNotIdentical,APTED,qualified_name,init_declarator,declaration,false
c-ollama-ollama-change-imports,after,true,InsertWithChildren,Identical,APTED,fast_fallback,#include,preproc_include,false
c-ollama-ollama-change-imports,after,true,InsertWithChildren,Identical,APTED,fast_fallback,#include,preproc_include,false
c-ollama-ollama-change-imports,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,#include,preproc_include,false
c-ollama-ollama-change-imports,before,true,DeleteWithChildren,Identical,APTED,fast_fallback,#include,preproc_include,false
c-ollama-ollama-change-imports,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,preproc_include,translation_unit,false
c-ollama-ollama-change-imports,after,false,InsertWithChildren,MatchButNotIdentical,APTED,fast_fallback,preproc_include,translation_unit,false
c-ollama-ollama-change-imports,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,preproc_include,translation_unit,false
c-ollama-ollama-change-imports,before,false,DeleteWithChildren,MatchButNotIdentical,APTED,fast_fallback,preproc_include,translation_unit,false
c-openssl-openssl-identifier-to-literal-zero,before,true,MatchButNotIdentical,Delete,APTED,qualified_name,identifier,argument_list,true
c-pixaranimationstudios-opensubdiv-change-license-comment,before,true,Update,Delete,APTED,fast_fallback,comment,translation_unit,true
c-pixaranimationstudios-opensubdiv-change-license-comment,before,true,Update,Delete,APTED,fast_fallback,comment,translation_unit,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,primitive_type,function_definition,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,identifier,function_declarator,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,(,parameter_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,",",parameter_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,),parameter_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,if,if_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,{,compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,comment,compound_statement,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,comment,compound_statement,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,},compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,if,if_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,{,compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,comment,compound_statement,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,if,if_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,else,else_clause,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,{,compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,comment,compound_statement,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,},compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,{,compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,identifier,call_expression,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,(,argument_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,",",argument_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,identifier,argument_list,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,),argument_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,;,expression_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,comment,compound_statement,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,if,if_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,{,compound_statement,false
c-postgres-real-logic-change,before,true,DeleteWithChildren,Identical,MovedSubtree,,;,return_statement,false
c-postgres-real-logic-change,before,true,DeleteWithChildren,Identical,MovedSubtree,,false,return_statement,false
c-postgres-real-logic-change,before,true,DeleteWithChildren,Identical,MovedSubtree,,return,return_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,},compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,},compound_statement,false
c-postgres-real-logic-change,before,true,DeleteWithChildren,Identical,APTED,qualified_name,;,expression_statement,false
c-postgres-real-logic-change,before,true,DeleteWithChildren,Identical,APTED,qualified_name,identifier,assignment_expression,true
c-postgres-real-logic-change,before,true,DeleteWithChildren,Identical,APTED,qualified_name,=,assignment_expression,false
c-postgres-real-logic-change,before,true,DeleteWithChildren,Identical,APTED,qualified_name,identifier,assignment_expression,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,},compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,primitive_type,function_definition,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,(,cast_expression,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,),cast_expression,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,identifier,call_expression,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,(,argument_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,identifier,argument_list,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,",",argument_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,identifier,argument_list,true
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,),argument_list,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,;,expression_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,if,if_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,(,parenthesized_expression,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,),parenthesized_expression,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,{,compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,},compound_statement,false
c-postgres-real-logic-change,before,true,Identical,Delete,APTED,qualified_name,primitive_type,function_definition,true
