name,category,language,before_loc,after_loc,before_bytes,after_bytes,before_nodes,after_nodes,has_mapping,op_identical,op_update,op_match_but_not_identical,op_delete,op_delete_with_children,op_insert,op_insert_with_children,node_op_identical,node_op_update,node_op_match_but_not_identical,node_op_delete,node_op_delete_with_children,node_op_insert,node_op_insert_with_children,implicit_identical_nodes,paired_entries,depth_delta_0,depth_delta_1,depth_delta_2,depth_delta_3plus,reorder_signals,group_count,group_with_children,group_all_to_all,current_mismatches
java-defects4j-closure-125-typecheck,defects4j,Java,2119,2119,74509,74537,14149,14158,true,14139,0,10,0,0,9,0,28278,0,20,0,0,9,0,0,14149,14146,3,0,0,0,0,0,0,0
java-defects4j-closure-126-minimizeexitpoints,defects4j,Java,312,308,10265,10114,1659,1618,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-127-unreachablecodeelimination,defects4j,Java,250,259,9282,9609,1473,1578,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-128-codegenerator,defects4j,Java,1287,1290,39311,39358,9360,9376,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-129-prepareast,defects4j,Java,217,220,6509,6587,1168,1195,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-13-peepholeoptimizationspass,defects4j,Java,211,211,5544,5544,1065,1065,true,1056,0,9,0,0,0,0,2112,0,18,0,0,0,0,0,1065,1065,0,0,0,0,0,0,0,0
java-defects4j-closure-130-collapseproperties,defects4j,Java,969,969,34685,34704,5786,5794,true,5775,0,9,0,0,7,0,11555,0,18,0,0,7,0,5,5784,5777,7,0,0,0,1,0,0,2
java-defects4j-closure-131-tokenstream,defects4j,Java,207,208,8606,8711,2420,2454,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-132-peepholesubstitutealternatesyntax,defects4j,Java,1725,1727,56078,56199,10925,10965,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-133-jsdocinfoparser,defects4j,Java,2452,2453,79464,79499,14996,15002,true,14991,0,5,0,0,0,1,29982,0,10,0,0,0,6,0,14996,14996,0,0,0,0,0,0,0,0
java-defects4j-closure-134-ambiguateproperties,defects4j,Java,630,629,20782,20854,4520,4527,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-134-typedscopecreator,defects4j,Java,1323,1331,50588,50866,9271,9325,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-135-devirtualizeprototypemethods,defects4j,Java,368,369,11748,11794,1915,1931,true,1906,0,9,0,0,0,1,3812,0,18,0,0,0,16,0,1915,1915,0,0,0,0,0,0,0,0
java-defects4j-closure-135-functiontype,defects4j,Java,848,855,27784,27988,4804,4865,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-136-methodcompilerpass,defects4j,Java,275,255,9274,8598,1777,1588,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-136-renamevars,defects4j,Java,482,490,15143,15386,2641,2695,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-137-makedeclarednamesunique,defects4j,Java,499,524,15117,15715,2939,3180,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-137-nodeutil,defects4j,Java,1978,1981,57580,57696,11463,11513,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-137-normalize,defects4j,Java,564,564,19720,19720,3369,3369,true,3364,0,5,0,0,0,0,6728,0,10,0,0,0,0,0,3369,3369,0,0,0,0,0,0,0,0
java-defects4j-closure-138-closurereverseabstractinterpreter,defects4j,Java,252,250,8486,8439,1890,1878,true,1869,0,9,12,0,0,0,3738,0,18,12,0,0,0,0,1878,1745,0,133,0,0,0,0,0,3
java-defects4j-closure-138-typeinference,defects4j,Java,1218,1226,42924,43234,8646,8706,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-139-normalize,defects4j,Java,602,633,20641,21919,3393,3802,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-14-controlflowanalysis,defects4j,Java,1058,1058,35019,35018,6957,6957,true,6936,1,20,0,0,0,0,13872,2,40,0,0,0,0,0,6957,6957,0,0,0,0,0,0,0,0
java-defects4j-closure-140-compiler,defects4j,Java,1695,1698,48926,49030,9991,10044,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-141-nodeutil,defects4j,Java,1986,1989,57892,58008,11532,11561,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-141-purefunctionidentifier,defects4j,Java,694,713,21480,22192,3838,4019,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-142-coalescevariablenames,defects4j,Java,454,457,15779,15906,3192,3237,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-142-jsdocinfoparser,defects4j,Java,2031,2034,63566,63684,11890,11919,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-143-abstractcommandlinerunner,defects4j,Java,1256,1257,39106,39215,7244,7282,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-143-removeconstantexpressions,defects4j,Java,135,136,3952,4036,633,663,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-144-functionbuilder,defects4j,Java,152,157,4957,5131,630,670,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-144-functiontype,defects4j,Java,867,867,27527,27529,5238,5238,true,5229,0,9,0,0,0,0,10458,0,18,0,0,0,0,0,5238,5238,0,0,0,0,0,0,0,1
java-defects4j-closure-144-functiontypebuilder,defects4j,Java,587,618,20764,21945,3576,3899,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-144-typedscopecreator,defects4j,Java,1429,1432,53659,53823,9966,9998,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-145-codegenerator,defects4j,Java,1049,1062,32505,32916,7608,7721,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-146-jstype,defects4j,Java,940,941,29036,29101,3381,3396,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-147-checkglobalthis,defects4j,Java,190,191,5958,5998,923,932,true,908,0,11,0,0,8,0,1825,0,22,0,0,8,0,9,919,889,30,0,0,0,1,0,0,0
java-defects4j-closure-147-runtimetypecheck,defects4j,Java,398,403,12957,13143,2571,2622,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-148-peepholefoldconstants,defects4j,Java,1189,1192,34195,34271,7982,8002,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-148-sourcemap,defects4j,Java,549,619,16712,18837,2418,3038,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-149-abstractcommandlinerunner,defects4j,Java,1456,1462,45339,45554,8361,8422,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-149-commandlinerunner,defects4j,Java,593,592,21657,21622,4045,4037,true,4032,0,5,0,1,0,0,8064,0,10,0,8,0,0,0,4037,4037,0,0,0,0,0,0,0,0
java-defects4j-closure-149-compiler,defects4j,Java,1839,1840,53335,53399,10835,10853,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-149-compileroptions,defects4j,Java,1014,1017,30267,30354,3480,3501,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-15-flowsensitiveinlinevariables,defects4j,Java,498,501,16668,16730,2889,2908,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-150-typedscopecreator,defects4j,Java,1514,1500,55091,54737,10574,10478,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-151-commandlinerunner,defects4j,Java,596,609,21675,22257,4052,4189,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-152-functiontype,defects4j,Java,934,937,30171,30274,5500,5519,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-154-typecheck,defects4j,Java,1810,1792,62087,61220,11780,11634,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-154-typevalidator,defects4j,Java,770,795,27921,29014,4747,4964,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-155-inlinevariables,defects4j,Java,693,722,24649,25815,4356,4663,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-155-referencecollectingcallback,defects4j,Java,613,618,17981,18106,3249,3300,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-155-scope,defects4j,Java,501,533,13038,13910,2212,2414,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-156-collapseproperties,defects4j,Java,900,912,32762,33138,5351,5409,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-157-codegenerator,defects4j,Java,1165,1196,36518,37334,8572,8834,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-157-irfactory,defects4j,Java,1343,1360,50383,50986,13541,13700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-157-renameprototypes,defects4j,Java,451,451,14562,14590,2652,2654,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-158-abstractcommandlinerunner,defects4j,Java,1633,1636,51428,51357,9466,9440,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-158-commandlinerunner,defects4j,Java,709,754,25559,27478,4895,5309,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-158-diagnosticgroups,defects4j,Java,194,191,7270,7179,1060,1034,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-159-inlinefunctions,defects4j,Java,1101,1100,34823,34774,6756,6736,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-16-scopedaliases,defects4j,Java,478,484,16033,16361,3312,3378,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-160-compiler,defects4j,Java,2009,2009,59341,59372,12137,12135,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-161-peepholefoldconstants,defects4j,Java,1386,1389,40331,40386,9535,9553,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-164-arrowtype,defects4j,Java,274,291,8871,9473,1363,1502,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-165-jstyperegistry,defects4j,Java,1686,1690,60971,61155,9242,9279,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-165-objecttype,defects4j,Java,671,675,19571,19753,2312,2350,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-165-recordtype,defects4j,Java,289,304,10084,10525,1534,1650,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-165-recordtypebuilder,defects4j,Java,112,116,3465,3594,357,388,true,349,0,8,0,0,2,2,698,0,16,0,0,2,29,0,357,357,0,0,0,0,0,0,0,0
java-defects4j-closure-166-prototypeobjecttype,defects4j,Java,590,596,17837,18062,3350,3418,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-167-jstype,defects4j,Java,1245,1248,38597,38737,4783,4818,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-167-semanticreverseabstractinterpreter,defects4j,Java,604,602,19537,19542,4012,4011,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-168-typedscopecreator,defects4j,Java,2050,2050,76454,76454,13831,13831,true,13820,1,10,0,0,0,0,27640,2,20,0,0,0,0,0,13831,13831,0,0,0,0,0,0,0,0
java-defects4j-closure-169-arrowtype,defects4j,Java,307,307,10009,9989,1607,1607,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-169-functiontype,defects4j,Java,1274,1275,41368,41405,7280,7286,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-169-jstype,defects4j,Java,1368,1370,42842,42980,5511,5552,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-169-recordtype,defects4j,Java,299,296,10590,10428,1604,1555,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-169-uniontype,defects4j,Java,629,629,17698,17707,3365,3369,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-17-typedscopecreator,defects4j,Java,2022,2026,75269,75493,13575,13629,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-170-flowsensitiveinlinevariables,defects4j,Java,541,552,18579,18924,3131,3221,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-171-typedscopecreator,defects4j,Java,2161,2164,79891,79980,14608,14637,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-171-typeinference,defects4j,Java,1584,1579,55729,55584,11011,10966,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-172-typedscopecreator,defects4j,Java,2164,2170,80016,80319,14638,14732,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-173-codegenerator,defects4j,Java,1303,1298,39877,39687,9515,9450,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-173-peepholesubstitutealternatesyntax,defects4j,Java,643,671,20733,21669,4148,4451,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-175-functioninjector,defects4j,Java,926,926,32251,32334,4755,4766,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-18-compiler,defects4j,Java,2493,2493,75213,75190,15386,15380,true,15371,0,9,6,0,0,0,30742,0,18,6,0,0,0,0,15380,15370,10,0,0,0,0,0,0,0
java-defects4j-closure-19-chainablereverseabstractinterpreter,defects4j,Java,707,709,21312,21350,3736,3747,true,3729,0,7,0,0,11,0,7458,0,14,0,0,11,0,0,3736,3735,1,0,0,0,0,0,0,0
java-defects4j-closure-2-typecheck,defects4j,Java,2005,2009,70478,70578,13230,13258,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-20-peepholesubstitutealternatesyntax,defects4j,Java,1721,1722,55860,55933,10886,10908,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-21-checksideeffects,defects4j,Java,213,196,7162,6505,1436,1208,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-22-checksideeffects,defects4j,Java,220,196,7470,6505,1542,1208,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-23-peepholefoldconstants,defects4j,Java,1536,1542,43253,43360,10026,10054,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-24-scopedaliases,defects4j,Java,412,413,13659,13743,2878,2910,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-25-typeinference,defects4j,Java,1400,1398,49448,49374,9642,9604,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-26-processcommonjsmodules,defects4j,Java,276,281,9253,9437,1971,2022,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-27-ir,defects4j,Java,582,585,16669,16764,4503,4533,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-28-inlinecostestimator,defects4j,Java,103,107,2678,2753,412,439,true,407,0,5,0,0,0,1,814,0,10,0,0,0,27,0,412,412,0,0,0,0,0,0,0,0
java-defects4j-closure-29-inlineobjectliterals,defects4j,Java,456,466,16304,16712,2916,3023,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-3-flowsensitiveinlinevariables,defects4j,Java,533,539,18227,18511,3137,3208,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-30-flowsensitiveinlinevariables,defects4j,Java,492,492,16469,16483,2870,2872,true,2861,1,8,0,0,2,0,5722,2,16,0,0,2,0,0,2870,2870,0,0,0,0,0,0,0,0
java-defects4j-closure-30-mustbereachingvariabledef,defects4j,Java,438,446,14134,14304,2963,2995,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-31-compiler,defects4j,Java,2433,2432,73669,73633,15065,15057,true,15047,0,9,1,1,0,0,30097,0,18,1,6,0,0,3,15056,15046,10,0,0,0,1,0,0,2
java-defects4j-closure-32-jsdocinfoparser,defects4j,Java,2350,2362,75264,75756,14268,14405,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-33-prototypeobjecttype,defects4j,Java,581,584,17679,17729,3302,3318,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-34-codegenerator,defects4j,Java,1230,1228,37764,37735,9007,8994,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-34-codeprinter,defects4j,Java,721,721,22124,22147,3399,3412,true,3387,0,11,0,0,3,1,6778,0,22,0,0,3,8,4,3398,3391,7,0,0,0,1,0,0,0
java-defects4j-closure-35-typeinference,defects4j,Java,1413,1400,50179,49592,9840,9703,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-36-inlinevariables,defects4j,Java,724,727,25641,25753,4538,4561,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-37-irfactory,defects4j,Java,1321,1325,46590,46714,11762,11804,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-37-nodetraversal,defects4j,Java,684,684,19233,19239,3676,3678,true,3668,0,8,0,0,2,0,7336,0,16,0,0,2,0,0,3676,3676,0,0,0,0,0,0,0,0
java-defects4j-closure-38-codeconsumer,defects4j,Java,300,300,7059,7077,1341,1347,true,1332,0,8,0,0,5,0,2667,0,16,0,0,5,0,3,1340,1337,0,3,0,0,1,0,0,0
java-defects4j-closure-39-prototypeobjecttype,defects4j,Java,553,553,16626,16688,3143,3157,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-4-namedtype,defects4j,Java,400,400,13389,13377,2074,2074,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-40-nameanalyzer,defects4j,Java,1804,1802,59197,59154,10712,10700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-41-functiontypebuilder,defects4j,Java,840,849,27995,28302,5155,5236,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-42-irfactory,defects4j,Java,1311,1318,46161,46416,11694,11759,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-43-typedscopecreator,defects4j,Java,1953,1970,72414,73015,13075,13226,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-44-codeconsumer,defects4j,Java,297,299,6948,7018,1300,1334,true,1293,0,7,0,0,34,0,2586,0,14,0,0,34,0,0,1300,1295,5,0,0,0,0,0,0,2
java-defects4j-closure-45-removeunusedvars,defects4j,Java,974,978,33920,34071,5537,5561,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-46-recordtype,defects4j,Java,297,281,10359,9769,1692,1533,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-47-sourcemap,defects4j,Java,204,209,6054,6237,1152,1187,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-47-sourcemapconsumerv3,defects4j,Java,724,724,21906,21914,4735,4741,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-48-typedscopecreator,defects4j,Java,1918,1921,71584,71685,12998,13021,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-49-makedeclarednamesunique,defects4j,Java,588,594,17676,17779,3435,3464,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-5-inlineobjectliterals,defects4j,Java,469,472,16864,16938,3025,3044,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-50-peepholereplaceknownmethods,defects4j,Java,645,650,19877,20065,4625,4700,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-51-codeconsumer,defects4j,Java,289,292,6658,6780,1246,1295,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-52-codegenerator,defects4j,Java,1210,1210,37654,37676,8909,8922,true,8902,0,7,0,0,2,1,17804,0,14,0,0,2,11,0,8909,8906,3,0,0,0,0,0,0,0
java-defects4j-closure-53-inlineobjectliterals,defects4j,Java,439,443,15993,16089,2993,3027,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-54-functiontype,defects4j,Java,1100,1103,35468,35571,6241,6264,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-54-typedscopecreator,defects4j,Java,1774,1780,66478,66794,12277,12355,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-55-functionrewriter,defects4j,Java,538,539,16225,16275,2770,2788,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-56-sourcefile,defects4j,Java,483,487,14089,14191,2514,2555,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-57-closurecodingconvention,defects4j,Java,403,403,12726,12762,2587,2602,true,2573,0,14,0,0,2,1,5146,0,28,0,0,2,13,0,2587,2584,3,0,0,0,0,0,0,0
java-defects4j-closure-58-livevariablesanalysis,defects4j,Java,297,301,9334,9460,2029,2063,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-59-compiler,defects4j,Java,2056,2057,60995,61054,12448,12463,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-6-typevalidator,defects4j,Java,840,832,31106,30710,5412,5284,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-60-nodeutil,defects4j,Java,3022,3027,89879,90016,18548,18588,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-61-nodeutil,defects4j,Java,3011,3017,89565,89782,18488,18557,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-closure-62-lightweightmessageformatter,defects4j,Java,177,177,5282,5283,1178,1178,true,1166,0,12,0,0,0,0,2332,0,24,0,0,0,0,0,1178,1178,0,0,0,0,0,0,0,0
java-defects4j-closure-64-compiler,defects4j,Java,2011,2011,59482,59541,12137,12151,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
