name,category,language,before_loc,after_loc,before_bytes,after_bytes,before_nodes,after_nodes,has_mapping,op_identical,op_update,op_match_but_not_identical,op_delete,op_delete_with_children,op_insert,op_insert_with_children,node_op_identical,node_op_update,node_op_match_but_not_identical,node_op_delete,node_op_delete_with_children,node_op_insert,node_op_insert_with_children,implicit_identical_nodes,paired_entries,depth_delta_0,depth_delta_1,depth_delta_2,depth_delta_3plus,reorder_signals,group_count,group_with_children,group_all_to_all,current_mismatches
java-defects4j-math-14-weight,defects4j,Java,71,68,2416,2270,321,262,true,248,0,7,0,2,0,1,496,0,14,0,66,0,7,0,255,255,0,0,0,0,0,0,0,10
java-defects4j-math-15-fastmath,defects4j,Java,3865,3866,121270,121335,24162,24177,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-16-fastmath,defects4j,Java,3845,3864,120543,121212,23939,24161,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-17-dfp,defects4j,Java,2502,2506,76628,76735,16322,16358,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-18-cmaesoptimizer,defects4j,Java,1383,1385,55010,55102,10648,10677,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-19-cmaesoptimizer,defects4j,Java,1368,1381,54297,55011,10492,10648,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-2-hypergeometricdistribution,defects4j,Java,334,334,11862,11853,1512,1507,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-20-cmaesoptimizer,defects4j,Java,1359,1360,53752,53825,10470,10491,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-21-rectangularcholeskydecomposition,defects4j,Java,174,177,6694,6915,964,1007,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-22-fdistribution,defects4j,Java,293,293,10098,10099,1072,1072,true,1065,0,7,0,0,0,0,2130,0,14,0,0,0,0,0,1072,1072,0,0,0,0,0,0,0,0
java-defects4j-math-22-uniformrealdistribution,defects4j,Java,204,204,6391,6390,692,692,true,685,0,7,0,0,0,0,1370,0,14,0,0,0,0,0,692,692,0,0,0,0,0,0,0,0
java-defects4j-math-23-brentoptimizer,defects4j,Java,310,317,10737,11012,1658,1689,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-24-brentoptimizer,defects4j,Java,299,299,10248,10298,1639,1657,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-25-harmonicfitter,defects4j,Java,359,362,15403,15544,1611,1636,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-26-fraction,defects4j,Java,666,666,23373,23415,3130,3151,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-27-fraction,defects4j,Java,666,666,23381,23373,3134,3130,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-28-simplexsolver,defects4j,Java,232,236,9400,9547,1315,1356,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-29-openmaprealvector,defects4j,Java,833,844,25807,26219,5125,5272,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-3-matharrays,defects4j,Java,1422,1425,55228,55294,8593,8620,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-30-mannwhitneyutest,defects4j,Java,234,234,8816,8819,966,966,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-31-continuedfraction,defects4j,Java,201,181,7379,6314,939,677,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-32-polygonsset,defects4j,Java,474,474,19957,19982,3460,3472,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-33-simplextableau,defects4j,Java,623,623,22991,22991,3847,3847,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-34-listpopulation,defects4j,Java,211,211,8284,8289,986,990,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-35-elitisticlistpopulation,defects4j,Java,112,112,4424,4418,458,456,true,437,0,9,12,0,10,0,874,0,18,12,0,10,0,0,446,444,2,0,0,0,0,0,0,4
java-defects4j-math-36-bigfraction,defects4j,Java,1133,1145,37633,38248,4423,4595,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-37-complex,defects4j,Java,1221,1233,41055,41452,3793,3913,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-38-bobyqaoptimizer,defects4j,Java,2482,2482,113826,113840,20436,20424,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-39-embeddedrungekuttaintegrator,defects4j,Java,369,378,13323,13575,2125,2186,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-4-threed-subline,defects4j,Java,142,145,6036,6098,738,754,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-4-twod-subline,defects4j,Java,209,212,9669,9731,1757,1773,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-40-bracketingnthorderbrentsolver,defects4j,Java,397,403,14912,15314,2315,2443,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-41-variance,defects4j,Java,620,620,24987,24991,1890,1890,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-42-simplextableau,defects4j,Java,621,623,22903,22996,3818,3847,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-43-summarystatistics,defects4j,Java,740,740,25434,25395,3436,3421,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-44-abstractintegrator,defects4j,Java,394,399,15413,15694,2331,2375,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-45-openmaprealmatrix,defects4j,Java,273,278,9204,9442,1760,1829,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-46-complex,defects4j,Java,1185,1185,40172,40142,3560,3550,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-47-complex,defects4j,Java,1181,1183,39979,40056,3542,3558,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-48-basesecantsolver,defects4j,Java,269,272,9973,10088,1235,1256,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-49-openmaprealvector,defects4j,Java,925,925,28284,28268,6112,6100,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-5-complex,defects4j,Java,1231,1231,41467,41467,3916,3916,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-50-basesecantsolver,defects4j,Java,271,267,9986,9781,1275,1215,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-51-basesecantsolver,defects4j,Java,265,274,9759,10187,1199,1286,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-52-rotation,defects4j,Java,1031,1032,41775,41909,7824,7870,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-53-complex,defects4j,Java,1020,1023,36272,36340,3149,3168,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-54-dfp,defects4j,Java,2400,2406,73586,73801,15642,15710,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-55-vector3d,defects4j,Java,545,562,18358,19206,3061,3367,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-56-multidimensionalcounter,defects4j,Java,303,297,8886,8773,1268,1235,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-57-kmeansplusplusclusterer,defects4j,Java,333,333,12566,12569,2050,2050,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-58-gaussianfitter,defects4j,Java,336,336,13601,13574,2049,2039,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-59-fastmath,defects4j,Java,3494,3494,103525,103525,24181,24181,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-6-baseoptimizer,defects4j,Java,231,231,7566,7582,610,613,true,600,0,9,1,0,4,0,1200,0,18,1,0,4,0,0,609,609,0,0,0,0,0,0,0,0
java-defects4j-math-6-cmaesoptimizer,defects4j,Java,1317,1318,50763,50802,9925,9932,true,9917,0,8,0,0,0,1,19834,0,16,0,0,0,7,0,9925,9925,0,0,0,0,0,0,0,0
java-defects4j-math-6-gaussnewtonoptimizer,defects4j,Java,181,180,7207,7215,1241,1239,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-6-levenbergmarquardtoptimizer,defects4j,Java,958,958,40513,40522,6239,6237,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-6-nonlinearconjugategradientoptimizer,defects4j,Java,407,406,15276,15295,2081,2083,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-6-powelloptimizer,defects4j,Java,381,380,14802,14810,2280,2278,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-6-simplexoptimizer,defects4j,Java,221,221,8604,8633,906,912,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-60-normaldistributionimpl,defects4j,Java,253,246,8278,8058,952,910,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-61-poissondistributionimpl,defects4j,Java,241,241,8519,8497,792,794,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-62-multistartunivariaterealoptimizer,defects4j,Java,206,205,8415,8293,1117,1074,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-63-mathutils,defects4j,Java,1986,1986,69070,69039,9278,9261,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-64-levenbergmarquardtoptimizer,defects4j,Java,872,886,34873,35425,5602,5742,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-65-abstractleastsquaresoptimizer,defects4j,Java,371,366,13432,13238,1997,1940,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-66-brentoptimizer,defects4j,Java,245,234,8934,8071,1498,1315,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-67-multistartunivariaterealoptimizer,defects4j,Java,318,318,12161,12136,1674,1670,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-68-levenbergmarquardtoptimizer,defects4j,Java,853,863,34019,34447,5473,5545,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-69-pearsonscorrelation,defects4j,Java,281,281,11236,11231,1469,1465,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-7-abstractintegrator,defects4j,Java,427,426,17206,17104,2479,2467,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-70-bisectionsolver,defects4j,Java,109,109,3633,3636,500,502,true,492,0,8,0,0,2,0,984,0,16,0,0,2,0,0,500,500,0,0,0,0,0,0,0,0
java-defects4j-math-71-embeddedrungekuttaintegrator,defects4j,Java,407,411,14845,15024,2367,2410,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-71-rungekuttaintegrator,defects4j,Java,222,225,7664,7805,1444,1481,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-72-brentsolver,defects4j,Java,319,319,12017,12015,1680,1680,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-73-brentsolver,defects4j,Java,315,319,11840,12017,1646,1680,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-74-embeddedrungekuttaintegrator,defects4j,Java,400,403,14314,14510,2268,2354,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-75-frequency,defects4j,Java,593,593,18691,18688,2555,2555,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-76-singularvaluedecompositionimpl,defects4j,Java,438,444,15841,15951,2670,2674,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-77-arrayrealvector,defects4j,Java,1184,1184,36081,36080,7531,7531,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-77-openmaprealvector,defects4j,Java,885,876,28689,28457,6158,6085,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-78-eventstate,defects4j,Java,334,345,13377,13969,1570,1709,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-79-mathutils,defects4j,Java,1663,1663,56776,56782,7710,7710,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-8-discretedistribution,defects4j,Java,197,197,7195,7145,1077,1044,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-80-eigendecompositionimpl,defects4j,Java,1843,1843,67167,67169,15185,15188,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-81-eigendecompositionimpl,defects4j,Java,1842,1843,67113,67167,15170,15185,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-82-simplexsolver,defects4j,Java,196,196,7014,7013,1086,1086,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-83-simplextableau,defects4j,Java,572,572,20875,20923,3273,3278,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-84-multidirectional,defects4j,Java,136,145,4985,5356,706,803,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-85-univariaterealsolverutils,defects4j,Java,241,241,10247,10246,802,802,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-86-choleskydecompositionimpl,defects4j,Java,354,354,12622,12616,2203,2199,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-87-simplextableau,defects4j,Java,549,547,19976,19990,3159,3180,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-88-simplextableau,defects4j,Java,550,549,20064,19984,3174,3159,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-89-frequency,defects4j,Java,490,494,15515,15667,1914,1949,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-9-line,defects4j,Java,226,227,8390,8422,1239,1248,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-90-frequency,defects4j,Java,487,490,15446,15531,1876,1914,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-91-fraction,defects4j,Java,549,549,20254,20295,2558,2576,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-92-mathutils,defects4j,Java,1118,1161,39060,40365,4856,5349,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-93-mathutils,defects4j,Java,1076,1084,37486,37660,4784,4835,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-94-mathutils,defects4j,Java,1070,1070,37123,37133,4704,4713,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-95-fdistributionimpl,defects4j,Java,194,196,6929,6968,575,589,true,568,0,7,0,0,14,0,1136,0,14,0,0,14,0,0,575,559,0,16,0,0,0,0,0,0
java-defects4j-math-96-complex,defects4j,Java,874,874,31194,31072,2721,2687,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-97-brentsolver,defects4j,Java,265,279,10284,10717,1429,1545,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-98-bigmatriximpl,defects4j,Java,1466,1466,54132,54129,9364,9361,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-98-realmatriximpl,defects4j,Java,1178,1178,43367,43364,7759,7756,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-math-99-mathutils,defects4j,Java,1220,1228,42634,43014,5550,5635,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-1-invocationmatcher,defects4j,Java,176,187,6629,7234,1369,1523,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-10-returnsdeepstubs,defects4j,Java,162,167,6689,7189,1008,1094,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-11-delegatingmethod,defects4j,Java,62,70,1544,1797,338,401,true,329,0,8,1,0,64,0,658,0,16,1,0,64,0,0,337,326,0,11,0,0,0,0,0,0
java-defects4j-mockito-12-genericmaster,defects4j,Java,26,30,834,1031,160,206,true,153,0,7,0,0,18,2,306,0,14,0,0,18,28,0,160,151,0,8,1,0,0,0,0,0
java-defects4j-mockito-13-mockhandler,defects4j,Java,124,126,5514,5551,896,904,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-14-mockhandler,defects4j,Java,119,122,4971,5213,847,900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-14-mockitocore,defects4j,Java,156,157,6064,6170,1432,1456,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-15-finalmockcandidatefilter,defects4j,Java,41,44,1491,1679,272,317,true,258,0,14,0,0,26,1,516,0,28,0,0,26,19,0,272,254,0,18,0,0,0,0,0,0
java-defects4j-mockito-16-mockito,defects4j,Java,1569,1569,66653,66665,1294,1298,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-16-mockitocore,defects4j,Java,140,141,5027,4965,1194,1164,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-17-mocksettingsimpl,defects4j,Java,80,82,2401,2335,562,527,true,501,1,9,51,0,0,2,1002,2,18,51,0,0,16,0,511,509,1,1,0,0,0,0,0,0
java-defects4j-mockito-17-mockutil,defects4j,Java,98,103,3647,3894,889,967,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-18-returnsemptyvalues,defects4j,Java,120,122,4679,4769,1018,1049,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-19-finalmockcandidatefilter,defects4j,Java,48,49,1738,1781,313,332,true,308,0,5,0,0,0,3,616,0,10,0,0,0,19,0,313,313,0,0,0,0,0,0,0,0
java-defects4j-mockito-19-mockcandidatefilter,defects4j,Java,18,19,439,477,75,94,true,68,1,6,0,0,9,1,136,2,12,0,0,9,10,0,75,75,0,0,0,0,0,0,0,0
java-defects4j-mockito-19-namebasedcandidatefilter,defects4j,Java,45,61,1454,1904,291,449,true,277,0,14,0,0,4,4,554,0,28,0,0,4,154,0,291,291,0,0,0,0,0,0,0,0
java-defects4j-mockito-19-propertyandsetterinjection,defects4j,Java,130,130,5789,5812,1004,1006,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-19-typebasedcandidatefilter,defects4j,Java,30,30,922,950,216,227,true,207,0,9,0,0,1,3,414,0,18,0,0,1,10,0,216,216,0,0,0,0,0,0,0,0
java-defects4j-mockito-2-timer,defects4j,Java,28,35,579,848,127,190,true,122,0,5,0,0,0,3,244,0,10,0,0,0,63,0,127,127,0,0,0,0,0,0,0,0
java-defects4j-mockito-20-bytebuddymockmaker,defects4j,Java,109,110,5397,5477,1056,1075,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-21-constructorinstantiator,defects4j,Java,45,61,1636,2203,359,535,true,320,6,21,5,1,23,5,640,12,42,5,7,23,165,0,347,328,8,0,11,0,0,0,0,7
java-defects4j-mockito-22-equality,defects4j,Java,41,43,1257,1309,333,350,true,328,0,5,0,0,17,0,656,0,10,0,0,17,0,0,333,253,80,0,0,0,0,0,0,0
java-defects4j-mockito-23-returnsdeepstubs,defects4j,Java,130,145,5301,5800,797,889,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-24-returnsemptyvalues,defects4j,Java,123,123,4666,4725,995,1019,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-25-returnsdeepstubs,defects4j,Java,98,121,3776,4959,638,803,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-26-primitives,defects4j,Java,68,68,2593,2594,848,848,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-27-mockutil,defects4j,Java,110,109,4261,4094,1043,991,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-28-defaultinjectionengine,defects4j,Java,103,104,4163,4218,676,690,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-29-same,defects4j,Java,41,41,1109,1135,267,278,true,259,0,8,0,0,11,0,518,0,16,0,0,11,0,0,267,260,7,0,0,0,0,0,0,0
java-defects4j-mockito-3-invocationmatcher,defects4j,Java,151,165,5445,6018,1318,1472,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-30-reporter,defects4j,Java,553,554,24599,24632,3592,3598,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-30-returnssmartnulls,defects4j,Java,79,79,3228,3233,585,587,true,575,0,10,0,0,2,0,1150,0,20,0,0,2,0,0,585,585,0,0,0,0,0,0,0,0
java-defects4j-mockito-31-returnssmartnulls,defects4j,Java,77,79,3096,3228,528,585,true,515,0,8,0,0,21,2,1046,0,16,0,0,21,30,16,523,509,0,14,0,0,5,0,4,4
java-defects4j-mockito-32-spyannotationengine,defects4j,Java,68,72,2884,3151,604,660,true,586,1,17,0,0,42,1,1172,2,34,0,0,42,14,0,604,598,0,0,6,0,0,0,0,10
java-defects4j-mockito-33-invocationmatcher,defects4j,Java,129,140,4292,4694,987,1123,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-34-invocationmatcher,defects4j,Java,112,112,3658,3689,867,882,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-35-matchers,defects4j,Java,719,719,21427,21485,2010,2041,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-36-invocation,defects4j,Java,217,221,6791,6969,1723,1777,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
java-defects4j-mockito-37-answersvalidator,defects4j,Java,65,73,2232,2621,491,571,true,486,0,5,0,0,0,2,972,0,10,0,0,0,80,0,491,491,0,0,0,0,0,0,0,0
java-defects4j-mockito-38-argumentmatchingtool,defects4j,Java,50,50,1681,1703,384,395,true,376,0,8,0,0,11,0,752,0,16,0,0,11,0,0,384,377,7,0,0,0,0,0,0,0
