language,size_bucket,repository,commit,path,bytes_before,bytes_after,ast_nodes_before,ast_nodes_after,status,elapsed_ms,peak_memory_bytes,total_allocated_bytes,mapping_operations
Rust,10-30,rust-lang-rust.git,7df43d309c2722afdcf336a901f86eae18a19072,tests/ui/traits/negative-impls/negative-default-impls.rs,239,186,58,56,ok,0.13846799999999998,22744,76954,58
Rust,10-30,rust-lang-rust.git,7df43d309c2722afdcf336a901f86eae18a19072,tests/ui/traits/negative-impls/negative-specializes-negative.rs,277,225,69,67,ok,0.16116,27968,96120,69
Rust,10-30,rust-lang-rust.git,7df43d309c2722afdcf336a901f86eae18a19072,tests/ui/traits/non-lifetime-via-dyn-builtin.rs,365,286,95,93,ok,0.187635,28224,106098,95
Rust,10-30,rust-lang-rust.git,7df43d309c2722afdcf336a901f86eae18a19072,tests/ui/traits/non_lifetime_binders/binder-defaults-112547.rs,405,346,80,78,ok,0.16459800000000002,28224,101242,80
Rust,10-30,rust-lang-rust.git,7df43d309c2722afdcf336a901f86eae18a19072,tests/ui/traits/non_lifetime_binders/fail.rs,418,359,97,95,ok,0.193766,27968,102700,97
Rust,10-30,rust-lang-rust.git,7df43d309c2722afdcf336a901f86eae18a19072,tests/ui/traits/non_lifetime_binders/foreach-partial-eq.rs,232,173,58,56,ok,0.12365799999999999,22624,76594,58
Rust,10-30,rust-lang-rust.git,7df43d309c2722afdcf336a901f86eae18a19072,tests/ui/traits/non_lifetime_binders/sized-late-bound-issue-114872.rs,213,169,86,84,ok,0.20103800000000002,27968,98528,86
Rust,10-30,rust-lang-rust.git,7df43d309c2722afdcf336a901f86eae18a19072,tests/ui/traits/non_lifetime_binders/universe-error1.rs,424,365,151,149,ok,0.324923,55552,184476,151
Rust,10-30,rust-lang-rust.git,858b82da3b62b44ce0ee9d24fa29dea640f793c8,compiler/rustc_interface/src/proc_macro_decls.rs,540,530,182,178,ok,3.298519,431572,2738030,183
Rust,10-30,rust-lang-rust.git,8629126289a5d631ccae4d96384de18afde587eb,tests/ui/traits/const-traits/const-closure-parse-not-item.rs,198,169,67,65,ok,0.20008800000000002,27968,96287,69
Rust,10-30,rust-lang-rust.git,87d8f5885b4f289477e48090a86356302437cec9,tests/ui/issues/issue-31910.rs,250,295,54,56,ok,0.40776,72590,415924,56
