language,size_bucket,repository,commit,path,bytes_before,bytes_after,ast_nodes_before,ast_nodes_after,status,elapsed_ms,peak_memory_bytes,total_allocated_bytes,mapping_operations
Java,,defects4j,,java-defects4j-closure-140-compiler,48926,49030,9991,10044,ok,35.827644,3539072,15459052,10114
Java,,defects4j,,java-defects4j-closure-141-nodeutil,57892,58008,11532,11561,ok,36.511868,3760368,15082121,11561
Java,,defects4j,,java-defects4j-closure-141-purefunctionidentifier,21480,22192,3838,4019,ok,23.349662,2960948,9541377,4024
Java,,defects4j,,java-defects4j-closure-142-coalescevariablenames,15779,15906,3192,3237,ok,6.2333229999999995,883840,3433692,3237
Java,,defects4j,,java-defects4j-closure-142-jsdocinfoparser,63566,63684,11890,11919,ok,98.61117,7301796,27515592,11919
Java,,defects4j,,java-defects4j-closure-143-abstractcommandlinerunner,39106,39215,7244,7282,ok,102.88362199999999,6454060,23925208,7282
Java,,defects4j,,java-defects4j-closure-143-removeconstantexpressions,3952,4036,633,663,ok,2.8806000000000003,408242,1372748,663
Java,,defects4j,,java-defects4j-closure-144-functionbuilder,4957,5131,630,670,ok,1.4225729999999999,222801,956273,670
Java,,defects4j,,java-defects4j-closure-144-functiontype,27527,27529,5238,5238,ok,11.860375,1767552,6583496,5239
Java,,defects4j,,java-defects4j-closure-144-functiontypebuilder,20764,21945,3576,3899,ok,32.641294,2596587,10950667,3907
Java,,defects4j,,java-defects4j-closure-144-typedscopecreator,53659,53823,9966,9998,ok,100.31562600000001,6204856,22314547,9998
Java,,defects4j,,java-defects4j-closure-145-codegenerator,32505,32916,7608,7721,ok,22.890205,3534976,11816430,7721
Java,,defects4j,,java-defects4j-closure-146-jstype,29036,29101,3381,3396,ok,13.939585000000001,1516064,5702809,3398
Java,,defects4j,,java-defects4j-closure-147-checkglobalthis,5958,5998,923,932,ok,9.115746,983232,3220282,932
Java,,defects4j,,java-defects4j-closure-147-runtimetypecheck,12957,13143,2571,2622,ok,5.101979,883840,3281457,2622
Java,,defects4j,,java-defects4j-closure-148-peepholefoldconstants,34195,34271,7982,8002,ok,23.692712,3743078,12834202,8002
Java,,defects4j,,java-defects4j-closure-148-sourcemap,16712,18837,2418,3038,ok,116.03980999999999,5225938,49257437,3701
Java,,defects4j,,java-defects4j-closure-149-abstractcommandlinerunner,45339,45554,8361,8422,ok,21.48978,3532928,11749483,8458
Java,,defects4j,,java-defects4j-closure-149-commandlinerunner,21657,21622,4045,4037,ok,8.767324,1769600,5653220,4045
Java,,defects4j,,java-defects4j-closure-149-compiler,53335,53399,10835,10853,ok,31.140021,3555848,14842627,10853
Java,,defects4j,,java-defects4j-closure-149-compileroptions,30267,30354,3480,3501,ok,8.12182,891008,4142153,3503
Java,,defects4j,,java-defects4j-closure-15-flowsensitiveinlinevariables,16668,16730,2889,2908,ok,5.974069,884864,3454563,2908
Java,,defects4j,,java-defects4j-closure-150-typedscopecreator,55091,54737,10574,10478,ok,24.568579,3532928,12790973,10578
Java,,defects4j,,java-defects4j-closure-151-commandlinerunner,21675,22257,4052,4189,ok,10.519702,1769600,6224657,4189
Java,,defects4j,,java-defects4j-closure-152-functiontype,30171,30274,5500,5519,ok,20.191955,2617692,9222270,5526
Java,,defects4j,,java-defects4j-closure-154-typecheck,62087,61220,11780,11634,ok,93.915787,7404012,29399777,11780
Java,,defects4j,,java-defects4j-closure-154-typevalidator,27921,29014,4747,4964,ok,24.933946,2625764,9693820,4966
Java,,defects4j,,java-defects4j-closure-155-inlinevariables,24649,25815,4356,4663,ok,26.903461,2831815,10478012,4663
Java,,defects4j,,java-defects4j-closure-155-referencecollectingcallback,17981,18106,3249,3300,ok,9.176055,1115172,4176056,3304
Java,,defects4j,,java-defects4j-closure-155-scope,13038,13910,2212,2414,ok,5.620368,884864,3365062,2415
Java,,defects4j,,java-defects4j-closure-156-collapseproperties,32762,33138,5351,5409,ok,50.774433,3087556,18351656,5412
Java,,defects4j,,java-defects4j-closure-157-codegenerator,36518,37334,8572,8834,ok,22.49412,3534976,11015302,9891
Java,,defects4j,,java-defects4j-closure-157-irfactory,50383,50986,13541,13700,ok,40.74357,3662359,15361770,13749
Java,,defects4j,,java-defects4j-closure-157-renameprototypes,14562,14590,2652,2654,ok,42.719047,1982942,9468900,2666
Java,,defects4j,,java-defects4j-closure-158-abstractcommandlinerunner,51428,51357,9466,9440,ok,24.172979,3532928,12261943,9702
Java,,defects4j,,java-defects4j-closure-158-commandlinerunner,25559,27478,4895,5309,ok,27.391382999999998,2518813,11016083,5329
Java,,defects4j,,java-defects4j-closure-158-diagnosticgroups,7270,7179,1060,1034,ok,2.379994,442496,1683122,1060
Java,,defects4j,,java-defects4j-closure-159-inlinefunctions,34823,34774,6756,6736,ok,19.171961,1879800,8018234,6757
Java,,defects4j,,java-defects4j-closure-16-scopedaliases,16033,16361,3312,3378,ok,20.576747,1905974,6922538,3393
Java,,defects4j,,java-defects4j-closure-160-compiler,59341,59372,12137,12135,ok,41.649899,4239786,16826718,12146
Java,,defects4j,,java-defects4j-closure-161-peepholefoldconstants,40331,40386,9535,9553,ok,41.838488,5294646,19419322,9553
Java,,defects4j,,java-defects4j-closure-164-arrowtype,8871,9473,1363,1502,ok,32.123521000000004,3367120,10315885,1502
Java,,defects4j,,java-defects4j-closure-165-jstyperegistry,60971,61155,9242,9279,ok,29.357687000000002,3539072,13765016,9279
Java,,defects4j,,java-defects4j-closure-165-objecttype,19571,19753,2312,2350,ok,5.4462399999999995,884864,3307311,2350
Java,,defects4j,,java-defects4j-closure-165-recordtype,10084,10525,1534,1650,ok,19.719863,1822062,6065171,1650
Java,,defects4j,,java-defects4j-closure-165-recordtypebuilder,3465,3594,357,388,ok,1.147773,148047,625754,388
Java,,defects4j,,java-defects4j-closure-166-prototypeobjecttype,17837,18062,3350,3418,ok,10.474169999999999,1209944,4700059,3418
Java,,defects4j,,java-defects4j-closure-167-jstype,38597,38737,4783,4818,ok,12.751945000000001,1769600,7118762,4818
Java,,defects4j,,java-defects4j-closure-167-semanticreverseabstractinterpreter,19537,19542,4012,4011,ok,16.646676,1783486,8735517,4057
Java,,defects4j,,java-defects4j-closure-168-typedscopecreator,76454,76454,13831,13831,ok,29.795498,3532928,12922170,13831
Java,,defects4j,,java-defects4j-closure-169-arrowtype,10009,9989,1607,1607,ok,12.42112,1315462,4556886,1609
Java,,defects4j,,java-defects4j-closure-169-functiontype,41368,41405,7280,7286,ok,34.410805,3534976,15824574,7289
Java,,defects4j,,java-defects4j-closure-169-jstype,42842,42980,5511,5552,ok,167.81141599999998,14035516,46804536,5563
Java,,defects4j,,java-defects4j-closure-169-recordtype,10590,10428,1604,1555,ok,36.668383999999996,2374442,7814755,1606
Java,,defects4j,,java-defects4j-closure-169-uniontype,17698,17707,3365,3369,ok,10.605277999999998,1129372,4678274,3373
Java,,defects4j,,java-defects4j-closure-17-typedscopecreator,75269,75493,13575,13629,ok,115.244415,7196908,26183930,13630
Java,,defects4j,,java-defects4j-closure-170-flowsensitiveinlinevariables,18579,18924,3131,3221,ok,13.629131,1244131,5074828,3233
Java,,defects4j,,java-defects4j-closure-171-typedscopecreator,79891,79980,14608,14637,ok,41.833911,7063680,22013056,14637
Java,,defects4j,,java-defects4j-closure-171-typeinference,55729,55584,11011,10966,ok,31.136527,3640146,14362470,11028
Java,,defects4j,,java-defects4j-closure-172-typedscopecreator,80016,80319,14638,14732,ok,45.793879000000004,7063680,23486928,14732
Java,,defects4j,,java-defects4j-closure-173-codegenerator,39877,39687,9515,9450,ok,45.778188,5161458,17717497,9515
Java,,defects4j,,java-defects4j-closure-173-peepholesubstitutealternatesyntax,20733,21669,4148,4451,ok,30.661376,3360463,11635825,4451
Java,,defects4j,,java-defects4j-closure-175-functioninjector,32251,32334,4755,4766,ok,42.003068,3549985,14194575,4914
Java,,defects4j,,java-defects4j-closure-18-compiler,75213,75190,15386,15380,ok,72.053145,8499834,31443974,15386
Java,,defects4j,,java-defects4j-closure-19-chainablereverseabstractinterpreter,21312,21350,3736,3747,ok,12.213814999999999,1922758,6663398,3747
Java,,defects4j,,java-defects4j-closure-2-typecheck,70478,70578,13230,13258,ok,36.250323,3646766,15007718,13258
Java,,defects4j,,java-defects4j-closure-20-peepholesubstitutealternatesyntax,55860,55933,10886,10908,ok,32.318311,3577728,13960409,10908
Java,,defects4j,,java-defects4j-closure-21-checksideeffects,7162,6505,1436,1208,ok,15.8524,1567490,4771687,1454
Java,,defects4j,,java-defects4j-closure-22-checksideeffects,7470,6505,1542,1208,ok,48.498053999999996,3997042,13175472,1558
Java,,defects4j,,java-defects4j-closure-23-peepholefoldconstants,43253,43360,10026,10054,ok,58.579328,6984718,25819156,10060
Java,,defects4j,,java-defects4j-closure-24-scopedaliases,13659,13743,2878,2910,ok,34.033519999999996,2990140,8828779,2929
Java,,defects4j,,java-defects4j-closure-25-typeinference,49448,49374,9642,9604,ok,50.315951999999996,5279532,18807116,9664
Java,,defects4j,,java-defects4j-closure-26-processcommonjsmodules,9253,9437,1971,2022,ok,4.3503680000000005,883840,3050665,2022
Java,,defects4j,,java-defects4j-closure-27-ir,16669,16764,4503,4533,ok,10.943375999999999,1767552,6174863,4533
Java,,defects4j,,java-defects4j-closure-28-inlinecostestimator,2678,2753,412,439,ok,1.074879,129089,570929,439
Java,,defects4j,,java-defects4j-closure-29-inlineobjectliterals,16304,16712,2916,3023,ok,64.76595,6254808,17903224,3023
Java,,defects4j,,java-defects4j-closure-3-flowsensitiveinlinevariables,18227,18511,3137,3208,ok,35.142742,2021386,7617623,3208
Java,,defects4j,,java-defects4j-closure-30-flowsensitiveinlinevariables,16469,16483,2870,2872,ok,5.503534,884864,3479485,2872
Java,,defects4j,,java-defects4j-closure-30-mustbereachingvariabledef,14134,14304,2963,2995,ok,10.440524,1145963,4642006,3013
Java,,defects4j,,java-defects4j-closure-31-compiler,73669,73633,15065,15057,ok,73.295388,8525134,31412082,15065
Java,,defects4j,,java-defects4j-closure-32-jsdocinfoparser,75264,75756,14268,14405,ok,260.783798,13441732,61272440,14406
Java,,defects4j,,java-defects4j-closure-33-prototypeobjecttype,17679,17729,3302,3318,ok,7.271503,884864,3495220,3318
Java,,defects4j,,java-defects4j-closure-34-codegenerator,37764,37735,9007,8994,ok,115.248801,8499752,29978645,9028
Java,,defects4j,,java-defects4j-closure-34-codeprinter,22124,22147,3399,3412,ok,11.963788,1158930,4616718,3412
Java,,defects4j,,java-defects4j-closure-35-typeinference,50179,49592,9840,9703,ok,30.193335,3679562,14380506,9840
Java,,defects4j,,java-defects4j-closure-36-inlinevariables,25641,25753,4538,4561,ok,14.953987,2178414,7759195,4561
Java,,defects4j,,java-defects4j-closure-37-irfactory,46590,46714,11762,11804,ok,26.353189,3532928,12761108,11804
Java,,defects4j,,java-defects4j-closure-37-nodetraversal,19233,19239,3676,3678,ok,26.963813,3447246,12644378,3678
Java,,defects4j,,java-defects4j-closure-38-codeconsumer,7059,7077,1341,1347,ok,3.238772,474816,1953608,1347
Java,,defects4j,,java-defects4j-closure-39-prototypeobjecttype,16626,16688,3143,3157,ok,53.699698,3786598,13514986,3157
Java,,defects4j,,java-defects4j-closure-4-namedtype,13389,13377,2074,2074,ok,3.600738,883840,2941502,2074
Java,,defects4j,,java-defects4j-closure-40-nameanalyzer,59197,59154,10712,10700,ok,42.056661000000005,3922824,15396376,10713
Java,,defects4j,,java-defects4j-closure-41-functiontypebuilder,27995,28302,5155,5236,ok,36.15889,3222746,14824324,5236
Java,,defects4j,,java-defects4j-closure-42-irfactory,46161,46416,11694,11759,ok,26.553568,3532928,12781063,11759
Java,,defects4j,,java-defects4j-closure-43-typedscopecreator,72414,73015,13075,13226,ok,61.784377,5084260,20619078,13226
Java,,defects4j,,java-defects4j-closure-44-codeconsumer,6948,7018,1300,1334,ok,4.848826,669380,2406253,1336
Java,,defects4j,,java-defects4j-closure-45-removeunusedvars,33920,34071,5537,5561,ok,60.045666999999995,3247398,13426557,5569
Java,,defects4j,,java-defects4j-closure-46-recordtype,10359,9769,1692,1533,ok,3.403518,477769,1936118,1692
Java,,defects4j,,java-defects4j-closure-47-sourcemap,6054,6237,1152,1187,ok,3.969121,631382,2109384,1187
Java,,defects4j,,java-defects4j-closure-47-sourcemapconsumerv3,21906,21914,4735,4741,ok,23.355164000000002,2455408,8747862,4741
Java,,defects4j,,java-defects4j-closure-48-typedscopecreator,71584,71685,12998,13021,ok,30.631999999999998,3532928,13506743,13046
Java,,defects4j,,java-defects4j-closure-49-makedeclarednamesunique,17676,17779,3435,3464,ok,26.537369,1834396,8772792,3533
Java,,defects4j,,java-defects4j-closure-5-inlineobjectliterals,16864,16938,3025,3044,ok,31.655933999999995,3593672,10472765,3044
Java,,defects4j,,java-defects4j-closure-50-peepholereplaceknownmethods,19877,20065,4625,4700,ok,11.514109999999999,1766528,6612264,4700
Java,,defects4j,,java-defects4j-closure-51-codeconsumer,6658,6780,1246,1295,ok,3.4472270000000003,499410,2042630,1295
Java,,defects4j,,java-defects4j-closure-52-codegenerator,37654,37676,8909,8922,ok,20.339585,3534976,11801970,8922
Java,,defects4j,,java-defects4j-closure-53-inlineobjectliterals,15993,16089,2993,3027,ok,13.060938,1667974,5835327,3027
Java,,defects4j,,java-defects4j-closure-54-functiontype,35468,35571,6241,6264,ok,26.843788,2427042,10882735,6273
Java,,defects4j,,java-defects4j-closure-54-typedscopecreator,66478,66794,12277,12355,ok,74.297539,7132520,24661677,12355
Java,,defects4j,,java-defects4j-closure-55-functionrewriter,16225,16275,2770,2788,ok,5.5635959999999995,883840,3339354,2788
Java,,defects4j,,java-defects4j-closure-56-sourcefile,14089,14191,2514,2555,ok,18.85354,2256888,7588647,2555
Java,,defects4j,,java-defects4j-closure-57-closurecodingconvention,12726,12762,2587,2602,ok,15.961514,1746186,5872613,2602
Java,,defects4j,,java-defects4j-closure-58-livevariablesanalysis,9334,9460,2029,2063,ok,62.300656000000004,4037932,14720310,2063
Java,,defects4j,,java-defects4j-closure-59-compiler,60995,61054,12448,12463,ok,40.717172000000005,3849496,15965982,12463
Java,,defects4j,,java-defects4j-closure-6-typevalidator,31106,30710,5412,5284,ok,29.074493,2462818,10000318,5412
Java,,defects4j,,java-defects4j-closure-60-nodeutil,89879,90016,18548,18588,ok,97.114166,8208286,33548707,18588
Java,,defects4j,,java-defects4j-closure-61-nodeutil,89565,89782,18488,18557,ok,88.170419,8212994,30542836,18557
Java,,defects4j,,java-defects4j-closure-62-lightweightmessageformatter,5282,5283,1178,1178,ok,5.391955,796376,2591840,1178
Java,,defects4j,,java-defects4j-closure-64-compiler,59482,59541,12137,12151,ok,52.674594,4153462,19064058,12151
Java,,defects4j,,java-defects4j-closure-65-codegenerator,37652,37654,8909,8909,ok,21.611658,3534976,11536474,8909
Java,,defects4j,,java-defects4j-closure-66-typecheck,66930,66975,12577,12587,ok,31.045256000000002,3534976,13839528,12588
Java,,defects4j,,java-defects4j-closure-67-analyzeprototypeproperties,22383,22435,4343,4364,ok,15.832588000000001,2079106,7787204,4364
Java,,defects4j,,java-defects4j-closure-68-jsdocinfoparser,73439,73499,13828,13844,ok,337.417675,12615638,60207528,13848
Java,,defects4j,,java-defects4j-closure-69-typecheck,66538,66880,12472,12576,ok,47.217417,4314528,17349887,12576
Java,,defects4j,,java-defects4j-closure-7-chainablereverseabstractinterpreter,21617,21706,3772,3793,ok,9.275567,1766528,6306694,3800
Java,,defects4j,,java-defects4j-closure-70-typedscopecreator,67134,67135,12654,12654,ok,40.43702,3791698,15156256,12655
Java,,defects4j,,java-defects4j-closure-71-checkaccesscontrols,22255,22267,4144,4147,ok,35.227337999999996,3725794,11847971,4147
Java,,defects4j,,java-defects4j-closure-72-functiontoblockmutator,14838,14943,2323,2351,ok,4.564262,883840,3115805,2351
Java,,defects4j,,java-defects4j-closure-72-renamelabels,8602,8619,1389,1394,ok,2.933697,442496,1814522,1394
Java,,defects4j,,java-defects4j-closure-73-codegenerator,37217,37216,8793,8793,ok,124.708387,9339812,35463404,8793
Java,,defects4j,,java-defects4j-closure-74-peepholefoldconstants,50294,50639,12035,12128,ok,34.615121,3827557,15000606,12132
Java,,defects4j,,java-defects4j-closure-75-nodeutil,88289,88399,18282,18306,ok,65.801763,7069824,27132140,18306
Java,,defects4j,,java-defects4j-closure-76-deadassignmentselimination,14107,15237,2607,2880,ok,76.575997,3953636,21148017,2937
Java,,defects4j,,java-defects4j-closure-77-codegenerator,36354,36398,8548,8570,ok,40.798379000000004,4889828,17297210,8570
Java,,defects4j,,java-defects4j-closure-78-peepholefoldconstants,48071,47899,11519,11469,ok,108.572837,9369532,32537902,11519
Java,,defects4j,,java-defects4j-closure-79-normalize,27761,27775,4838,4840,ok,16.130385,1767552,6210943,4840
Java,,defects4j,,java-defects4j-closure-79-varcheck,10039,10072,1742,1751,ok,3.379576,442496,1798556,1751
Java,,defects4j,,java-defects4j-closure-8-collapsevariabledeclarations,6853,6981,1363,1403,ok,3.540534,504732,2026154,1403
Java,,defects4j,,java-defects4j-closure-80-nodeutil,87935,87987,18252,18268,ok,111.341352,9761040,37953958,18269
Java,,defects4j,,java-defects4j-closure-81-irfactory,48269,48545,13076,13134,ok,32.668535999999996,3532928,13794019,13134
Java,,defects4j,,java-defects4j-closure-82-jstype,32127,32227,3847,3866,ok,10.086106,1769600,6004847,3866
Java,,defects4j,,java-defects4j-closure-83-commandlinerunner,23026,23104,4296,4318,ok,10.111744,1769600,6289182,4322
Java,,defects4j,,java-defects4j-closure-84-irfactory,46097,46932,12538,12750,ok,41.374167,3987387,15846639,12750
Java,,defects4j,,java-defects4j-closure-85-unreachablecodeelimination,8284,7932,1519,1429,ok,42.023561,3504328,11707667,1584
Java,,defects4j,,java-defects4j-closure-86-nodeutil,75861,75862,15042,15042,ok,81.220318,9366398,31284288,15043
Java,,defects4j,,java-defects4j-closure-87-peepholesubstitutealternatesyntax,35821,36293,6752,6892,ok,26.211113,2337242,9265386,6895
Java,,defects4j,,java-defects4j-closure-88-deadassignmentselimination,12230,12491,2265,2339,ok,11.208512,1433274,4769525,2339
Java,,defects4j,,java-defects4j-closure-89-collapseproperties,31080,31219,5070,5112,ok,22.685299999999998,2868114,9564838,5112
Java,,defects4j,,java-defects4j-closure-89-globalnamespace,33698,33673,6046,6037,ok,11.190282,1767552,6523828,6046
Java,,defects4j,,java-defects4j-closure-9-processcommonjsmodules,9629,9652,2009,2025,ok,4.597722999999999,883840,3148854,2030
Java,,defects4j,,java-defects4j-closure-90-functiontype,30678,30791,5527,5551,ok,23.728593,3052274,10430152,5551
Java,,defects4j,,java-defects4j-closure-90-functiontypebuilder,25829,25860,4681,4687,ok,11.924781000000001,1767552,6788630,4687
Java,,defects4j,,java-defects4j-closure-91-checkglobalthis,6137,6473,943,1034,ok,5.76152,810316,2904041,1034
Java,,defects4j,,java-defects4j-closure-92-processclosureprimitives,32465,32469,6249,6249,ok,12.726357,1767552,6528206,6249
Java,,defects4j,,java-defects4j-closure-94-nodeutil,69799,70298,13768,13937,ok,67.307379,5857210,25491137,13937
Java,,defects4j,,java-defects4j-closure-95-typedscopecreator,55843,56132,10638,10723,ok,29.752819,3578032,14287863,10723
Java,,defects4j,,java-defects4j-closure-96-typecheck,58981,59083,11212,11245,ok,49.600181,5495124,19208746,11245
Java,,defects4j,,java-defects4j-closure-97-peepholefoldconstants,34482,34532,8005,8016,ok,80.759271,8909300,31228366,8016
Java,,defects4j,,java-defects4j-closure-98-referencecollectingcallback,17193,17804,3034,3222,ok,9.197541,1136910,4481272,3222
Java,,defects4j,,java-defects4j-closure-99-checkglobalthis,5781,5923,875,922,ok,39.402906,3179676,10120303,923
Java,,defects4j,,java-defects4j-codec-1-caverphone,7223,7247,1523,1533,ok,2.881089,443520,1417956,1533
Java,,defects4j,,java-defects4j-codec-1-metaphone,14406,14430,2644,2654,ok,5.330024,884864,3369804,2654
Java,,defects4j,,java-defects4j-codec-1-soundexutils,4236,4260,449,459,ok,1.4182000000000001,221314,929392,459
Java,,defects4j,,java-defects4j-codec-10-caverphone,7248,7248,1528,1528,ok,2.6556840000000004,443520,1588626,1528
Java,,defects4j,,java-defects4j-codec-12-basencodecinputstream,5361,6120,585,814,ok,2.185747,416349,1526069,814
Java,,defects4j,,java-defects4j-codec-13-doublemetaphone,35933,35998,8877,8898,ok,22.911297,3534976,12073954,8900
Java,,defects4j,,java-defects4j-codec-13-stringutils,17391,17836,854,986,ok,2.302035,384409,1481389,986
Java,,defects4j,,java-defects4j-codec-14-lang,9441,9472,1269,1284,ok,4.171325,566538,2019599,1284
Java,,defects4j,,java-defects4j-codec-14-phoneticengine,20070,20569,3342,3452,ok,28.01578,2662328,8549396,3454
Java,,defects4j,,java-defects4j-codec-14-rule,27470,27634,5272,5319,ok,10.315207,1767552,6293614,5319
Java,,defects4j,,java-defects4j-codec-16-base32,26050,26095,4380,4379,ok,35.41287,5487984,14869122,4381
Java,,defects4j,,java-defects4j-codec-17-stringutils,19468,19467,1082,1081,ok,2.477578,443116,1757215,1083
Java,,defects4j,,java-defects4j-codec-2-base64,34587,34598,4731,4737,ok,17.776973,2099126,7975712,4737
Java,,defects4j,,java-defects4j-codec-3-doublemetaphone,38942,38942,9147,9147,ok,20.578625,3534976,11844206,9147
Java,,defects4j,,java-defects4j-codec-4-base64,40640,40636,5050,5050,ok,11.032013000000001,1773696,6441634,5051
Java,,defects4j,,java-defects4j-codec-5-base64,41035,41151,5064,5095,ok,12.620273,1773696,6930406,5095
Java,,defects4j,,java-defects4j-codec-6-base64inputstream,7462,7575,647,673,ok,13.024628,1388256,4549130,676
Java,,defects4j,,java-defects4j-codec-7-base64,41151,41152,5095,5095,ok,11.609440000000001,1773696,6623558,5096
Java,,defects4j,,java-defects4j-codec-8-base64,39485,39268,4923,4857,ok,10.981128,1773696,6316941,4923
Java,,defects4j,,java-defects4j-codec-8-base64inputstream,7464,7325,671,636,ok,55.392922999999996,3868966,13681410,671
Java,,defects4j,,java-defects4j-codec-9-base64,40879,40895,4919,4924,ok,11.63749,1773696,6735104,4924
Java,,defects4j,,java-defects4j-collections-25-iteratorutils,61280,61694,6404,6509,ok,22.375601,1877508,9676678,6509
Java,,defects4j,,java-defects4j-collections-26-multikey,8936,8938,827,827,ok,1.74453,221824,992458,827
Java,,defects4j,,java-defects4j-collections-27-multivaluemap,20274,20654,3093,3158,ok,9.595208,1118676,4340301,3158
Java,,defects4j,,java-defects4j-collections-28-abstractpatriciatrie,77731,78088,15166,15285,ok,43.232437999999995,7065728,22034781,15285
Java,,defects4j,,java-defects4j-compress-1-cpioarchiveoutputstream,14004,14031,2778,2787,ok,6.37647,883840,3520356,2787
Java,,defects4j,,java-defects4j-compress-10-zipfile,35070,35259,4891,4939,ok,38.222466,4039722,13329904,4939
Java,,defects4j,,java-defects4j-compress-11-archivestreamfactory,10077,10133,1402,1414,ok,30.389566,3031398,9090696,1414
Java,,defects4j,,java-defects4j-compress-12-tararchiveinputstream,18573,18785,2972,3018,ok,6.028849999999999,884864,3483133,3018
Java,,defects4j,,java-defects4j-compress-13-ziparchiveentry,22227,22381,3164,3219,ok,7.212054,884864,3658187,3219
Java,,defects4j,,java-defects4j-compress-14-tarutils,14471,14297,2016,1968,ok,5.936885999999999,1008034,3474114,2024
Java,,defects4j,,java-defects4j-compress-15-ziparchiveentry,22145,22132,3151,3150,ok,81.683404,6180696,18332900,3172
Java,,defects4j,,java-defects4j-compress-16-archivestreamfactory,10237,10283,1416,1428,ok,57.877003,4735638,15360911,1430
Java,,defects4j,,java-defects4j-compress-17-tarutils,24133,24197,3650,3675,ok,9.024792,1767552,5989542,3677
Java,,defects4j,,java-defects4j-compress-18-tararchiveoutputstream,21748,21852,3465,3508,ok,22.716331999999998,2502684,8359955,3508
Java,,defects4j,,java-defects4j-compress-19-zip64extendedinformationextrafield,13305,13304,1627,1627,ok,18.027851000000002,1746460,5280676,1627
Java,,defects4j,,java-defects4j-compress-2-ararchiveinputstream,5368,6246,1195,1430,ok,12.082130999999999,1053907,4729707,1468
Java,,defects4j,,java-defects4j-compress-20-cpioarchiveinputstream,17080,17222,3364,3407,ok,18.311055,1192670,6732096,3407
Java,,defects4j,,java-defects4j-compress-21-sevenzoutputfile,23933,23900,5498,5489,ok,22.496282,2573456,9359888,5500
Java,,defects4j,,java-defects4j-compress-22-bzip2compressorinputstream,33697,33330,7949,7865,ok,77.391302,4314351,25088658,7963
Java,,defects4j,,java-defects4j-compress-23-coders,11836,11844,2377,2380,ok,6.885954,1083598,3980616,2385
Java,,defects4j,,java-defects4j-compress-24-tarutils,24655,24563,3667,3633,ok,15.160665,1838352,7513116,3687
Java,,defects4j,,java-defects4j-compress-25-ziparchiveinputstream,38769,38791,6715,6725,ok,17.333182,1769600,7506119,6725
Java,,defects4j,,java-defects4j-compress-26-ioutils,6456,6847,682,779,ok,2.388296,334694,1310946,779
Java,,defects4j,,java-defects4j-compress-27-tarutils,24563,24398,3633,3598,ok,8.537179,1767552,5750550,3633
Java,,defects4j,,java-defects4j-compress-28-tararchiveinputstream,23608,23723,3464,3489,ok,19.581547,2142816,7614834,3489
Java,,defects4j,,java-defects4j-compress-29-archivestreamfactory,15889,16197,2173,2229,ok,184.042146,11893876,42406506,2229
Java,,defects4j,,java-defects4j-compress-29-cpioarchiveinputstream,18675,18736,3524,3540,ok,8.400376,913758,3814741,3540
Java,,defects4j,,java-defects4j-compress-29-cpioarchiveoutputstream,19176,19237,3586,3602,ok,9.682357000000001,1766528,6024933,3602
Java,,defects4j,,java-defects4j-compress-29-dumparchiveinputstream,17462,17523,3281,3297,ok,10.378372,1307549,4723436,3297
Java,,defects4j,,java-defects4j-compress-29-tararchiveinputstream,24622,24683,3544,3560,ok,10.913742000000001,1049830,4173047,3560
Java,,defects4j,,java-defects4j-compress-29-tararchiveoutputstream,26378,26439,4136,4152,ok,13.7142,2096562,7205391,4152
Java,,defects4j,,java-defects4j-compress-29-ziparchiveinputstream,38952,39013,6716,6732,ok,17.681906,1818646,7680881,6732
Java,,defects4j,,java-defects4j-compress-3-tararchiveoutputstream,11413,11650,1429,1472,ok,3.335597,442496,1915614,1472
Java,,defects4j,,java-defects4j-compress-30-bzip2compressorinputstream,33313,33369,7862,7878,ok,37.096182999999996,4637976,16892728,7878
Java,,defects4j,,java-defects4j-compress-31-tarutils,24420,24347,3590,3575,ok,14.307896000000001,1748550,6863762,3590
Java,,defects4j,,java-defects4j-compress-32-tararchiveinputstream,24683,24679,3560,3560,ok,6.7990129999999995,884864,3450558,3560
Java,,defects4j,,java-defects4j-compress-33-compressorstreamfactory,14534,14693,1703,1731,ok,51.854262,4388168,10893941,1731
Java,,defects4j,,java-defects4j-compress-33-deflatecompressorinputstream,3192,3754,394,559,ok,1.535813,239563,957892,559
Java,,defects4j,,java-defects4j-compress-34-newunix,12291,12329,1417,1430,ok,3.114471,442496,1832897,1434
Java,,defects4j,,java-defects4j-compress-35-tarutils,23692,23527,3567,3516,ok,15.222904,1593242,5639536,3577
Java,,defects4j,,java-defects4j-compress-36-sevenzfile,41052,41183,8758,8800,ok,21.448272,3532928,12095091,8800
Java,,defects4j,,java-defects4j-compress-37-tararchiveinputstream,26777,26893,3960,3978,ok,26.986639,3086020,10317112,3978
Java,,defects4j,,java-defects4j-compress-38-tararchiveentry,38572,38614,5024,5042,ok,13.962174000000001,1827176,7519210,5042
Java,,defects4j,,java-defects4j-compress-39-archiveutils,10240,10623,1479,1576,ok,4.230973,574748,2292052,1576
Java,,defects4j,,java-defects4j-compress-4-changesetperformer,6527,6549,1102,1111,ok,2.164768,442496,1550616,1111
Java,,defects4j,,java-defects4j-compress-4-cpioarchiveoutputstream,13515,13488,2625,2616,ok,5.584397,883840,3471296,2625
