name,repository,category
console,https://github.com/socketry/console,Uncategorized (Gentoo Package List)
ConsoleTools,https://github.com/zetacomponents/ConsoleTools,Uncategorized (Gentoo Package List)
consonance,https://github.com/tgalal/consonance,Uncategorized (Gentoo Package List)
constantly,https://github.com/twisted/constantly,Uncategorized (Gentoo Package List)
construct,https://github.com/construct/construct,Uncategorized (Gentoo Package List)
consul-backinator,https://github.com/myENA/consul-backinator,Uncategorized (Gentoo Package List)
consul_exporter,https://github.com/prometheus/consul_exporter,Uncategorized (Gentoo Package List)
consul,https://github.com/hashicorp/consul,Uncategorized (Gentoo Package List)
consul-replicate,https://github.com/hashicorp/consul-replicate,Uncategorized (Gentoo Package List)
consul-template,https://github.com/hashicorp/consul-template,Uncategorized (Gentoo Package List)
consult-flycheck,https://github.com/minad/consult-flycheck,Uncategorized (Gentoo Package List)
consult,https://github.com/minad/consult,Uncategorized (Gentoo Package List)
containerd,https://github.com/containerd/containerd,Uncategorized (Gentoo Package List)
containers,https://github.com/arachsys/containers,Uncategorized (Gentoo Package List)
contour,https://github.com/contour-terminal/contour,Uncategorized (Gentoo Package List)
contourpy,https://github.com/contourpy/contourpy,Uncategorized (Gentoo Package List)
contrib,https://github.com/hyphanet/contrib,Uncategorized (Gentoo Package List)
contrib,https://github.com/hyprwm/contrib,Uncategorized (Gentoo Package List)
contrib,https://github.com/munin-monitoring/contrib,Uncategorized (Gentoo Package List)
Control_Blur_Effect_On_Lock_Screen,https://github.com/PRATAP-KUMAR/Control_Blur_Effect_On_Lock_Screen,Uncategorized (Gentoo Package List)
Converseen,https://github.com/Faster3ck/Converseen,Uncategorized (Gentoo Package List)
convertdate,https://github.com/fitnr/convertdate,Uncategorized (Gentoo Package List)
cookiecutter,https://github.com/cookiecutter/cookiecutter,Uncategorized (Gentoo Package List)
coolercontrol,https://gitlab.com/coolercontrol/coolercontrol,Uncategorized (Gentoo Package List)
copyq,https://github.com/hluk/copyq,Uncategorized (Gentoo Package List)
coq,https://github.com/coq/coq,Uncategorized (Gentoo Package List)
coq-lsp,https://github.com/ejgallego/coq-lsp,Uncategorized (Gentoo Package List)
coq-serapi,https://github.com/ejgallego/coq-serapi,Uncategorized (Gentoo Package List)
coreapps,https://gitlab.com/cubocore/coreapps,Uncategorized (Gentoo Package List)
core_bench,https://github.com/janestreet/core_bench,Uncategorized (Gentoo Package List)
corectrl,https://gitlab.com/corectrl/corectrl,Uncategorized (Gentoo Package List)
coredns,https://github.com/coredns/coredns,Uncategorized (Gentoo Package List)
core_extended,https://github.com/janestreet/core_extended,Uncategorized (Gentoo Package List)
CoreFreq,https://github.com/cyring/CoreFreq,Uncategorized (Gentoo Package List)
core,https://github.com/janestreet/core,Uncategorized (Gentoo Package List)
core_kernel,https://github.com/janestreet/core_kernel,Uncategorized (Gentoo Package List)
corelg,https://github.com/gap-packages/corelg,Uncategorized (Gentoo Package List)
coreruleset,https://github.com/coreruleset/coreruleset,Uncategorized (Gentoo Package List)
core_unix,https://github.com/janestreet/core_unix,Uncategorized (Gentoo Package List)
coreutils,https://github.com/uutils/coreutils,Uncategorized (Gentoo Package List)
corfu,https://github.com/minad/corfu,Uncategorized (Gentoo Package List)
corosync,https://github.com/corosync/corosync,Uncategorized (Gentoo Package List)
corrosion,https://github.com/corrosion-rs/corrosion,Uncategorized (Gentoo Package List)
CorsixTH,https://github.com/CorsixTH/CorsixTH,Uncategorized (Gentoo Package List)
cosign,https://github.com/sigstore/cosign,Uncategorized (Gentoo Package List)
coturn,https://github.com/coturn/coturn,Uncategorized (Gentoo Package List)
Couenne,https://github.com/coin-or/Couenne,Uncategorized (Gentoo Package List)
countryfetch,https://github.com/nik-rev/countryfetch,Uncategorized (Gentoo Package List)
courier-srs,https://github.com/mawis/courier-srs,Uncategorized (Gentoo Package List)
coursier,https://github.com/coursier/coursier,Uncategorized (Gentoo Package List)
cowboy,https://github.com/ninenines/cowboy,Uncategorized (Gentoo Package List)
cowlib,https://github.com/ninenines/cowlib,Uncategorized (Gentoo Package List)
cowsay,https://github.com/cowsay-org/cowsay,Uncategorized (Gentoo Package List)
cowsql,https://github.com/cowsql/cowsql,Uncategorized (Gentoo Package List)
cpdf-source,https://github.com/johnwhitington/cpdf-source,Uncategorized (Gentoo Package List)
cpipe,https://github.com/HaraldKi/cpipe,Uncategorized (Gentoo Package List)
cppcheck,https://github.com/danmar/cppcheck,Uncategorized (Gentoo Package List)
cppdap,https://github.com/google/cppdap,Uncategorized (Gentoo Package List)
cppgir,https://gitlab.com/mnauw/cppgir,Uncategorized (Gentoo Package List)
cpp-httplib,https://github.com/yhirose/cpp-httplib,Uncategorized (Gentoo Package List)
cpp-jwt,https://github.com/arun11299/cpp-jwt,Uncategorized (Gentoo Package List)
cppman,https://github.com/aitjcize/cppman,Uncategorized (Gentoo Package List)
cppo,https://github.com/ocaml-community/cppo,Uncategorized (Gentoo Package List)
cpprestsdk,https://github.com/microsoft/cpprestsdk,Uncategorized (Gentoo Package List)
cpptest,https://github.com/cpptest/cpptest,Uncategorized (Gentoo Package List)
cpptoml,https://github.com/skystrife/cpptoml,Uncategorized (Gentoo Package List)
cpptrace,https://github.com/jeremy-rifkin/cpptrace,Uncategorized (Gentoo Package List)
cpputest,https://github.com/cpputest/cpputest,Uncategorized (Gentoo Package List)
cpp-utilities,https://github.com/Martchus/cpp-utilities,Uncategorized (Gentoo Package List)
cppzmq,https://github.com/zeromq/cppzmq,Uncategorized (Gentoo Package List)
cpufetch,https://github.com/Dr-Noob/cpufetch,Uncategorized (Gentoo Package List)
cpuid2cpuflags,https://github.com/projg2/cpuid2cpuflags,Uncategorized (Gentoo Package List)
cpuinfo,https://github.com/pytorch/cpuinfo,Uncategorized (Gentoo Package List)
cpuminer-opt,https://github.com/JayDDee/cpuminer-opt,Uncategorized (Gentoo Package List)
CPU-X,https://github.com/TheTumultuousUnicornOfDarkness/CPU-X,Uncategorized (Gentoo Package List)
cpython,https://github.com/python/cpython.git,Programming language
cqrlib,https://github.com/yayahjb/cqrlib,Uncategorized (Gentoo Package List)
cqrlog,https://github.com/ok2cqr/cqrlog,Uncategorized (Gentoo Package List)
cqueues,https://github.com/wahern/cqueues,Uncategorized (Gentoo Package List)
crack,https://github.com/jnunemaker/crack,Uncategorized (Gentoo Package List)
cracklib,https://github.com/cracklib/cracklib,Uncategorized (Gentoo Package List)
cramfs-tools,https://github.com/npitre/cramfs-tools,Uncategorized (Gentoo Package List)
crash,https://github.com/crash-utility/crash,Uncategorized (Gentoo Package List)
crashtest,https://github.com/python-poetry/crashtest,Uncategorized (Gentoo Package List)
crass,https://github.com/rgrove/crass,Uncategorized (Gentoo Package List)
crawl,https://github.com/crawl/crawl,Uncategorized (Gentoo Package List)
crazydiskinfo,https://github.com/otakuto/crazydiskinfo,Uncategorized (Gentoo Package List)
crc32c,https://github.com/google/crc32c,Uncategorized (Gentoo Package List)
createrepo_c,https://github.com/rpm-software-management/createrepo_c,Uncategorized (Gentoo Package List)
crengine-ng,https://gitlab.com/coolreader-ng/crengine-ng,Uncategorized (Gentoo Package List)
creole,https://github.com/minad/creole,Uncategorized (Gentoo Package List)
crime,https://github.com/gap-packages/crime,Uncategorized (Gentoo Package List)
cri-o,https://github.com/cri-o/cri-o,Uncategorized (Gentoo Package List)
crisp,https://github.com/bh11/crisp,Uncategorized (Gentoo Package List)
crispy-bootstrap3,https://github.com/django-crispy-forms/crispy-bootstrap3,Uncategorized (Gentoo Package List)
crispy-bootstrap4,https://github.com/django-crispy-forms/crispy-bootstrap4,Uncategorized (Gentoo Package List)
crispy-bootstrap5,https://github.com/django-crispy-forms/crispy-bootstrap5,Uncategorized (Gentoo Package List)
crispy-doom,https://github.com/fabiangreffrath/crispy-doom,Uncategorized (Gentoo Package List)
Criterion,https://github.com/Snaipe/Criterion,Uncategorized (Gentoo Package List)
cri-tools,https://github.com/kubernetes-sigs/cri-tools,Uncategorized (Gentoo Package List)
criu,https://github.com/checkpoint-restore/criu,Uncategorized (Gentoo Package List)
croc,https://github.com/schollz/croc,Uncategorized (Gentoo Package List)
croissant,https://github.com/giann/croissant,Uncategorized (Gentoo Package List)
cronie,https://github.com/cronie-crond/cronie,Uncategorized (Gentoo Package List)
cronlocker,https://github.com/Barzahlen/cronlocker,Uncategorized (Gentoo Package List)
cronutils,https://github.com/google/cronutils,Uncategorized (Gentoo Package List)
cropgui,https://github.com/jepler/cropgui,Uncategorized (Gentoo Package List)
crossguid,https://github.com/graeme-hill/crossguid,Uncategorized (Gentoo Package List)
crosstool-ng,https://github.com/crosstool-ng/crosstool-ng,Uncategorized (Gentoo Package List)
crowbar,https://github.com/stedolan/crowbar,Uncategorized (Gentoo Package List)
crqt-ng,https://gitlab.com/coolreader-ng/crqt-ng,Uncategorized (Gentoo Package List)
crun,https://github.com/containers/crun,Uncategorized (Gentoo Package List)
crux,https://github.com/bbatsov/crux,Uncategorized (Gentoo Package List)
crwx-ng,https://gitlab.com/coolreader-ng/crwx-ng,Uncategorized (Gentoo Package List)
cryfs,https://github.com/cryfs/cryfs,Uncategorized (Gentoo Package List)
crypting,https://github.com/gap-packages/crypting,Uncategorized (Gentoo Package List)
cryptmount,https://github.com/rwpenney/cryptmount,Uncategorized (Gentoo Package List)
cryptodev-linux,https://github.com/cryptodev-linux/cryptodev-linux,Uncategorized (Gentoo Package List)
crypto,https://github.com/SDL-Hercules-390/crypto,Uncategorized (Gentoo Package List)
cryptokit,https://github.com/xavierleroy/cryptokit,Uncategorized (Gentoo Package List)
cryptominisat,https://github.com/msoos/cryptominisat,Uncategorized (Gentoo Package List)
cryptor,https://github.com/moson-mo/cryptor,Uncategorized (Gentoo Package List)
crystal-db,https://github.com/crystal-lang/crystal-db,Uncategorized (Gentoo Package List)
crystal-fnv,https://github.com/naqvis/crystal-fnv,Uncategorized (Gentoo Package List)
crystal-html5,https://github.com/naqvis/crystal-html5,Uncategorized (Gentoo Package List)
crystal,https://github.com/crystal-lang/crystal,Uncategorized (Gentoo Package List)
crystal-pg,https://github.com/will/crystal-pg,Uncategorized (Gentoo Package List)
crystal-sqlite3,https://github.com/crystal-lang/crystal-sqlite3,Uncategorized (Gentoo Package List)
crystal-xpath2,https://github.com/naqvis/crystal-xpath2,Uncategorized (Gentoo Package List)
crystar,https://github.com/naqvis/crystar,Uncategorized (Gentoo Package List)
csexp,https://github.com/ocaml-dune/csexp,Uncategorized (Gentoo Package List)
csharp-language-server,https://github.com/razzmatazz/csharp-language-server,Uncategorized (Gentoo Package List)
csharp-mode,https://github.com/emacs-csharp/csharp-mode,Uncategorized (Gentoo Package List)
CSharpRepl,https://github.com/waf/CSharpRepl,Uncategorized (Gentoo Package List)
c-siphash,https://github.com/c-util/c-siphash,Uncategorized (Gentoo Package List)
csnappy,https://github.com/zeevt/csnappy,Uncategorized (Gentoo Package List)
csound,https://github.com/csound/csound,Uncategorized (Gentoo Package List)
csscomplete.vim,https://github.com/othree/csscomplete.vim,Uncategorized (Gentoo Package List)
css_parser,https://github.com/premailer/css_parser,Uncategorized (Gentoo Package List)
cssselect,https://github.com/scrapy/cssselect,Uncategorized (Gentoo Package List)
c-stdaux,https://github.com/c-util/c-stdaux,Uncategorized (Gentoo Package List)
csv,https://github.com/ruby/csv,Uncategorized (Gentoo Package List)
ctags,https://github.com/arduino/ctags,Uncategorized (Gentoo Package List)
ctags,https://github.com/universal-ctags/ctags,Uncategorized (Gentoo Package List)
ctemplate,https://github.com/OlafvdSpek/ctemplate,Uncategorized (Gentoo Package List)
CTL,https://github.com/ampas/CTL,Uncategorized (Gentoo Package List)
ctop,https://github.com/bcicen/ctop,Uncategorized (Gentoo Package List)
c-toxcore,https://github.com/TokTok/c-toxcore,Uncategorized (Gentoo Package List)
ctrlp.vim,https://github.com/ctrlpvim/ctrlp.vim,Uncategorized (Gentoo Package List)
ctypes.sh,https://github.com/taviso/ctypes.sh,Uncategorized (Gentoo Package List)
cubeb,https://github.com/mozilla/cubeb,Uncategorized (Gentoo Package List)
cubicle,https://github.com/cubicle-model-checker/cubicle,Uncategorized (Gentoo Package List)
cucumber-expressions,https://github.com/cucumber/cucumber-expressions,Uncategorized (Gentoo Package List)
cucumber-rails,https://github.com/cucumber/cucumber-rails,Uncategorized (Gentoo Package List)
cucumber-ruby-core,https://github.com/cucumber/cucumber-ruby-core,Uncategorized (Gentoo Package List)
cucumber-ruby,https://github.com/cucumber/cucumber-ruby,Uncategorized (Gentoo Package List)
cudf,https://gitlab.com/irill/cudf,Uncategorized (Gentoo Package List)
cudnn-frontend,https://github.com/NVIDIA/cudnn-frontend,Uncategorized (Gentoo Package List)
cue,https://github.com/cue-lang/cue,Uncategorized (Gentoo Package List)
cuetools,https://github.com/svend/cuetools,Uncategorized (Gentoo Package List)
cups-browsed,https://github.com/OpenPrinting/cups-browsed,Uncategorized (Gentoo Package List)
cups-filters,https://github.com/OpenPrinting/cups-filters,Uncategorized (Gentoo Package List)
cups,https://github.com/OpenPrinting/cups,Uncategorized (Gentoo Package List)
curl,https://github.com/curl/curl.git,CLI
curlie,https://github.com/rs/curlie,Uncategorized (Gentoo Package List)
curlpp,https://github.com/jpbarrette/curlpp,Uncategorized (Gentoo Package List)
curses,https://github.com/mbacarella/curses,Uncategorized (Gentoo Package List)
cursors,https://github.com/catppuccin/cursors,Uncategorized (Gentoo Package List)
Curtail,https://github.com/Huluti/Curtail,Uncategorized (Gentoo Package List)
cutechess,https://github.com/cutechess/cutechess,Uncategorized (Gentoo Package List)
cutecom,https://gitlab.com/cutecom/cutecom,Uncategorized (Gentoo Package List)
cutlass,https://github.com/NVIDIA/cutlass,Uncategorized (Gentoo Package List)
cutter,https://github.com/rizinorg/cutter,Uncategorized (Gentoo Package List)
CVC4-archived,https://github.com/CVC4/CVC4-archived,Uncategorized (Gentoo Package List)
cvec,https://github.com/gap-packages/cvec,Uncategorized (Gentoo Package List)
cvise,https://github.com/marxin/cvise,Uncategorized (Gentoo Package List)
cvxopt,https://github.com/cvxopt/cvxopt,Uncategorized (Gentoo Package List)
cwcwidth,https://github.com/sebastinas/cwcwidth,Uncategorized (Gentoo Package List)
cwdaemon,https://github.com/acerion/cwdaemon,Uncategorized (Gentoo Package List)
cwdiff,https://github.com/junghans/cwdiff,Uncategorized (Gentoo Package List)
cwm,https://github.com/leahneukirchen/cwm,Uncategorized (Gentoo Package List)
cxxopts,https://github.com/jarro2783/cxxopts,Uncategorized (Gentoo Package List)
cxxtools,https://github.com/maekitalo/cxxtools,Uncategorized (Gentoo Package List)
cyanrip,https://github.com/cyanreg/cyanrip,Uncategorized (Gentoo Package List)
cycler,https://github.com/matplotlib/cycler,Uncategorized (Gentoo Package List)
cyclone-bootstrap,https://github.com/justinethier/cyclone-bootstrap,Uncategorized (Gentoo Package List)
cyclonedds,https://github.com/eclipse-cyclonedds/cyclonedds,Uncategorized (Gentoo Package List)
cyme,https://github.com/tuna-f1sh/cyme,Uncategorized (Gentoo Package List)
cyrus-imapd,https://github.com/cyrusimap/cyrus-imapd,Uncategorized (Gentoo Package List)
cyrus-sasl,https://github.com/cyrusimap/cyrus-sasl,Uncategorized (Gentoo Package List)
cyrus-sasl-xoauth2,https://github.com/moriyoshi/cyrus-sasl-xoauth2,Uncategorized (Gentoo Package List)
cython-test-exception-raiser,https://github.com/twisted/cython-test-exception-raiser,Uncategorized (Gentoo Package List)
cytoscape,https://github.com/cytoscape/cytoscape,Uncategorized (Gentoo Package List)
czkawka,https://github.com/qarmin/czkawka,Uncategorized (Gentoo Package List)
czmq,https://github.com/zeromq/czmq,Uncategorized (Gentoo Package List)
d0_blind_id,https://gitlab.com/xonotic/d0_blind_id,Uncategorized (Gentoo Package List)
d3,https://github.com/d3/d3.git,Data analysis
dacite,https://github.com/konradhalas/dacite,Uncategorized (Gentoo Package List)
daemonize,https://github.com/bmc/daemonize,Uncategorized (Gentoo Package List)
daemonize,https://github.com/thesharp/daemonize,Uncategorized (Gentoo Package List)
daemons,https://github.com/thuehlinger/daemons,Uncategorized (Gentoo Package List)
dafny,https://github.com/dafny-lang/dafny,Uncategorized (Gentoo Package List)
dagger,https://github.com/dagger/dagger,Uncategorized (Gentoo Package List)
dalli,https://github.com/petergoldstein/dalli,Uncategorized (Gentoo Package List)
dape,https://github.com/svaante/dape,Uncategorized (Gentoo Package List)
dap-mode,https://github.com/emacs-lsp/dap-mode,Uncategorized (Gentoo Package List)
darkice,https://github.com/rafael2k/darkice,Uncategorized (Gentoo Package List)
darkman,https://gitlab.com/WhyNotHugo/darkman,Uncategorized (Gentoo Package List)
darkstat,https://github.com/emikulic/darkstat,Uncategorized (Gentoo Package List)
darktable,https://github.com/darktable-org/darktable,Uncategorized (Gentoo Package List)
darts-clone,https://github.com/s-yata/darts-clone,Uncategorized (Gentoo Package List)
dasbus,https://github.com/dasbus-project/dasbus,Uncategorized (Gentoo Package List)
dasel,https://github.com/TomWright/dasel,Uncategorized (Gentoo Package List)
dash.el,https://github.com/magnars/dash.el,Uncategorized (Gentoo Package List)
dash,https://github.com/plotly/dash,Uncategorized (Gentoo Package List)
dash-to-panel,https://github.com/home-sweet-gnome/dash-to-panel,Uncategorized (Gentoo Package List)
dataclasses-json,https://github.com/lidatong/dataclasses-json,Uncategorized (Gentoo Package List)
data,https://github.com/pytorch/data,Uncategorized (Gentoo Package List)
Data-Netlib,https://github.com/coin-or-tools/Data-Netlib,Uncategorized (Gentoo Package List)
dataplaneapi,https://github.com/haproxytech/dataplaneapi,Uncategorized (Gentoo Package List)
Data-Sample,https://github.com/coin-or-tools/Data-Sample,Uncategorized (Gentoo Package List)
datasets,https://github.com/huggingface/datasets,Uncategorized (Gentoo Package List)
datastructures,https://github.com/gap-packages/datastructures,Uncategorized (Gentoo Package List)
date,https://github.com/HowardHinnant/date,Uncategorized (Gentoo Package List)
date,https://github.com/ruby/date,Uncategorized (Gentoo Package List)
dateutils,https://github.com/hroptatyr/dateutils,Uncategorized (Gentoo Package List)
datree,https://github.com/datreeio/datree,Uncategorized (Gentoo Package List)
davix,https://github.com/cern-fts/davix,Uncategorized (Gentoo Package List)
dav-text,https://github.com/atsb/dav-text,Uncategorized (Gentoo Package List)
dbf-core,https://github.com/rollinhand/dbf-core,Uncategorized (Gentoo Package List)
dbmail,https://github.com/dbmail/dbmail,Uncategorized (Gentoo Package List)
dbm,https://github.com/ocaml/dbm,Uncategorized (Gentoo Package List)
dbskkd-cdb,https://github.com/jj1bdx/dbskkd-cdb,Uncategorized (Gentoo Package List)
dbus-broker,https://github.com/bus1/dbus-broker,Uncategorized (Gentoo Package List)
dbus-fast,https://github.com/Bluetooth-Devices/dbus-fast,Uncategorized (Gentoo Package List)
dcadec,https://github.com/foo86/dcadec,Uncategorized (Gentoo Package List)
dcaenc,https://gitlab.com/patrakov/dcaenc,Uncategorized (Gentoo Package List)
dcfldd,https://github.com/resurrecting-open-source-projects/dcfldd,Uncategorized (Gentoo Package List)
dcron,https://github.com/ptchinster/dcron,Uncategorized (Gentoo Package List)
ddate,https://github.com/bo0ts/ddate,Uncategorized (Gentoo Package List)
ddccontrol-db,https://github.com/ddccontrol/ddccontrol-db,Uncategorized (Gentoo Package List)
ddccontrol,https://github.com/ddccontrol/ddccontrol,Uncategorized (Gentoo Package List)
ddclient,https://github.com/ddclient/ddclient,Uncategorized (Gentoo Package List)
ddcui,https://github.com/rockowitz/ddcui,Uncategorized (Gentoo Package List)
ddcutil,https://github.com/rockowitz/ddcutil,Uncategorized (Gentoo Package List)
ddnet,https://github.com/ddnet/ddnet,Uncategorized (Gentoo Package List)
ddskk,https://github.com/skk-dev/ddskk,Uncategorized (Gentoo Package List)
ddt,https://github.com/datadriventests/ddt,Uncategorized (Gentoo Package List)
deadbeef-mpris2-plugin,https://github.com/DeaDBeeF-Player/deadbeef-mpris2-plugin,Uncategorized (Gentoo Package List)
dealii,https://github.com/dealii/dealii,Uncategorized (Gentoo Package List)
debug,https://github.com/ruby/debug,Uncategorized (Gentoo Package List)
debug_inspector,https://github.com/banister/debug_inspector,Uncategorized (Gentoo Package List)
decNumber,https://github.com/SDL-Hercules-390/decNumber,Uncategorized (Gentoo Package List)
DeepCopy,https://github.com/myclabs/DeepCopy,Uncategorized (Gentoo Package List)
DeepFilterNet,https://github.com/Rikorose/DeepFilterNet,Uncategorized (Gentoo Package List)
deepmerge,https://github.com/toumorokoshi/deepmerge,Uncategorized (Gentoo Package List)
deft,https://github.com/jrblevin/deft,Uncategorized (Gentoo Package List)
defusedxml,https://github.com/tiran/defusedxml,Uncategorized (Gentoo Package List)
dehydrated,https://github.com/dehydrated-io/dehydrated,Uncategorized (Gentoo Package List)
delfin,https://codeberg.org/avery42/delfin,Uncategorized (Gentoo Package List)
delimited_parsing,https://github.com/janestreet/delimited_parsing,Uncategorized (Gentoo Package List)
delta,https://github.com/dandavison/delta,Uncategorized (Gentoo Package List)
delve,https://github.com/go-delve/delve,Uncategorized (Gentoo Package List)
demap.el,https://gitlab.com/sawyerjgardner/demap.el,Uncategorized (Gentoo Package List)
Denaro,https://github.com/NickvisionApps/Denaro,Uncategorized (Gentoo Package List)
denonavr-cli,https://github.com/projg2/denonavr-cli,Uncategorized (Gentoo Package List)
denote,https://github.com/protesilaos/denote,Uncategorized (Gentoo Package List)
departure-mono,https://github.com/rektdeckard/departure-mono,Uncategorized (Gentoo Package List)
design,https://github.com/gap-packages/design,Uncategorized (Gentoo Package List)
deskflow,https://github.com/deskflow/deskflow,Uncategorized (Gentoo Package List)
desktop,https://github.com/nextcloud/desktop,Uncategorized (Gentoo Package List)
desktop,https://github.com/shiftkey/desktop,Uncategorized (Gentoo Package List)
desktop,https://github.com/zen-browser/desktop,Uncategorized (Gentoo Package List)
desktop-icons-ng,https://gitlab.com/rastersoft/desktop-icons-ng,Uncategorized (Gentoo Package List)
desktop-notifier,https://github.com/samschott/desktop-notifier,Uncategorized (Gentoo Package List)
desktop-plus,https://github.com/ffevotte/desktop-plus,Uncategorized (Gentoo Package List)
desmume,https://github.com/TASEmulators/desmume,Uncategorized (Gentoo Package List)
detachtty,https://github.com/cosmos72/detachtty,Uncategorized (Gentoo Package List)
detox,https://github.com/dharple/detox,Uncategorized (Gentoo Package List)
deutex,https://github.com/Doom-Utils/deutex,Uncategorized (Gentoo Package List)
dev86,https://codeberg.org/jbruchon/dev86,Uncategorized (Gentoo Package List)
devedeng,https://gitlab.com/rastersoft/devedeng,Uncategorized (Gentoo Package List)
development,https://gitlab.com/tuxedocomputers/development,Uncategorized (Gentoo Package List)
devil,https://github.com/susam/devil,Uncategorized (Gentoo Package List)
devilutionX,https://github.com/diasurgical/devilutionX,Uncategorized (Gentoo Package List)
dex,https://github.com/jceb/dex,Uncategorized (Gentoo Package List)
dfshow,https://github.com/roberthawdon/dfshow,Uncategorized (Gentoo Package List)
dfu-programmer,https://github.com/dfu-programmer/dfu-programmer,Uncategorized (Gentoo Package List)
dhcpcd,https://github.com/NetworkConfiguration/dhcpcd,Uncategorized (Gentoo Package List)
dhcpcd-ui,https://github.com/NetworkConfiguration/dhcpcd-ui,Uncategorized (Gentoo Package List)
dhcpdump,https://github.com/bbonev/dhcpdump,Uncategorized (Gentoo Package List)
dictionary-el,https://github.com/myrkr/dictionary-el,Uncategorized (Gentoo Package List)
diffball,https://github.com/zmedico/diffball,Uncategorized (Gentoo Package List)
diffchar.vim,https://github.com/rickhowe/diffchar.vim,Uncategorized (Gentoo Package List)
diff_cover,https://github.com/Bachmann1234/diff_cover,Uncategorized (Gentoo Package List)
diff-hl,https://github.com/dgutov/diff-hl,Uncategorized (Gentoo Package List)
diff,https://github.com/sebastianbergmann/diff,Uncategorized (Gentoo Package List)
diffmask,https://github.com/projg2/diffmask,Uncategorized (Gentoo Package List)
diff-pdf,https://github.com/vslavik/diff-pdf,Uncategorized (Gentoo Package List)
diff-so-fancy,https://github.com/so-fancy/diff-so-fancy,Uncategorized (Gentoo Package List)
difftastic,https://github.com/Wilfred/difftastic,Uncategorized (Gentoo Package List)
diffuse,https://github.com/MightyCreak/diffuse,Uncategorized (Gentoo Package List)
diffx,https://github.com/beanbaginc/diffx,Uncategorized (Gentoo Package List)
digest,https://github.com/ruby/digest,Uncategorized (Gentoo Package List)
digestif,https://github.com/mirage/digestif,Uncategorized (Gentoo Package List)
digitemp,https://github.com/bcl/digitemp,Uncategorized (Gentoo Package List)
Digraphs,https://github.com/digraphs/Digraphs,Uncategorized (Gentoo Package List)
dillo,https://github.com/dillo-browser/dillo,Uncategorized (Gentoo Package List)
diminish.el,https://github.com/myrjola/diminish.el,Uncategorized (Gentoo Package List)
ding-libs,https://github.com/SSSD/ding-libs,Uncategorized (Gentoo Package List)
dino,https://github.com/dino/dino,Uncategorized (Gentoo Package List)
dio,https://github.com/donaldmcintosh/dio,Uncategorized (Gentoo Package List)
Dip,https://github.com/coin-or/Dip,Uncategorized (Gentoo Package List)
DirectoryScanner,https://github.com/theseer/DirectoryScanner,Uncategorized (Gentoo Package List)
DirectX-Headers,https://github.com/microsoft/DirectX-Headers,Uncategorized (Gentoo Package List)
DirectXShaderCompiler,https://github.com/microsoft/DirectXShaderCompiler,Uncategorized (Gentoo Package List)
dired-hacks,https://github.com/Fuco1/dired-hacks,Uncategorized (Gentoo Package List)
direnv,https://github.com/direnv/direnv,Uncategorized (Gentoo Package List)
direwolf,https://github.com/wb2osz/direwolf,Uncategorized (Gentoo Package List)
dirty-equals,https://github.com/samuelcolvin/dirty-equals,Uncategorized (Gentoo Package List)
discord,https://github.com/mautrix/discord,Uncategorized (Gentoo Package List)
discord-rpc,https://github.com/eden-emulator/discord-rpc,Uncategorized (Gentoo Package List)
discount,https://github.com/Orc/discount,Uncategorized (Gentoo Package List)
Discover,https://github.com/trigg/Discover,Uncategorized (Gentoo Package List)
dislocker,https://github.com/Aorimn/dislocker,Uncategorized (Gentoo Package List)
dispad,https://github.com/BlueDragonX/dispad,Uncategorized (Gentoo Package List)
displaycal-py3,https://github.com/eoyilmaz/displaycal-py3,Uncategorized (Gentoo Package List)
disruptor,https://github.com/conversant/disruptor,Uncategorized (Gentoo Package List)
disruptor,https://github.com/LMAX-Exchange/disruptor,Uncategorized (Gentoo Package List)
dissent,https://github.com/diamondburned/dissent,Uncategorized (Gentoo Package List)
dissononce,https://github.com/tgalal/dissononce,Uncategorized (Gentoo Package List)
distcc,https://github.com/distcc/distcc,Uncategorized (Gentoo Package List)
distel,https://github.com/massemanet/distel,Uncategorized (Gentoo Package List)
distfiles,https://github.com/gavv/distfiles,Uncategorized (Gentoo Package List)
distlib,https://github.com/pypa/distlib,Uncategorized (Gentoo Package List)
distribution-gpg-keys,https://github.com/rpm-software-management/distribution-gpg-keys,Uncategorized (Gentoo Package List)
distribution,https://github.com/docker/distribution,Uncategorized (Gentoo Package List)
distrobox,https://github.com/89luca89/distrobox,Uncategorized (Gentoo Package List)
ditaa,https://github.com/stathissideris/ditaa,Uncategorized (Gentoo Package List)
dita-ot,https://github.com/dita-ot/dita-ot,Uncategorized (Gentoo Package List)
diva,https://github.com/toshia/diva,Uncategorized (Gentoo Package List)
dive,https://github.com/wagoodman/dive,Uncategorized (Gentoo Package List)
django-browser-reload,https://github.com/adamchainz/django-browser-reload,Uncategorized (Gentoo Package List)
django-cache-url,https://github.com/epicserve/django-cache-url,Uncategorized (Gentoo Package List)
django-cors-headers,https://github.com/adamchainz/django-cors-headers,Uncategorized (Gentoo Package List)
django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,Uncategorized (Gentoo Package List)
django-filter,https://github.com/carltongibson/django-filter,Uncategorized (Gentoo Package List)
django,https://github.com/django/django.git,App Framework
django-picklefield,https://github.com/gintas/django-picklefield,Uncategorized (Gentoo Package List)
