language,size_bucket,repository,commit,path,loc_before,loc_after,loc_combined,bytes_before,bytes_after,ast_nodes_before,ast_nodes_after,status,elapsed_ms
JSON,large,LadybirdBrowser-ladybird.git,81cb968beba4960f5405821735e1b79c2ca3318a,Libraries/LibWeb/CSS/Enums.json,1145,1152,2297,18383,18483,5592,5626,timed_out,
JSON,large,Lidarr-Lidarr.git,0be9d639d97cbabbb9712ff5d895efb5206835ba,src/NzbDrone.Core/Localization/Core/bg.json,840,841,1681,78935,78996,9221,9232,timed_out,
JSON,large,Lidarr-Lidarr.git,0be9d639d97cbabbb9712ff5d895efb5206835ba,src/NzbDrone.Core/Localization/Core/hu.json,1244,1248,2492,89628,89975,13695,13739,timed_out,
JSON,large,Lidarr-Lidarr.git,b8121759a76119b9c1d03c0fb94a7d3a51202477,src/NzbDrone.Core/Localization/Core/en.json,1375,1377,2752,84627,84772,15110,15132,timed_out,
JSON,large,Lidarr-Lidarr.git,f8664bf2f1a4b8f84339d3d6fe461adac8c6b776,src/NzbDrone.Core/Localization/Core/nl.json,924,924,1848,61385,61392,10157,10157,timed_out,
JSON,large,Radarr-Radarr.git,2dac2dd35bed9ae6ff56689fff64f5ff07a95dd5,src/NzbDrone.Core/Localization/Core/hr.json,384,383,767,20785,20690,4205,4194,timed_out,
JSON,large,Radarr-Radarr.git,2dac2dd35bed9ae6ff56689fff64f5ff07a95dd5,src/NzbDrone.Core/Localization/Core/sv.json,1119,1118,2237,66684,66642,12319,12308,timed_out,
JSON,large,Radarr-Radarr.git,4d22bf1cebb48521db4ea57cfa1b894d6371eab4,src/NzbDrone.Core/Localization/Core/cs.json,1370,1371,2741,93818,93887,15055,15066,timed_out,
JSON,large,Radarr-Radarr.git,4d22bf1cebb48521db4ea57cfa1b894d6371eab4,src/NzbDrone.Core/Localization/Core/hr.json,383,385,768,20690,20782,4194,4216,timed_out,
JSON,large,Radarr-Radarr.git,4d22bf1cebb48521db4ea57cfa1b894d6371eab4,src/NzbDrone.Core/Localization/Core/ro.json,1177,1179,2356,74835,74902,12928,12950,timed_out,
JSON,large,Sonarr-Sonarr.git,ac5b9b14eeb87b8c95db3ed1d43742fc1076c63d,src/NzbDrone.Core/Localization/Core/it.json,1071,1070,2141,68036,67997,11766,11755,timed_out,
JSON,large,apache-superset.git,0d9db04df05ceda84eb2bbd8ae8c0459f53d9649,superset-frontend/package.json,419,419,838,18045,18045,4383,4383,timed_out,
