language,size_bucket,repository,commit,path,loc_before,loc_after,loc_combined,bytes_before,bytes_after,ast_nodes_before,ast_nodes_after,status,elapsed_ms
CSS,0-10,DanRohde-webdavcgi,3bdb1cde73a75720384e026155ae7855b6fc7c7a,lib/perl/WebInterface/Extension/VideoJS/htdocs/contrib/video-js/video-js.min.css,1,1,2,39368,47973,9738,14517,timed_out,
CSS,0-10,DanRohde-webdavcgi,3cbf4fed2a619b91f36498275066ddbb6a4a281a,lib/perl/WebInterface/Extension/Feedback/htdocs/style.min.css,1,1,2,1325,1350,494,504,ok,88.970992
CSS,0-10,DanRohde-webdavcgi,a75c7aebec86004b32a7155071c9f1c854f99c45,htdocs/views/simple/contrib/jquery.fancybox.css,1,1,2,10424,12795,3725,4613,timed_out,
CSS,0-10,Diego-Ivan-Paper-Clip,5b1354b750013d8775d2cfef8274f5b7354b536a,src/style.css,3,7,10,38,123,16,46,ok,0.268813
CSS,0-10,Diego-Ivan-Paper-Clip,8b475fe77415678756cb3ebd7fa1ecc6d61d08f8,src/style.css,3,7,10,38,123,16,46,ok,0.40653199999999995
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/all.min.css,9,9,18,74320,74320,37027,37027,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/brands.min.css,6,6,12,15020,15020,8500,8500,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/fontawesome.min.css,8,8,16,57232,57232,27848,27848,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/regular.min.css,6,6,12,625,625,134,134,ok,6.342802
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/solid.min.css,6,6,12,619,619,134,134,ok,6.3075600000000005
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/svg-with-js.min.css,6,6,12,10967,11192,3550,3586,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/svg.min.css,6,6,12,4770,4995,1344,1380,ok,769.018603
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/v4-font-face.min.css,6,6,12,1515,1515,360,360,ok,43.973432
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/v4-shims.min.css,6,6,12,21210,21210,10400,10400,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,css/v5-font-face.min.css,6,6,12,632,632,134,134,ok,5.984959
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/all.min.css,9,9,18,74320,74320,37027,37027,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/brands.min.css,6,6,12,15020,15020,8500,8500,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/fontawesome.min.css,8,8,16,57232,57232,27848,27848,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/regular.min.css,6,6,12,625,625,134,134,ok,6.381163
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/solid.min.css,6,6,12,619,619,134,134,ok,6.210623
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/svg-with-js.min.css,6,6,12,10967,11192,3550,3586,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/svg.min.css,6,6,12,4770,4995,1344,1380,ok,782.5068130000001
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/v4-font-face.min.css,6,6,12,1515,1515,360,360,ok,44.443279000000004
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/v4-shims.min.css,6,6,12,21210,21210,10400,10400,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,41cfe644047fc3a4c49c22acc721cacc3e1021fe,js-packages/@fortawesome/fontawesome-free/css/v5-font-face.min.css,6,6,12,632,632,134,134,ok,5.996493
CSS,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,css/all.min.css,9,9,18,74185,74320,36944,37027,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,css/brands.min.css,6,6,12,15020,15020,8500,8500,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,css/fontawesome.min.css,8,8,16,57097,57232,27765,27848,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,css/regular.min.css,6,6,12,625,625,134,134,ok,6.856324
CSS,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,css/solid.min.css,6,6,12,619,619,134,134,ok,6.278436
CSS,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,css/svg-with-js.min.css,6,6,12,10935,10967,3545,3550,timed_out,
CSS,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,css/svg.min.css,6,6,12,4792,4770,1359,1344,ok,719.929377
CSS,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,css/v4-font-face.min.css,6,6,12,1515,1515,360,360,ok,46.112018
